procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 12852416 321880 2484752    0    0     0     0  270  165 65  0 35  0  0
 2  0      0 12852416 321880 2484756    0    0     0    44  289  185 68  0 31  1  0
 1  0      0 12852416 321880 2484756    0    0     0     0  211  142 48  0 52  0  0
 1  0      0 12852168 321880 2484756    0    0     0     0  165  140 32  0 68  0  0
 0  0      0 12852168 321880 2484756    0    0     0     0  213  127 51  0 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 12849996 321880 2484756    0    0     0     0  207  138 45  0 55  0  0
 4  0      0 12849996 321880 2484760    0    0     0    24  185  142 39  0 59  2  0
 2  0      0 12849872 321880 2484760    0    0     0     0  215  148 47  0 53  0  0
 0  0      0 12849500 321880 2484760    0    0     0     0  203  133 45  0 55  0  0
 2  0      0 12849500 321880 2484760    0    0     0     0  175  123 39  1 60  0  0
 1  0      0 12849500 321880 2484760    0    0     0     0  234  156 55  0 45  0  0
 0  0      0 12849500 321880 2484764    0    0     0    24  216  150 51  0 48  1  0
 0  0      0 12849500 321880 2484764    0    0     0     0  121  103 21  0 79  0  0
 1  0      0 12849348 321880 2484764    0    0     0     0  190  140 40  0 60  0  0
 1  0      0 12849376 321880 2484764    0    0     0     0  169  131 31  0 69  0  0
 2  0      0 12849376 321880 2484764    0    0     0     0  216  139 46  0 54  0  0
 1  0      0 12852356 321880 2484768    0    0     0     0  218  149 48  0 52  0  0
 0  0      0 12852044 321880 2484768    0    0     0    24  222  156 47  1 52  0  0
 0  0      0 12852044 321880 2484772    0    0     0     0  166  133 30  0 70  0  0
 1  0      0 12849996 321880 2484772    0    0     0     0  237  158 56  0 44  0  0
 1  0      0 12852412 321880 2484772    0    0     0     0  195  124 43  0 57  0  0
 0  0      0 12852416 321880 2484776    0    0     0    28  227  150 49  0 51  0  0
 0  0      0 12852044 321880 2484776    0    0     0    24  204  149 45  0 54  1  0
 2  0      0 12852044 321880 2484776    0    0     0     0  285  177 73  0 27  0  0
 3  0      0 12849872 321880 2484776    0    0     0     0  185  127 39  0 61  0  0
 3  0      0 12849376 321880 2484780    0    0     0     0  257  162 60  1 39  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 12846956 321880 2484780    0    0     0    40  216  134 48  0 52  0  0
 0  0      0 12846956 321880 2484780    0    0     0    40  185  155 40  1 57  2  0
 0  0      0 12849372 321880 2484780    0    0     0     0  220  171 45  0 55  0  0
 0  0      0 12849376 321880 2484780    0    0     0     0  147  109 31  0 69  0  0
 0  0      0 12849376 321880 2484784    0    0     0     0  141  111 26  0 74  0  0
 1  0      0 12849376 321880 2484784    0    0     0     4  225  147 50  0 50  0  0
 0  0      0 12852288 321880 2484784    0    0     0    24  231  155 50  1 46  3  0
 2  0      0 12852292 321880 2484788    0    0     0     0  199  137 44  0 56  0  0
 3  0      0 12849872 321880 2484788    0    0     0     0  256  138 59  1 40  0  0
 0  0      0 12849872 321880 2484792    0    0     0     0  228  168 53  0 47  0  0
 0  0      0 12849872 321880 2484796    0    0     0     0  117  101 20  0 80  0  0
 0  0      0 12849872 321880 2484796    0    0     0    24  145  153 26  0 73  1  0
