procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 12905808 321880 2482584    0    0     0     1    2    0 57  0 43  0  0
 0  0      0 12903264 321880 2482588    0    0     0     0   90  113 10  1 89  0  0
 0  0      0 12897308 321880 2482596    0    0     0     0  175  143 30  1 69  0  0
 0  0      0 12894836 321880 2482988    0    0     0     0  101  141 10  0 90  0  0
 0  0      0 12894836 321880 2482988    0    0     0     0  152  167 20  1 79  0  0
 0  0      0 12895208 321880 2482992    0    0     0    92   72  139  0  1 98  1  0
 0  0      0 12895208 321880 2482992    0    0     0     0  113  143 10  0 90  0  0
 0  0      0 12895152 321880 2482992    0    0     0     0   71  133  5  0 95  0  0
 0  0      0 12895208 321880 2482996    0    0     0     0   50   94  1  0 99  0  0
 0  0      0 12895580 321880 2482996    0    0     0     0   98  108 14  0 86  0  0
 0  0      0 12896260 321880 2482812    0    0     0    60  136  130 20  0 78  2  0
 1  0      0 12895888 321880 2482812    0    0     0     0   85  108 13  0 87  0  0
 0  0      0 12895888 321880 2482812    0    0     0     0  109  111 17  0 83  0  0
 0  0      0 12895888 321880 2482812    0    0     0     0   50   88  5  0 95  0  0
 0  0      0 12893840 321880 2482812    0    0     0     0  164  115 31  0 69  0  0
 0  0      0 12893840 321880 2482812    0    0     0   144  109  115 11  1 87  1  0
 0  0      0 12893716 321880 2482812    0    0     0     0  101   94 15  0 85  0  0
 0  0      0 12893716 321880 2482816    0    0     0     0   49  104  0  0 100  0  0
 0  0      0 12893716 321880 2482816    0    0     0     0   48   89  0  0 100  0  0
 0  0      0 12893716 321880 2482816    0    0     0     0   65  106  5  0 95  0  0
 0  0      0 12893716 321880 2482816    0    0     0    24   90  110 10  0 87  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 12893716 321880 2482816    0    0     0     0   86  113 11  0 89  0  0
 0  0      0 12896260 321880 2482816    0    0     0     0   68  103  5  1 94  0  0
 0  0      0 12896260 321880 2482816    0    0     0     0  188  330 26  0 74  0  0
 0  0      0 12896260 321880 2482816    0    0     0     0   82   95 11  0 89  0  0
 0  0      0 12896260 321880 2482816    0    0     0    24  118  121 19  0 80  1  0
 0  0      0 12895888 321880 2482816    0    0     0     0  116  115 21  1 78  0  0
 0  0      0 12895888 321880 2482816    0    0     0     0   61  104  5  0 95  0  0
 0  0      0 12895888 321880 2482816    0    0     0     0   67   92  5  0 95  0  0
 0  0      0 12895888 321880 2482816    0    0     0     0   38   89  0  0 100  0  0
 0  0      0 12895888 321880 2482816    0    0     0    72   88  124  5  0 89  6  0
 0  0      0 12893840 321880 2482816    0    0     0     0  101  119 15  0 85  0  0
 0  0      0 12893840 321880 2482816    0    0     0     0   76  109  5  1 94  0  0
 0  0      0 12896260 321880 2482816    0    0     0     0   71   96 10  0 90  0  0
 0  0      0 12896260 321880 2482816    0    0     0     0  131  105 26  0 74  0  0
 1  0      0 12896260 321880 2482816    0    0     0     4   95  105 13  0 87  0  0
 0  0      0 12895888 321880 2482816    0    0     0    32   94  118 11  1 88  0  0
 0  0      0 12895888 321880 2482816    0    0     0     0   64  105  6  0 94  0  0
 0  0      0 12895888 321880 2482824    0    0     0     0  114  104 19  0 81  0  0
 0  0      0 12895888 321880 2482824    0    0     0     0   60   99  5  1 94  0  0
 0  0      0 12896260 321880 2482824    0    0     0     0  116  105 20  0 80  0  0
 0  0      0 12896260 321880 2482824    0    0     0    44  104  123 15  0 83  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 12896260 321880 2482824    0    0     0     0  121  106 20  0 80  0  0
 0  0      0 12896260 321880 2482828    0    0     0     0   93   96 15  0 85  0  0
 0  0      0 12895888 321880 2482828    0    0     0     0  117  102 21  0 79  0  0
 0  0      0 12895888 321880 2482828    0    0     0     0   80   95 10  0 90  0  0
 0  0      0 12895888 321880 2482828    0    0     0    40   54  105  0  0 97  3  0
 0  0      0 12895888 321880 2482828    0    0     0     0   72  110  5  0 95  0  0
 0  0      0 12895888 321880 2482828    0    0     0     0  111  111 19  1 80  0  0
 0  0      0 12895888 321880 2482828    0    0     0     0   91  102 15  0 85  0  0
 0  0      0 12895888 321880 2482828    0    0     0     0   65   92  6  0 94  0  0
 0  0      0 12895888 321880 2482828    0    0     0    48   87  105  9  0 91  0  0
 0  0      0 12895888 321880 2482832    0    0     0    24   73  116  5  0 92  3  0
 0  0      0 12895888 321880 2482832    0    0     0     0   47  101  0  0 100  0  0
 0  0      0 12896136 321880 2482832    0    0     0     0  131  112 21  0 79  0  0
