procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 13887180 281104 1659240    0    0     0     0    2    0 58  0 42  0  0
 1  0      0 13887236 281104 1659256    0    0     0     0 1252  851 65  1 34  0  0
 1  0      0 13887236 281104 1659264    0    0     0     0 1282  841 64  1 35  0  0
 1  0      0 13887236 281104 1659276    0    0     0     0 1263  839 65  1 34  0  0
 1  0      0 13887236 281104 1659284    0    0     0     0 1246  835 63  3 34  0  0
 1  0      0 13887236 281104 1659292    0    0     0    56 1270  842 64  1 34  1  0
 1  0      0 13887236 281104 1659304    0    0     0     0 1268  829 61  5 34  0  0
 1  0      0 13887236 281104 1659312    0    0     0     0 1255  830 62  2 36  0  0
 1  0      0 13887236 281104 1659320    0    0     0     0 1266  839 64  1 35  0  0
 1  0      0 13887236 281104 1659328    0    0     0     0 1248  849 65  0 35  0  0
 1  0      0 13887236 281104 1659336    0    0     0    48 1281  855 64  1 34  1  0
 1  0      0 13887236 281104 1659348    0    0     0     0 1247  842 63  4 33  0  0
 1  0      0 13887236 281104 1659356    0    0     0     0 1265  837 65  0 35  0  0
 1  0      0 13887236 281104 1659364    0    0     0     0 1264  834 63  3 34  0  0
 1  0      0 13887236 281104 1659372    0    0     0     0 1262  845 64  2 34  0  0
 2  0      0 13887236 281104 1659384    0    0     0    32 1256  857 62  3 34  1  0
 1  0      0 13887236 281104 1659392    0    0     0     0 1262  838 64  2 34  0  0
 1  0      0 13887236 281104 1659404    0    0     0     0 1261  839 63  2 35  0  0
 1  0      0 13887236 281104 1659412    0    0     0     0 1266  849 62  4 34  0  0
 1  0      0 13887236 281104 1659420    0    0     0     0 1255  848 61  4 35  0  0
 1  0      0 13887236 281104 1659428    0    0     0    92 1293  855 63  2 34  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13887236 281104 1659436    0    0     0     0 1285  853 65  0 35  0  0
 1  0      0 13887112 281104 1659448    0    0     0     0 1270  842 63  3 34  0  0
 1  0      0 13887112 281104 1659456    0    0     0     0 1270  851 63  2 35  0  0
 1  0      0 13887112 281104 1659464    0    0     0     0 1255  836 63  2 35  0  0
 1  0      0 13887112 281104 1659472    0    0     0   280 1276  857 64  2 33  1  0
