procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13891204 281104 1655304    0    0     0    36  769  512 24  5 70  1  0
 0  0      0 13891204 281104 1655308    0    0     0     0  784  491 25  0 75  0  0
 0  0      0 13891204 281104 1655312    0    0     0     0  813  503 36  0 64  0  0
 0  0      0 13891204 281104 1655320    0    0     0     0  834  498 39  0 61  0  0
 0  0      0 13891080 281104 1655328    0    0     0     0  815  497 38  0 62  0  0
 0  0      0 13891080 281104 1655332    0    0     0    24  835  510 38  1 59  2  0
 1  0      0 13891080 281104 1655336    0    0     0     0  825  497 39  0 61  0  0
 0  0      0 13891080 281104 1655340    0    0     0     0  825  491 39  0 61  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13891080 281104 1655348    0    0     0     0  817  498 34  1 65  0  0
 0  0      0 13891080 281104 1655352    0    0     0     0  790  506 24  1 75  0  0
 0  0      0 13891080 281104 1655356    0    0     0    24  783  500 26  2 70  1  0
 0  0      0 13891080 281104 1655360    0    0     0     0  830  492 39  0 61  0  0
 0  0      0 13891080 281104 1655364    0    0     0     0  821  499 39  0 61  0  0
 0  0      0 13891080 281104 1655372    0    0     0     0  814  490 39  0 61  0  0
 0  0      0 13891080 281104 1655376    0    0     0     0  822  494 39  0 61  0  0
 0  0      0 13891080 281104 1655380    0    0     0    24  831  512 39  0 60  1  0
 0  0      0 13891080 281104 1655384    0    0     0     8  827  494 38  1 61  0  0
 1  0      0 13891080 281104 1655396    0    0     0     0  800  498 28  2 70  0  0
 0  0      0 13891080 281104 1655400    0    0     0     0  772  503 24  3 72  0  0
 0  0      0 13891080 281104 1655404    0    0     0     0  799  493 32  0 68  0  0
 0  0      0 13891080 281104 1655408    0    0     0    32  830  500 39  0 59  2  0
 0  0      0 13891080 281104 1655412    0    0     0   208  817  497 29  2 69  0  0
 0  0      0 13891080 281104 1655420    0    0     0     0  786  511 23  3 73  0  0
 0  0      0 13891080 281104 1655424    0    0     0     0  818  494 35  2 63  0  0
 0  0      0 13891080 281104 1655428    0    0     0     0  823  491 39  0 61  0  0
 0  0      0 13891080 281104 1655432    0    0     0    32  835  506 39  0 60  1  0
 0  0      0 13891080 281104 1655440    0    0     0     8  821  500 39  0 61  0  0
 0  0      0 13891080 281104 1655444    0    0     0     0  825  499 39  0 61  0  0
 0  0      0 13891080 281104 1655448    0    0     0     0  823  497 36  1 63  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13890956 281104 1655452    0    0     0     0  785  494 24  2 73  0  0
 1  0      0 13890956 281104 1655456    0    0     0    36  790  513 29  0 70  1  0
 1  0      0 13890956 281104 1655464    0    0     0     8  836  498 39  0 61  0  0
 1  0      0 13890956 281104 1655468    0    0     0     0  804  502 39  0 61  0  0
 1  0      0 13890956 281104 1655476    0    0     0     0  824  494 39  0 61  0  0
 1  0      0 13890956 281104 1655480    0    0     0     0  819  498 39  0 61  0  0
 1  0      0 13890956 281104 1655488    0    0     0    36  831  504 38  0 59  3  0
 1  0      0 13890956 281104 1655492    0    0     0     0  829  504 39  0 61  0  0
 1  0      0 13890956 281104 1655496    0    0     0     0  837  493 39  0 61  0  0
 1  0      0 13890956 281104 1655500    0    0     0     0  821  496 38  1 61  0  0
 1  0      0 13890956 281104 1655504    0    0     0     0  826  499 38  1 61  0  0
 1  0      0 13890956 281104 1655512    0    0     0    24  818  504 40  0 59  1  0
 1  0      0 13890956 281104 1655516    0    0     0     0  825  495 39  0 61  0  0
 1  0      0 13890956 281104 1655520    0    0     0     0  823  511 39  0 61  0  0
 1  0      0 13890956 281104 1655524    0    0     0     0  834  499 39  0 61  0  0
 1  0      0 13890956 281104 1655532    0    0     0     0  818  490 39  0 61  0  0
 1  0      0 13890956 281104 1655536    0    0     0    24  836  510 38  0 60  2  0
 1  0      0 13890956 281104 1655540    0    0     0     0  832  505 39  0 61  0  0
 0  0      0 13890956 281104 1655548    0    0     0     0  833  503 39  0 61  0  0
 0  0      0 13890956 281104 1655552    0    0     0     0  817  497 39  0 61  0  0
 0  0      0 13890956 281104 1655560    0    0     0     0  814  487 39  0 61  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13890956 281104 1655564    0    0     0    24  826  508 39  0 60  1  0
 1  0      0 13890956 281104 1655568    0    0     0   160  823  496 39  0 61  0  0
 0  0      0 13890956 281104 1655572    0    0     0     0  825  504 39  0 61  0  0
 0  0      0 13890832 281104 1655580    0    0     0     0  833  504 38  0 62  0  0
 0  0      0 13890832 281104 1655584    0    0     0     0  821  499 39  0 61  0  0
 0  0      0 13890832 281104 1655588    0    0     0    40  839  510 38  0 60  2  0
 0  0      0 13890832 281104 1655592    0    0     0    32  823  499 39  0 61  0  0
 0  0      0 13890832 281104 1655596    0    0     0     0  821  498 39  0 61  0  0
 0  0      0 13890832 281104 1655604    0    0     0     0  817  503 39  0 61  0  0
 0  0      0 13890832 281104 1655608    0    0     0     0  839  499 39  0 61  0  0
 0  0      0 13890832 281104 1655612    0    0     0    36  812  506 39  0 59  2  0
 0  0      0 13890832 281104 1655616    0    0     0     0  814  495 38  0 62  0  0
 1  0      0 13890832 281104 1655628    0    0     0     8  847  522 39  0 61  0  0
 0  0      0 13890832 281104 1655632    0    0     0     0  841  502 38  1 61  0  0
 0  0      0 13890832 281104 1655636    0    0     0     0  819  499 39  0 61  0  0
 0  0      0 13890832 281104 1655640    0    0     0    36  828  509 39  0 60  1  0
 0  0      0 13890832 281104 1655644    0    0     0     0  815  491 38  0 62  0  0
 0  0      0 13890832 281104 1655652    0    0     0     0  824  498 39  0 61  0  0
 0  0      0 13890832 281104 1655656    0    0     0     0  835  500 39  0 61  0  0
 0  0      0 13890832 281104 1655660    0    0     0     0  835  497 39  0 61  0  0
 0  0      0 13890832 281104 1655664    0    0     0    24  820  506 39  0 60  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13890832 281104 1655668    0    0     0     0  835  492 39  0 61  0  0
 0  0      0 13890832 281104 1655676    0    0     0     0  823  503 39  0 61  0  0
 0  0      0 13890832 281104 1655680    0    0     0     0  826  497 39  0 61  0  0
 0  0      0 13890832 281104 1655684    0    0     0     0  819  502 39  0 61  0  0
 0  0      0 13890832 281104 1655688    0    0     0    24  830  509 39  0 60  1  0
 0  0      0 13890832 281104 1655696    0    0     0     0  814  493 39  0 61  0  0
 1  0      0 13890708 281104 1655700    0    0     0     0  830  495 38  0 62  0  0
 1  0      0 13890708 281104 1655708    0    0     0     0  836  502 39  0 61  0  0
 1  0      0 13890708 281104 1655712    0    0     0     0  825  488 38  0 62  0  0
 1  0      0 13890708 281104 1655716    0    0     0    24  824  505 38  0 60  2  0
 1  0      0 13890708 281104 1655724    0    0     0     0  816  490 39  0 61  0  0
 1  0      0 13890708 281104 1655728    0    0     0   164  816  509 39  0 61  0  0
 1  0      0 13890708 281104 1655732    0    0     0     0  830  494 39  1 60  0  0
 1  0      0 13890708 281104 1655736    0    0     0     0  819  491 38  0 62  0  0
 1  0      0 13890708 281104 1655744    0    0     0    40  840  502 39  0 59  2  0
 1  0      0 13890708 281104 1655748    0    0     0     0  814  493 39  0 61  0  0
 1  0      0 13890708 281104 1655752    0    0     0     4  831  505 39  0 61  0  0
 1  0      0 13890708 281104 1655756    0    0     0     0  816  500 39  0 61  0  0
 1  0      0 13890708 281104 1655760    0    0     0     0  813  494 39  0 61  0  0
 1  0      0 13890708 281104 1655768    0    0     0    24  830  508 39  0 60  1  0
 1  0      0 13890708 281104 1655772    0    0     0     0  825  494 39  0 61  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13890708 281104 1655780    0    0     0    28  835  502 39  0 61  0  0
 1  0      0 13890708 281104 1655784    0    0     0     0  825  496 38  1 61  0  0
 1  0      0 13890708 281104 1655792    0    0     0     0  834  502 39  0 61  0  0
 1  0      0 13890708 281104 1655796    0    0     0    24  836  499 39  0 56  5  0
 1  0      0 13890708 281104 1655800    0    0     0     0  830  494 39  0 61  0  0
 1  0      0 13890708 281104 1655804    0    0     0     0  846  496 38  1 61  0  0
 1  0      0 13890708 281104 1655808    0    0     0     0  823  502 39  0 61  0  0
 1  0      0 13890708 281104 1655816    0    0     0     0  815  496 38  0 62  0  0
 1  0      0 13890708 281104 1655820    0    0     0    24  822  501 38  0 60  2  0
 1  0      0 13890584 281104 1655824    0    0     0     0  826  495 39  0 61  0  0
 0  0      0 13890160 281104 1655828    0    0     0     0  838  775 39  3 58  0  0
 0  0      0 13890212 281104 1655836    0    0     0     0  836  503 39  0 61  0  0
 0  0      0 13890212 281104 1655840    0    0     0     0  835  496 38  1 61  0  0
 0  0      0 13890212 281104 1655844    0    0     0    92  829  504 39  0 60  1  0
 0  0      0 13890212 281104 1655848    0    0     0     0  826  500 39  0 61  0  0
 0  0      0 13890212 281104 1655856    0    0     0     0  813  497 39  0 61  0  0
 1  0      0 13890212 281104 1655864    0    0     0     0  822  502 39  0 61  0  0
 0  0      0 13890212 281104 1655868    0    0     0     0  816  495 39  0 61  0  0
 0  0      0 13890212 281104 1655872    0    0     0    24  832  512 39  0 60  1  0
 0  0      0 13890212 281104 1655876    0    0     0     0  828  494 39  0 61  0  0
 0  0      0 13890212 281104 1655884    0    0     0     0  818  505 39  0 61  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13890212 281104 1655888    0    0     0   156  840  503 39  0 61  0  0
 0  0      0 13890212 281104 1655892    0    0     0     0  834  502 39  0 61  0  0
 0  0      0 13890212 281104 1655896    0    0     0    32  844  508 38  0 60  2  0
 0  0      0 13890212 281104 1655900    0    0     0     0  823  492 39  0 61  0  0
 0  0      0 13890212 281104 1655908    0    0     0     0  830  502 39  0 61  0  0
 0  0      0 13890212 281104 1655912    0    0     0     0  863  689 40  0 60  0  0
 0  0      0 13890212 281104 1655920    0    0     0     0  822  498 38  1 61  0  0
 0  0      0 13890212 281104 1655920    0    0     0    24  827  505 39  0 60  1  0
 0  0      0 13890212 281104 1655928    0    0     0     0  827  497 39  0 61  0  0
 0  0      0 13890212 281104 1655932    0    0     0     0  821  510 38  0 62  0  0
