procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 13889268 281104 1656956    0    0     0     0    2    0 58  0 42  0  0
 1  0      0 13889324 281104 1656964    0    0     0     0 1008  675 49  1 49  0  0
 1  0      0 13889324 281104 1656972    0    0     0     0 1021  669 50  2 48  0  0
 1  0      0 13889324 281104 1656980    0    0     0    56 1013  682 48  2 48  1  0
 0  0      0 13889324 281104 1656984    0    0     0     8 1008  678 51  1 48  0  0
 1  0      0 13889324 281104 1656992    0    0     0     0 1013  669 50  2 49  0  0
 0  0      0 13889324 281104 1657000    0    0     0     0 1004  669 49  2 48  0  0
 0  0      0 13889324 281104 1657008    0    0     0     0 1009  659 49  1 49  0  0
 0  0      0 13889324 281104 1657012    0    0     0    32 1004  672 49  2 48  1  0
 0  0      0 13889324 281104 1657024    0    0     0     0 1011  671 49  3 48  0  0
 0  0      0 13889324 281104 1657032    0    0     0    12 1017  681 51  1 48  0  0
 1  0      0 13889324 281104 1657036    0    0     0     0 1017  667 50  2 49  0  0
 1  0      0 13888892 281104 1657044    0    0     0     0 1060  938 52  5 43  0  0
 1  0      0 13888952 281104 1657052    0    0     0    76 1015  677 49  1 48  1  0
 1  0      0 13888952 281104 1657060    0    0     0     0 1012  692 51  1 48  0  0
 1  0      0 13888952 281104 1657064    0    0     0     0 1016  690 51  0 49  0  0
 1  0      0 13888952 281104 1657072    0    0     0     0 1002  675 51  1 48  0  0
 1  0      0 13888952 281104 1657080    0    0     0     0 1003  677 51  0 49  0  0
 1  0      0 13888892 281104 1657084    0    0     0    24 1044  985 53  3 43  1  0
 1  0      0 13888952 281104 1657092    0    0     0     0 1023  668 49  3 48  0  0
 0  0      0 13888952 281104 1657100    0    0     0   196 1022  671 50  1 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13888952 281104 1657112    0    0     0     0 1024  665 49  1 49  0  0
 0  0      0 13888952 281104 1657116    0    0     0     0 1014  671 50  2 48  0  0
 0  0      0 13888952 281104 1657124    0    0     0    68 1031  673 50  0 49  1  0
 0  0      0 13888952 281104 1657132    0    0     0     0 1020  669 50  2 48  0  0
 0  0      0 13888952 281104 1657136    0    0     0     0 1026  669 50  1 49  0  0
 0  0      0 13888952 281104 1657144    0    0     0     0 1038  677 49  2 49  0  0
 0  0      0 13888952 281104 1657152    0    0     0     0 1022  665 50  1 49  0  0
 2  0      0 13888952 281104 1657156    0    0     0    24 1014  675 51  0 47  2  0
 1  0      0 13888952 281104 1657164    0    0     0     0 1047  662 49  1 50  0  0
 1  0      0 13888952 281104 1657172    0    0     0    88 1038  665 49  0 51  0  0
 1  0      0 13888952 281104 1657180    0    0     0     0 1015  661 50  1 49  0  0
 1  0      0 13888952 281104 1657184    0    0     0     0 1027  662 48  2 49  0  0
 1  0      0 13888952 281104 1657192    0    0     0    36 1029  674 49  4 47  1  0
 1  0      0 13888952 281104 1657200    0    0     0     0 1020  679 51  1 48  0  0
 1  0      0 13888952 281104 1657204    0    0     0     4 1028  660 51  1 48  0  0
 1  0      0 13888952 281104 1657212    0    0     0     0 1019  664 51  1 48  0  0
 1  0      0 13888952 281104 1657220    0    0     0     0 1044  663 52  0 48  0  0
 1  0      0 13888952 281104 1657228    0    0     0    32 1026  680 51  0 47  2  0
 1  0      0 13888952 281104 1657232    0    0     0     0 1029  674 50  1 49  0  0
 1  0      0 13888952 281104 1657240    0    0     0    12 1044  694 51  1 48  0  0
 1  0      0 13888952 281104 1657248    0    0     0     0 1020  684 50  1 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13888952 281104 1657252    0    0     0     0 1002  677 48  5 48  0  0
 1  0      0 13888952 281104 1657264    0    0     0    36 1034  691 49  2 48  1  0
 1  0      0 13888952 281104 1657272    0    0     0     0 1015  678 49  1 50  0  0
 1  0      0 13888952 281104 1657280    0    0     0     0 1022  667 49  1 49  0  0
 1  0      0 13888952 281104 1657284    0    0     0     0 1016  661 51  0 49  0  0
 1  0      0 13888952 281104 1657292    0    0     0     0 1041  672 50  1 49  0  0
 1  0      0 13888952 281104 1657300    0    0     0    24 1026  677 50  0 49  1  0
 1  0      0 13888952 281104 1657304    0    0     0     0 1017  661 49  0 51  0  0
 0  0      0 13888952 281104 1657312    0    0     0     0 1033  661 50  0 50  0  0
 0  0      0 13888952 281104 1657320    0    0     0   220 1032  657 49  2 48  0  0
 1  0      0 13888952 281104 1657332    0    0     0     0 1029  659 48  5 48  0  0
 0  0      0 13888952 281104 1657336    0    0     0    32 1033  673 49  3 47  1  0
 0  0      0 13888952 281104 1657344    0    0     0     0 1030  670 50  2 48  0  0
 0  0      0 13888952 281104 1657352    0    0     0     0 1012  662 50  3 47  0  0
 0  0      0 13888952 281104 1657356    0    0     0     0 1013  671 50  1 49  0  0
 0  0      0 13888952 281104 1657364    0    0     0     0 1040  665 50  2 48  0  0
 0  0      0 13888952 281104 1657372    0    0     0    24 1021  684 51  0 48  1  0
 0  0      0 13888952 281104 1657380    0    0     0     0 1044  684 51  1 48  0  0
 0  0      0 13888952 281104 1657384    0    0     0     0 1015  686 50  2 49  0  0
 0  0      0 13888952 281104 1657392    0    0     0     0 1040  689 48  4 48  0  0
 0  0      0 13888952 281104 1657400    0    0     0     0 1000  671 48  3 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13888952 281104 1657404    0    0     0    24 1033  683 50  0 50  0  0
 0  0      0 13888952 281104 1657412    0    0     0     0 1007  675 49  2 49  0  0
 0  0      0 13888952 281104 1657420    0    0     0     0 1020  669 49  0 51  0  0
 1  0      0 13888952 281104 1657428    0    0     0    40 1030  677 50  0 50  0  0
 1  0      0 13888952 281104 1657436    0    0     0     0 1044  663 49  1 49  0  0
 1  0      0 13888952 281104 1657444    0    0     0    32 1015  671 50  0 48  2  0
 1  0      0 13888952 281104 1657452    0    0     0     0 1035  662 49  0 51  0  0
 1  0      0 13888952 281104 1657456    0    0     0     0 1029  669 51  0 49  0  0
 1  0      0 13888952 281104 1657464    0    0     0     0 1023  665 48  2 49  0  0
 1  0      0 13888952 281104 1657472    0    0     0     0 1025  666 49  2 49  0  0
 1  0      0 13888952 281104 1657476    0    0     0    24 1032  671 51  1 48  0  0
 1  0      0 13888952 281104 1657484    0    0     0     0 1007  670 49  2 49  0  0
 1  0      0 13888952 281104 1657492    0    0     0     0 1025  669 50  2 48  0  0
 1  0      0 13888952 281104 1657500    0    0     0    16 1001  667 49  1 50  0  0
 1  0      0 13888952 281104 1657504    0    0     0     0 1032  664 51  0 49  0  0
 1  0      0 13888952 281104 1657512    0    0     0    40 1001  676 48  3 47  2  0
 1  0      0 13888952 281104 1657520    0    0     0     0 1039  669 51  1 48  0  0
 1  0      0 13888952 281104 1657524    0    0     0     0 1027  668 50  1 49  0  0
 1  0      0 13888952 281104 1657532    0    0     0   212 1019  666 49  1 49  0  0
 1  0      0 13888952 281104 1657540    0    0     0     0 1018  669 51  1 48  0  0
 1  0      0 13888952 281104 1657544    0    0     0    32 1033  675 50  3 47  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13888952 281104 1657552    0    0     0     0 1018  670 50  1 49  0  0
 1  0      0 13888952 281104 1657560    0    0     0     0 1026  667 51  1 48  0  0
 1  0      0 13888952 281104 1657568    0    0     0     0 1036  665 51  0 49  0  0
 1  0      0 13888952 281104 1657572    0    0     0     0 1036  668 51  0 49  0  0
 1  0      0 13888952 281104 1657584    0    0     0    24 1013  685 51  1 47  1  0
 1  0      0 13888952 281104 1657592    0    0     0     0 1027  674 50  2 48  0  0
 1  0      0 13888952 281104 1657596    0    0     0     0 1027  687 49  2 48  0  0
 1  0      0 13888952 281104 1657604    0    0     0     0 1034  680 48  4 48  0  0
 1  0      0 13888952 281104 1657612    0    0     0     0 1006  673 49  4 48  0  0
 1  0      0 13888952 281104 1657620    0    0     0    24 1028  696 49  3 47  1  0
 1  0      0 13888952 281104 1657624    0    0     0     0 1024  685 49  0 51  0  0
 1  0      0 13888952 281104 1657632    0    0     0     0 1029  668 50  0 50  0  0
 1  0      0 13888952 281104 1657640    0    0     0     0 1027  667 49  1 49  0  0
 1  0      0 13888952 281104 1657648    0    0     0     8 1023  659 49  1 50  0  0
 1  0      0 13888952 281104 1657656    0    0     0    32 1019  678 49  0 48  2  0
 1  0      0 13888952 281104 1657664    0    0     0     0 1041  658 49  0 51  0  0
 1  0      0 13888952 281104 1657672    0    0     0     0 1030  671 49  1 49  0  0
 1  0      0 13888952 281104 1657676    0    0     0     0 1003  659 49  3 48  0  0
 1  2      0 13888952 281104 1657684    0    0     0    48 1027  675 49  2 49  0  0
 1  0      0 13888952 281104 1657692    0    0     0     0 1021  675 51  1 47  1  0
 0  0      0 13888952 281104 1657696    0    0     0     0 1028  670 50  2 48  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13888828 281104 1657704    0    0     0     0 1023  670 51  1 48  0  0
 0  0      0 13888828 281104 1657712    0    0     0     0 1022  669 51  1 48  0  0
 0  1      0 13888828 281104 1657716    0    0     0    24 1036  664 52  0 48  0  0
 0  0      0 13888828 281104 1657720    0    0     0     0 1017  674 50  0 49  1  0
 0  0      0 13888828 281104 1657728    0    0     0     0 1052  683 50  2 48  0  0
 1  0      0 13888828 281104 1657736    0    0     0     0 1071  891 50  1 49  0  0
 0  0      0 13888828 281104 1657744    0    0     0     0 1027  684 47  5 48  0  0
 0  1      0 13888828 281104 1657752    0    0     0   272 1005  683 48  3 48  0  0
 0  0      0 13888828 281104 1657760    0    0     0     0 1033  683 48  3 47  1  0
 0  0      0 13888828 281104 1657764    0    0     0     0 1029  676 49  0 51  0  0
 0  0      0 13888828 281104 1657772    0    0     0     0 1016  667 50  0 50  0  0
 0  0      0 13888828 281104 1657780    0    0     0     0 1010  663 49  1 49  0  0
 0  1      0 13888828 281104 1657788    0    0     0    24 1029  670 50  0 49  1  0
 0  0      0 13888828 281104 1657792    0    0     0     0 1034  664 49  1 50  0  0
 1  0      0 13888828 281104 1657800    0    0     0     0 1025  665 50  0 50  0  0
 1  0      0 13888828 281104 1657808    0    0     0     0 1026  657 49  1 49  0  0
 2  0      0 13888828 281104 1657812    0    0     0     0 1029  663 48  4 48  0  0
 1  1      0 13888828 281104 1657820    0    0     0    24 1014  675 48  4 47  1  0
 1  0      0 13888704 281104 1657828    0    0     0     0 1014  664 51  1 48  0  0
 1  0      0 13888704 281104 1657836    0    0     0     0 1040  673 50  2 48  0  0
 1  0      0 13888704 281104 1657840    0    0     0     0 1030  663 52  0 48  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13888704 281104 1657848    0    0     0     0 1025  671 51  1 48  0  0
 1  1      0 13888704 281104 1657856    0    0     0    24 1031  685 52  0 48  0  0
 1  0      0 13888704 281104 1657860    0    0     0     0 1012  675 51  1 48  0  0
 1  0      0 13888704 281104 1657868    0    0     0     0 1038  676 49  2 49  0  0
 1  0      0 13888704 281104 1657876    0    0     0     0 1032  680 49  2 49  0  0
 1  0      0 13888704 281104 1657884    0    0     0     0 1022  678 49  4 48  0  0
 1  1      0 13888704 281104 1657888    0    0     0    28 1026  690 50  2 48  1  0
 1  0      0 13888704 281104 1657900    0    0     0     0 1018  669 49  3 48  1  0
 1  0      0 13888704 281104 1657908    0    0     0     0 1042  676 49  2 48  0  0
 1  0      0 13888704 281104 1657912    0    0     0     0 1036  674 49  1 49  0  0
 1  0      0 13888704 281104 1657920    0    0     0     0 1023  670 50  2 49  0  0
 1  1      0 13888704 281104 1657928    0    0     0    24 1026  680 51  1 48  0  0
 1  0      0 13888704 281104 1657936    0    0     0    24 1038  676 49  2 48  1  0
 1  0      0 13888704 281104 1657940    0    0     0     0 1022  673 49  2 49  0  0
 1  0      0 13888580 281104 1657948    0    0     0     0 1017  665 49  1 49  0  0
 1  0      0 13888580 281104 1657956    0    0     0     0 1024  670 51  0 49  0  0
 1  1      0 13888580 281104 1657964    0    0     0    24 1029  669 50  1 48  1  0
 1  0      0 13888580 281104 1657972    0    0     0   224 1029  679 51  1 48  0  0
 1  0      0 13888580 281104 1657980    0    0     0     0 1025  679 49  2 49  0  0
 1  0      0 13888580 281104 1657984    0    0     0     0 1022  664 50  1 49  0  0
 1  0      0 13888580 281104 1657992    0    0     0     0 1007  667 49  1 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 13888580 281104 1658000    0    0     0    36 1034  675 49  2 48  1  0
 1  0      0 13888580 281104 1658008    0    0     0     0  998  666 51  1 47  1  0
 1  0      0 13888580 281104 1658012    0    0     0     0 1043  667 50  1 49  0  0
 1  0      0 13888580 281104 1658020    0    0     0     0 1017  671 48  3 49  0  0
 1  0      0 13888580 281104 1658028    0    0     0     0 1025  663 51  0 49  0  0
 1  1      0 13888580 281104 1658032    0    0     0    24 1006  666 49  2 48  0  0
 1  0      0 13888580 281104 1658040    0    0     0     0 1017  671 50  0 50  0  0
 1  0      0 13888580 281104 1658048    0    0     0     0 1014  684 49  3 48  0  0
 1  0      0 13888580 281104 1658056    0    0     0     0 1036  666 50  1 49  0  0
 1  0      0 13888580 281104 1658064    0    0     0     0 1016  675 49  3 48  0  0
 1  1      0 13888456 281104 1658072    0    0     0    24 1044  671 49  2 48  1  0
 1  0      0 13888456 281104 1658080    0    0     0     0 1018  679 50  1 48  1  0
 1  0      0 13888456 281104 1658084    0    0     0     0 1036  671 50  2 49  0  0
 1  0      0 13888456 281104 1658092    0    0     0     0 1030  672 50  1 49  0  0
 1  0      0 13888456 281104 1658100    0    0     0     0 1032  662 50  0 50  0  0
 1  1      0 13888456 281104 1658108    0    0     0    24 1015  665 51  1 48  0  0
 1  0      0 13888456 281104 1658112    0    0     0     8 1027  675 50  1 49  0  0
 0  0      0 13888456 281104 1658120    0    0     0     0 1013  675 51  1 48  0  0
 0  0      0 13888456 281104 1658128    0    0     0     0 1031  666 49  3 48  0  0
 0  0      0 13888456 281104 1658132    0    0     0     0 1018  666 50  1 49  0  0
 0  1      0 13888456 281104 1658140    0    0     0    32 1020  672 50  1 48  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13888456 281104 1658148    0    0     0     0 1037  675 49  2 48  1  0
 0  0      0 13888456 281104 1658152    0    0     0     0 1027  667 49  1 49  0  0
 0  0      0 13888456 281104 1658160    0    0     0     0 1043  675 50  1 49  0  0
 0  0      0 13888456 281104 1658168    0    0     0     0 1032  678 49  2 48  0  0
 0  1      0 13888456 281104 1658176    0    0     0    24 1021  672 51  1 48  0  0
 0  0      0 13888456 281104 1658180    0    0     0   248 1032  681 49  1 48  1  0
 0  0      0 13888456 281104 1658188    0    0     0     0 1028  673 50  1 49  0  0
 0  0      0 13888456 281104 1658196    0    0     0     0 1041  665 51  1 48  0  0
 0  0      0 13888332 281104 1658200    0    0     0     0 1016  664 50  1 49  0  0
 0  1      0 13888332 281104 1658208    0    0     0    36 1033  671 49  2 48  0  0
