procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
229  0      0 13158236 281108 1729428    0    0     0     0    0    0 58  0 42  0  0
230  0      0 13155384 281108 1729612    0    0     0     0 1990  479 98  2  0  0  0
234  0      0 13148492 281108 1729796    0    0     0     0 2125  605 100  0  0  0  0
108  0      0 13113656 281108 1730572    0    0     0    40 1966  525 98  2  0  0  0
256  0      0 13071136 281108 1731996    0    0     0     0 2163  539 96  4  0  0  0
256  0      0 13070192 281108 1732060    0    0     0     0 2051  518 97  3  0  0  0
256  0      0 13070108 281108 1732088    0    0     0    16 2095  523 98  2  0  0  0
256  0      0 13069824 281108 1732096    0    0     0     0 2240  558 99  1  0  0  0
197  0      0 13069792 281108 1732112    0    0     0    40 2230  503 100  0  0  0  0
163  0      0 13069828 281108 1732116    0    0     0     0 2455  585 99  1  0  0  0
236  0      0 13069668 281108 1732132    0    0     0     0 1954  479 98  2  0  0  0
246  0      0 13069700 281108 1732152    0    0     0     8 2622  607 100  0  0  0  0
256  0      0 13069540 281108 1732164    0    0     0     0 2014  500 99  1  0  0  0
256  0      0 13069732 281108 1732188    0    0     0    24 2457  575 99  1  0  0  0
256  0      0 13069412 281108 1732192    0    0     0     0 2239  536 99  1  0  0  0
256  0      0 13069732 281108 1732212    0    0     0     0 2584  560 99  1  0  0  0
256  0      0 13069672 281108 1732220    0    0     0     0 2592  643 99  1  0  0  0
256  0      0 13069416 281108 1732240    0    0     0     0 2749  655 98  2  0  0  0
