procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13857228 281108 1701612    0    0     0     0  922  583 43  0 57  0  0
 1  0      0 13857228 281108 1701616    0    0     0    36  933  595 43  1 54  2  0
 1  0      0 13857228 281108 1701628    0    0     0     8  910  578 42  2 56  0  0
 1  0      0 13857228 281108 1701632    0    0     0     0  940  581 42  1 57  0  0
 1  0      0 13857228 281108 1701640    0    0     0     0  914  589 43  0 57  0  0
 1  0      0 13857228 281108 1701644    0    0     0     0  929  575 42  2 56  0  0
 1  0      0 13857228 281108 1701652    0    0     0    32  911  594 43  1 54  2  0
 1  0      0 13857228 281108 1701656    0    0     0    20  941  582 42  2 56  0  0
 1  0      0 13857228 281108 1701664    0    0     0     0  927  584 43  1 56  0  0
 1  0      0 13857228 281108 1701668    0    0     0     0  925  584 43  1 56  0  0
 0  0      0 13857104 281108 1701680    0    0     0     0  919  579 42  2 56  0  0
 0  0      0 13857104 281108 1701684    0    0     0    24  941  602 44  0 54  2  0
 0  0      0 13857104 281108 1701692    0    0     0     0  921  583 42  1 57  0  0
 0  0      0 13857104 281108 1701696    0    0     0     0  935  580 42  2 56  0  0
 0  0      0 13857104 281108 1701704    0    0     0     0  893  579 42  1 57  0  0
 0  0      0 13857104 281108 1701708    0    0     0     0  940  584 43  0 57  0  0
 0  0      0 13857104 281108 1701712    0    0     0    24  909  597 43  1 55  1  0
 0  0      0 13857104 281108 1701720    0    0     0     0  922  573 43  1 56  0  0
 1  0      0 13857104 281108 1701724    0    0     0     0  932  595 42  1 57  0  0
 1  0      0 13857104 281108 1701732    0    0     0     0  911  580 43  1 56  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13856564 281108 1701736    0    0     0     0  914  608 43  1 56  0  0
 1  0      0 13856608 281108 1701744    0    0     0    56  935  602 41  2 56  1  0
 1  0      0 13856608 281108 1701752    0    0     0     0  918  582 44  0 56  0  0
 1  0      0 13856608 281108 1701760    0    0     0     0  919  579 42  2 56  0  0
 1  0      0 13856608 281108 1701768    0    0     0     0  911  576 42  2 56  0  0
 1  0      0 13856608 281108 1701776    0    0     0     0  922  588 43  2 55  0  0
 0  0      0 13856608 281108 1701780    0    0     0    24  925  602 43  1 56  0  0
 0  0      0 13856608 281108 1701788    0    0     0     0  930  590 44  1 55  0  0
 0  0      0 13856608 281108 1701792    0    0     0   196  921  588 43  1 56  0  0
 0  0      0 13856608 281108 1701800    0    0     0     0  938  575 42  2 56  0  0
 0  0      0 13856608 281108 1701804    0    0     0     0  921  582 42  2 56  0  0
 1  0      0 13856608 281108 1701808    0    0     0    36  931  598 43  1 54  2  0
 0  0      0 13856608 281108 1701816    0    0     0     0  932  588 43  2 55  0  0
 0  0      0 13856608 281108 1701820    0    0     0     8  934  590 43  0 57  0  0
 0  0      0 13856608 281108 1701828    0    0     0     0  922  578 41  3 56  0  0
 0  0      0 13856608 281108 1701832    0    0     0     0  924  577 42  1 57  0  0
 0  0      0 13856608 281108 1701840    0    0     0    32  931  603 43  1 54  2  0
 1  0      0 13856608 281108 1701844    0    0     0     0  939  585 42  2 56  0  0
 1  0      0 13856608 281108 1701852    0    0     0     0  901  579 42  2 56  0  0
 1  0      0 13856608 281108 1701856    0    0     0     0  929  585 43  1 56  0  0
 1  0      0 13856608 281108 1701868    0    0     0     0  918  578 43  0 57  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13856608 281108 1701872    0    0     0    24  942  594 43  1 55  1  0
 1  0      0 13856608 281108 1701880    0    0     0     0  911  583 43  1 56  0  0
 1  0      0 13856608 281108 1701884    0    0     0    52  941  584 42  1 57  0  0
 1  0      0 13856608 281108 1701892    0    0     0     0  915  581 42  2 56  0  0
 1  0      0 13856608 281108 1701896    0    0     0     0  929  583 42  2 56  0  0
 0  0      0 13856608 281108 1701900    0    0     0    24  926  597 41  3 55  1  0
 0  0      0 13856608 281108 1701908    0    0     0     0  943  583 44  1 55  0  0
 0  0      0 13856608 281108 1701912    0    0     0     0  921  584 44  1 55  0  0
 0  0      0 13856608 281108 1701920    0    0     0     0  925  583 42  1 57  0  0
 0  0      0 13856608 281108 1701924    0    0     0     0  913  589 42  1 57  0  0
 0  0      0 13856608 281108 1701932    0    0     0    24  925  601 43  1 54  2  0
 0  0      0 13856608 281108 1701940    0    0     0     0  924  580 43  1 56  0  0
 0  0      0 13856608 281108 1701948    0    0     0     0  944  582 43  1 56  0  0
 1  0      0 13856608 281108 1701952    0    0     0     8  916  588 42  1 57  0  0
 0  0      0 13856608 281108 1701964    0    0     0     0  934  582 42  2 56  0  0
 0  0      0 13856608 281108 1701968    0    0     0    24  921  602 42  2 55  1  0
 0  0      0 13856608 281108 1701976    0    0     0     0  921  588 43  0 57  0  0
 0  0      0 13856608 281108 1701980    0    0     0     0  909  580 40  3 57  0  0
 0  0      0 13856608 281108 1701988    0    0     0   184  929  579 44  0 56  0  0
 0  0      0 13856608 281108 1701992    0    0     0     0  922  583 45  1 54  0  0
 0  0      0 13856608 281108 1701996    0    0     0    32  944  602 44  0 54  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13856608 281108 1702004    0    0     0     0  920  582 44  0 56  0  0
 0  0      0 13856608 281108 1702008    0    0     0     0  928  581 44  0 56  0  0
 1  0      0 13856608 281108 1702016    0    0     0    20  937  590 43  1 56  0  0
 1  0      0 13856608 281108 1702020    0    0     0     0  928  602 41  5 54  0  0
 1  0      0 13856608 281108 1702028    0    0     0    40  920  614 41  4 54  1  0
 1  0      0 13856608 281108 1702032    0    0     0     0  904  581 41  1 58  0  0
 1  0      0 13856608 281108 1702040    0    0     0     0  909  577 42  1 57  0  0
 1  0      0 13856608 281108 1702048    0    0     0     0  906  573 43  0 57  0  0
 1  0      0 13856608 281108 1702056    0    0     0     0  926  575 42  0 58  0  0
 1  0      0 13856608 281108 1702060    0    0     0    24  924  594 42  0 57  1  0
 1  0      0 13856608 281108 1702068    0    0     0     0  926  581 41  2 57  0  0
 1  0      0 13856608 281108 1702072    0    0     0     0  931  583 41  3 56  0  0
 1  0      0 13856608 281108 1702076    0    0     0     0  920  577 42  2 56  0  0
 1  0      0 13856608 281108 1702084    0    0     0     0  914  583 44  1 55  0  0
 1  0      0 13856608 281108 1702088    0    0     0    24  923  607 44  0 55  1  0
 1  0      0 13856608 281108 1702100    0    0     0     0  922  579 44  1 55  0  0
 1  0      0 13856608 281108 1702104    0    0     0     0  932  578 44  1 55  0  0
 1  0      0 13856608 281108 1702112    0    0     0    16  933  585 44  1 55  0  0
 1  0      0 13856608 281108 1702116    0    0     0     0  928  580 44  0 56  0  0
 1  0      0 13856608 281108 1702124    0    0     0    24  927  595 43  1 54  2  0
 1  0      0 13856608 281108 1702128    0    0     0     0  905  587 44  1 55  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13856608 281108 1702136    0    0     0     0  928  593 41  5 54  0  0
 0  0      0 13856608 281108 1702140    0    0     0     0  915  595 41  4 55  0  0
 1  0      0 13856608 281108 1702152    0    0     0     0  902  588 42  1 57  0  0
 0  0      0 13856608 281108 1702156    0    0     0    24  922  592 42  0 57  1  0
 0  0      0 13856608 281108 1702164    0    0     0     0  920  580 42  0 58  0  0
 0  0      0 13856608 281108 1702168    0    0     0     0  902  580 42  0 58  0  0
 0  0      0 13856608 281108 1702172    0    0     0   184  940  574 42  0 58  0  0
 0  0      0 13856608 281108 1702180    0    0     0     0  922  574 42  2 56  0  0
 0  0      0 13856608 281108 1702184    0    0     0    32  928  590 42  3 53  2  0
 0  0      0 13856608 281108 1702192    0    0     0     0  951  722 43  2 55  0  0
 0  0      0 13856608 281108 1702196    0    0     0     0  918  583 43  1 56  0  0
 0  0      0 13856608 281108 1702204    0    0     0    12  927  585 44  1 55  0  0
 0  0      0 13856608 281108 1702208    0    0     0     0  928  579 44  1 55  0  0
 0  0      0 13856608 281108 1702216    0    0     0    36  935  595 43  2 54  1  0
 0  0      0 13856484 281108 1702220    0    0     0     0  928  575 44  0 56  0  0
 0  0      0 13856484 281108 1702228    0    0     0     0  918  582 44  1 55  0  0
 0  0      0 13856484 281108 1702236    0    0     0     0  921  575 43  0 57  0  0
 0  0      0 13856484 281108 1702244    0    0     0     8  914  583 44  0 56  0  0
 0  0      0 13856484 281108 1702248    0    0     0    32  926  619 40  5 53  2  0
 0  0      0 13856484 281108 1702256    0    0     0     0  926  594 41  4 55  0  0
 0  0      0 13856484 281108 1702264    0    0     0     0  922  583 42  0 58  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13856484 281108 1702268    0    0     0     0  911  583 42  0 58  0  0
 0  0      0 13856484 281108 1702276    0    0     0     0  934  584 42  1 57  0  0
 0  0      0 13856484 281108 1702280    0    0     0    24  909  584 43  0 56  1  0
 0  0      0 13856484 281108 1702288    0    0     0     0  927  574 42  0 58  0  0
 2  0      0 13856484 281108 1702292    0    0     0     0  925  575 41  2 57  0  0
 1  0      0 13856484 281108 1702300    0    0     0     0  916  583 41  4 55  0  0
 1  0      0 13856484 281108 1702304    0    0     0     0  917  575 43  2 55  0  0
 1  0      0 13856484 281108 1702312    0    0     0    24  927  590 44  1 54  1  0
 1  0      0 13856484 281108 1702316    0    0     0     0  915  585 43  2 55  0  0
 1  0      0 13856484 281108 1702324    0    0     0     0  931  578 44  0 56  0  0
