procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 13857432 281108 1701208    0    0     0     0    0    0 58  0 42  0  0
 1  0      0 13857476 281108 1701220    0    0     0     0  913  588 42  1 57  0  0
 1  0      0 13857476 281108 1701224    0    0     0     0  915  584 42  1 57  0  0
 1  0      0 13857476 281108 1701232    0    0     0     0  931  576 42  2 56  0  0
 1  0      0 13857476 281108 1701236    0    0     0     0  913  580 43  1 56  0  0
 1  0      0 13857476 281108 1701244    0    0     0    56  939  592 42  1 55  2  0
 1  0      0 13857476 281108 1701248    0    0     0     0  923  575 44  0 56  0  0
 1  0      0 13857476 281108 1701256    0    0     0     0  913  584 43  1 56  0  0
 1  0      0 13857476 281108 1701260    0    0     0     0  921  580 41  2 57  0  0
 1  0      0 13857476 281108 1701268    0    0     0     0  924  574 43  0 57  0  0
 1  0      0 13857476 281108 1701272    0    0     0    24  911  608 42  2 55  1  0
 1  0      0 13857476 281108 1701276    0    0     0     0  939  577 42  1 57  0  0
 1  0      0 13857476 281108 1701284    0    0     0     0  909  586 42  1 57  0  0
 1  0      0 13857352 281108 1701288    0    0     0     0  912  571 44  1 55  0  0
 1  0      0 13857352 281108 1701304    0    0     0     0  931  580 43  2 55  0  0
 1  0      0 13857352 281108 1701308    0    0     0    32  936  605 42  1 56  1  0
 1  0      0 13857352 281108 1701316    0    0     0     0  898  573 44  0 56  0  0
 0  0      0 13857352 281108 1701320    0    0     0     0  923  580 43  1 56  0  0
 0  0      0 13857352 281108 1701328    0    0     0     0  899  576 41  2 57  0  0
 0  0      0 13857352 281108 1701332    0    0     0     0  921  577 43  0 57  0  0
 0  0      0 13857352 281108 1701340    0    0     0    32  942  628 42  2 55  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13857352 281108 1701344    0    0     0     0  916  580 42  2 56  0  0
 0  0      0 13857352 281108 1701352    0    0     0     0  911  575 42  1 57  0  0
 0  0      0 13857352 281108 1701356    0    0     0     0  924  588 43  2 55  0  0
 0  0      0 13857352 281108 1701360    0    0     0     0  920  585 43  1 56  0  0
 0  0      0 13857352 281108 1701368    0    0     0    24  913  590 43  0 56  1  0
 0  0      0 13857352 281108 1701372    0    0     0     0  916  588 42  1 57  0  0
 0  0      0 13857352 281108 1701380    0    0     0     0  923  585 43  2 55  0  0
 1  0      0 13857352 281108 1701384    0    0     0     0  916  578 42  1 57  0  0
 0  0      0 13857352 281108 1701396    0    0     0     0  926  579 43  1 56  0  0
 0  0      0 13857352 281108 1701400    0    0     0    24  913  597 42  3 54  1  0
 0  0      0 13857352 281108 1701408    0    0     0   212  926  586 43  0 57  0  0
 0  0      0 13859972 281108 1701412    0    0     0     0  908  584 42  2 56  0  0
 0  0      0 13857600 281108 1701420    0    0     0     0  919  583 44  1 55  0  0
 0  0      0 13857476 281108 1701424    0    0     0     0  913  575 41  2 57  0  0
 0  0      0 13857352 281108 1701432    0    0     0    60  926  598 43  0 55  2  0
 0  0      0 13857352 281108 1701440    0    0     0    52  933  589 43  2 55  0  0
 0  0      0 13857352 281108 1701448    0    0     0     0  932  584 43  0 57  0  0
 0  0      0 13857352 281108 1701452    0    0     0     0  902  579 42  2 56  0  0
 1  0      0 13857352 281108 1701456    0    0     0     0  913  576 43  2 55  0  0
 0  0      0 13857352 281108 1701464    0    0     0    24  932  609 44  0 54  2  0
 0  0      0 13857352 281108 1701468    0    0     0     0  937  571 43  2 55  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13857352 281108 1701476    0    0     0     0  925  578 42  1 57  0  0
 0  0      0 13857352 281108 1701484    0    0     0     0  925  574 43  2 55  0  0
 0  0      0 13857352 281108 1701492    0    0     0     0  919  576 42  1 57  0  0
 0  0      0 13857352 281108 1701496    0    0     0    24  918  593 43  0 57  0  0
 0  0      0 13857352 281108 1701504    0    0     0     0  923  592 42  4 54  0  0
 0  0      0 13857352 281108 1701508    0    0     0     0  919  579 42  1 57  0  0
 0  0      0 13857352 281108 1701516    0    0     0     0  919  579 42  1 57  0  0
 0  0      0 13857352 281108 1701520    0    0     0     0  912  569 43  0 57  0  0
 1  0      0 13857352 281108 1701528    0    0     0    24  926  610 42  2 54  2  0
 0  0      0 13857352 281108 1701532    0    0     0     0  929  591 42  1 57  0  0
 0  0      0 13857352 281108 1701536    0    0     0     0  939  575 43  2 55  0  0
 0  0      0 13857352 281108 1701544    0    0     0     0  920  589 41  2 57  0  0
 0  0      0 13857228 281108 1701548    0    0     0     0  900  578 42  2 56  0  0
 0  0      0 13857228 281108 1701556    0    0     0    24  913  590 43  0 57  0  0
 0  0      0 13857228 281108 1701560    0    0     0     0  929  587 42  2 56  0  0
 0  0      0 13857228 281108 1701568    0    0     0     0  930  583 42  2 56  0  0
 0  0      0 13857228 281108 1701572    0    0     0     0  921  578 42  1 57  0  0
 0  0      0 13857228 281108 1701584    0    0     0     0  923  581 43  1 56  0  0
 0  0      0 13857228 281108 1701588    0    0     0    24  917  597 42  2 52  4  0
 0  0      0 13857228 281108 1701596    0    0     0   196  927  587 43  1 56  0  0
 0  0      0 13857228 281108 1701600    0    0     0     0  919  581 42  1 57  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13857228 281108 1701608    0    0     0     0  924  580 42  2 56  0  0
