procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13856236 281108 1702504    0    0     0     0  660  404 29  0 71  0  0
 1  0      0 13856236 281108 1702512    0    0     0    40  657  411 28  0 70  2  0
 0  0      0 13856236 281108 1702516    0    0     0     0  665  414 28  1 71  0  0
 0  0      0 13856236 281108 1702520    0    0     0     0  656  411 28  0 72  0  0
 0  0      0 13856236 281108 1702524    0    0     0     0  670  411 29  0 71  0  0
 0  0      0 13856236 281108 1702528    0    0     0     0  680  411 29  0 71  0  0
 0  0      0 13856236 281108 1702532    0    0     0    24  667  425 28  3 68  1  0
 0  0      0 13856236 281108 1702536    0    0     0     0  662  411 28  0 72  0  0
 0  0      0 13856236 281108 1702540    0    0     0     0  655  408 29  0 71  0  0
 0  0      0 13856112 281108 1702544    0    0     0     0  658  404 29  0 71  0  0
 0  0      0 13856112 281108 1702548    0    0     0     0  668  402 28  0 72  0  0
 0  0      0 13856112 281108 1702552    0    0     0    24  685  414 28  0 70  2  0
 0  0      0 13856112 281108 1702556    0    0     0     0  660  407 29  0 71  0  0
 0  0      0 13856112 281108 1702560    0    0     0     0  683  417 28  1 71  0  0
 0  0      0 13856112 281108 1702564    0    0     0     0  664  403 29  0 71  0  0
 0  0      0 13856112 281108 1702572    0    0     0     0  666  405 29  0 71  0  0
 0  0      0 13856112 281108 1702576    0    0     0    24  662  426 29  1 69  1  0
 0  0      0 13856112 281108 1702584    0    0     0     0  659  408 28  0 72  0  0
 0  0      0 13856112 281108 1702588    0    0     0     0  656  403 28  2 70  0  0
 0  0      0 13856112 281108 1702592    0    0     0     0  680  409 29  0 71  0  0
 0  0      0 13856112 281108 1702596    0    0     0     0  660  405 29  1 70  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13856112 281108 1702596    0    0     0    24  673  420 28  0 70  2  0
 0  0      0 13856112 281108 1702600    0    0     0   148  675  411 29  1 70  0  0
 0  0      0 13856112 281108 1702604    0    0     0     0  660  411 28  1 71  0  0
 0  0      0 13856112 281108 1702608    0    0     0     0  652  414 28  1 71  0  0
 0  0      0 13856112 281108 1702612    0    0     0     0  670  401 27  2 71  0  0
 0  0      0 13856112 281108 1702616    0    0     0    40  654  417 28  0 70  2  0
 0  0      0 13856112 281108 1702624    0    0     0     0  669  410 29  1 70  0  0
 0  0      0 13856112 281108 1702628    0    0     0     0  666  410 28  1 71  0  0
 0  0      0 13856112 281108 1702632    0    0     0     0  673  409 28  0 72  0  0
 0  0      0 13856112 281108 1702636    0    0     0     0  652  407 29  0 71  0  0
 0  0      0 13856112 281108 1702640    0    0     0    24  668  413 27  2 70  1  0
 0  0      0 13856112 281108 1702644    0    0     0    16  659  415 28  0 72  0  0
 0  0      0 13856112 281108 1702648    0    0     0     0  670  401 29  0 71  0  0
 0  0      0 13856112 281108 1702652    0    0     0     0  659  413 28  0 72  0  0
 0  0      0 13856112 281108 1702656    0    0     0     0  675  408 28  1 71  0  0
 0  0      0 13856112 281108 1702660    0    0     0    40  669  441 29  0 69  2  0
 0  0      0 13856112 281108 1702664    0    0     0     0  665  407 28  0 72  0  0
 0  0      0 13856112 281108 1702668    0    0     0     0  671  405 28  1 71  0  0
 0  0      0 13855988 281108 1702672    0    0     0     0  669  407 28  0 72  0  0
 0  0      0 13855988 281108 1702676    0    0     0     0  654  406 28  1 71  0  0
 0  0      0 13855988 281108 1702680    0    0     0    24  662  417 28  0 70  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13855988 281108 1702684    0    0     0     0  672  411 29  0 71  0  0
 0  0      0 13855988 281108 1702688    0    0     0     0  665  415 29  0 71  0  0
 0  0      0 13855988 281108 1702692    0    0     0     0  673  416 28  1 71  0  0
 0  0      0 13855988 281108 1702696    0    0     0     0  670  408 29  0 71  0  0
 0  0      0 13855988 281108 1702704    0    0     0    24  657  415 28  1 70  1  0
 0  0      0 13855988 281108 1702708    0    0     0     0  674  411 29  0 71  0  0
 0  0      0 13855988 281108 1702712    0    0     0     0  684  412 28  2 70  0  0
 0  0      0 13855988 281108 1702716    0    0     0     0  662  407 29  1 70  0  0
 0  0      0 13855988 281108 1702720    0    0     0     0  656  407 28  1 71  0  0
 0  0      0 13855988 281108 1702724    0    0     0    24  669  420 28  0 70  2  0
 0  0      0 13855988 281108 1702732    0    0     0     0  680  535 30  1 69  0  0
 0  0      0 13855988 281108 1702736    0    0     0   132  689  425 28  1 71  0  0
 0  0      0 13855988 281108 1702740    0    0     0     0  658  415 28  1 71  0  0
 0  0      0 13855988 281108 1702744    0    0     0     0  666  411 29  0 71  0  0
 1  0      0 13855988 281108 1702748    0    0     0    40  657  435 29  1 68  2  0
 0  0      0 13855988 281108 1702752    0    0     0     0  674  417 28  1 71  0  0
 0  0      0 13855988 281108 1702756    0    0     0    24  674  416 29  0 71  0  0
 0  0      0 13855988 281108 1702760    0    0     0     0  669  403 28  1 71  0  0
 0  0      0 13855988 281108 1702768    0    0     0     0  669  416 28  1 71  0  0
 0  0      0 13855988 281108 1702772    0    0     0    24  666  420 29  1 68  2  0
 0  0      0 13855988 281108 1702772    0    0     0     0  656  417 28  0 72  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13855988 281108 1702776    0    0     0    12  679  411 29  0 71  0  0
 0  0      0 13855988 281108 1702780    0    0     0     0  645  400 29  0 71  0  0
 0  0      0 13855988 281108 1702784    0    0     0     0  675  410 28  1 71  0  0
 0  0      0 13855988 281108 1702788    0    0     0    36  659  428 29  0 70  1  0
 1  0      0 13855988 281108 1702792    0    0     0     0  676  409 29  1 70  0  0
 0  0      0 13855864 281108 1702796    0    0     0     0  655  420 29  0 71  0  0
 0  0      0 13855864 281108 1702800    0    0     0     0  665  415 29  1 70  0  0
 0  0      0 13855864 281108 1702804    0    0     0     0  650  407 28  2 70  0  0
 0  0      0 13855864 281108 1702808    0    0     0    24  676  430 28  0 70  2  0
 0  0      0 13855864 281108 1702816    0    0     0     0  660  415 28  1 71  0  0
 0  0      0 13855864 281108 1702820    0    0     0     0  674  422 28  0 72  0  0
 0  0      0 13855864 281108 1702824    0    0     0     0  662  409 28  1 71  0  0
 0  0      0 13858484 281108 1702828    0    0     0     0  666  411 28  1 71  0  0
 0  0      0 13856236 281108 1702832    0    0     0    24  677  429 29  0 69  2  0
 0  0      0 13856236 281108 1702836    0    0     0     0  666  407 28  2 70  0  0
 1  0      0 13856236 281108 1702840    0    0     0     0  674  413 28  0 72  0  0
 0  0      0 13856236 281108 1702844    0    0     0     0  656  407 29  0 71  0  0
 0  0      0 13856236 281108 1702848    0    0     0     0  662  411 28  1 71  0  0
 0  0      0 13856236 281108 1702852    0    0     0    24  677  422 29  0 66  5  0
 0  0      0 13856236 281108 1702856    0    0     0     0  657  406 29  0 71  0  0
 0  0      0 13856236 281108 1702860    0    0     0   124  673  412 28  1 71  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13856112 281108 1702864    0    0     0     0  669  410 29  0 71  0  0
 0  0      0 13856112 281108 1702868    0    0     0     0  661  402 28  1 71  0  0
 0  0      0 13856112 281108 1702872    0    0     0    32  663  432 29  0 70  1  0
 0  0      0 13856112 281108 1702876    0    0     0     0  674  407 29  0 71  0  0
 0  0      0 13856112 281108 1702880    0    0     0     0  663  414 29  0 71  0  0
 1  0      0 13856112 281108 1702884    0    0     0     4  668  415 28  0 72  0  0
 0  0      0 13856112 281108 1702888    0    0     0     0  652  407 29  0 71  0  0
 0  0      0 13855988 281108 1702896    0    0     0    24  654  411 28  1 69  2  0
 0  0      0 13855988 281108 1702904    0    0     0     0  660  408 28  1 71  0  0
 0  0      0 13855988 281108 1702908    0    0     0     0  672  411 28  1 71  0  0
 0  0      0 13855988 281108 1702912    0    0     0    24  661  414 29  0 71  0  0
 0  0      0 13855988 281108 1702916    0    0     0     0  682  404 29  1 70  0  0
 0  0      0 13855988 281108 1702920    0    0     0    36  662  427 28  1 69  2  0
 0  0      0 13855988 281108 1702924    0    0     0     0  667  404 28  1 71  0  0
 0  0      0 13855988 281108 1702928    0    0     0     0  656  409 29  0 71  0  0
 0  0      0 13855988 281108 1702932    0    0     0     0  671  407 28  0 72  0  0
 1  0      0 13855988 281108 1702936    0    0     0     0  644  404 28  1 71  0  0
 0  0      0 13855492 281108 1702940    0    0     0    56  668  761 30  4 65  1  0
 0  0      0 13855492 281108 1702944    0    0     0     0  657  411 28  1 71  0  0
 0  0      0 13855492 281108 1702948    0    0     0     0  663  413 29  0 71  0  0
 0  0      0 13855492 281108 1702952    0    0     0     0  659  415 28  0 72  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13855492 281108 1702956    0    0     0     0  666  413 28  2 70  0  0
 0  0      0 13855492 281108 1702960    0    0     0    60  666  418 28  1 69  2  0
 0  0      0 13855492 281108 1702964    0    0     0     0  655  408 29  0 71  0  0
 0  0      0 13855492 281108 1702968    0    0     0     0  637  410 28  1 71  0  0
 0  0      0 13855492 281108 1702972    0    0     0     0  672  409 29  1 70  0  0
 0  0      0 13855492 281108 1702976    0    0     0     0  655  403 28  0 72  0  0
 0  0      0 13855492 281108 1702980    0    0     0    24  670  422 28  1 69  2  0
 0  0      0 13855492 281108 1702984    0    0     0     0  639  409 27  1 72  0  0
 0  0      0 13855492 281108 1702988    0    0     0     0  676  416 29  0 71  0  0
 0  0      0 13855492 281108 1702992    0    0     0   124  671  416 28  1 71  0  0
 0  0      0 13855492 281108 1702996    0    0     0     0  656  407 28  1 71  0  0
 0  0      0 13855492 281108 1703000    0    0     0    32  661  417 29  1 69  1  0
 0  0      0 13855492 281108 1703008    0    0     0     0  671  409 28  0 72  0  0
 0  0      0 13855492 281108 1703012    0    0     0     0  654  407 29  1 70  0  0
 0  0      0 13855492 281108 1703016    0    0     0     0  666  409 29  0 71  0  0
 0  0      0 13855492 281108 1703020    0    0     0     0  644  412 29  0 71  0  0
 1  0      0 13855492 281108 1703024    0    0     0    24  676  419 29  0 70  1  0
 0  0      0 13855492 281108 1703028    0    0     0     0  658  419 28  1 71  0  0
 0  0      0 13855492 281108 1703032    0    0     0     0  676  405 28  1 71  0  0
 0  0      0 13855492 281108 1703036    0    0     0     8  653  409 28  1 71  0  0
 0  0      0 13855492 281108 1703040    0    0     0     0  659  402 29  0 71  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13855368 281108 1703044    0    0     0    32  655  425 29  0 69  2  0
 2  0      0 13855368 281108 1703052    0    0     0     0  667  412 29  1 70  0  0
 1  0      0 13855368 281108 1703056    0    0     0     0  650  408 29  0 71  0  0
 0  0      0 13855368 281108 1703060    0    0     0     0  672  413 29  0 71  0  0
 0  0      0 13855368 281108 1703064    0    0     0    84  663  402 29  0 71  0  0
 1  0      0 13855368 281108 1703068    0    0     0    40  671  415 28  1 69  2  0
 0  0      0 13855368 281108 1703072    0    0     0     0  648  408 29  0 71  0  0
 1  0      0 13855368 281108 1703076    0    0     0     0  667  400 29  0 71  0  0
 1  0      0 13855368 281108 1703080    0    0     0     0  669  406 28  1 71  0  0
 1  0      0 13855368 281108 1703084    0    0     0     8  666  415 29  0 71  0  0
