procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 13862604 281108 1696008    0    0     0     0    0    0 58  0 42  0  0
 1  0      0 13862660 281108 1696024    0    0     0     0 1616 1114 86  1 13  0  0
 1  0      0 13862660 281108 1696036    0    0     0    16 1568 1099 84  2 14  0  0
 1  0      0 13862660 281108 1696048    0    0     0     0 1619 1102 86  0 14  0  0
 1  0      0 13862660 281108 1696060    0    0     0    56 1572 1101 85  1 13  1  0
 1  0      0 13862660 281108 1696072    0    0     0     0 1602 1101 86  0 14  0  0
 1  0      0 13862660 281108 1696084    0    0     0     0 1589 1099 85  1 14  0  0
 1  0      0 13862660 281108 1696096    0    0     0     0 1593 1099 87  0 13  0  0
 1  0      0 13862660 281108 1696108    0    0     0     0 1579 1089 83  3 14  0  0
 2  0      0 13862660 281108 1696116    0    0     0    24 1581 1103 84  2 14  0  0
 1  0      0 13862660 281108 1696128    0    0     0     0 1575 1099 81  6 13  0  0
 1  0      0 13862660 281108 1696140    0    0     0     0 1633 1115 83  4 13  0  0
 1  0      0 13862536 281108 1696152    0    0     0     0 1564 1090 84  3 13  0  0
 1  0      0 13862536 281108 1696168    0    0     0     0 1597 1100 83  3 15  0  0
 1  0      0 13862536 281108 1696180    0    0     0    24 1605 1105 85  2 13  0  0
 1  0      0 13862536 281108 1696192    0    0     0     0 1606 1094 83  3 14  0  0
 1  0      0 13862536 281108 1696204    0    0     0     0 1592 1103 84  2 14  0  0
 1  0      0 13862412 281108 1696216    0    0     0     8 1589 1103 87  0 13  0  0
 1  0      0 13862412 281108 1696228    0    0     0     0 1608 1078 84  1 15  0  0
 1  0      0 13862412 281108 1696240    0    0     0    32 1613 1103 86  1 13  0  0
 0  0      0 13862412 281108 1696252    0    0     0     0 1607 1101 86  0 14  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13862412 281108 1696264    0    0     0     0 1600 1100 85  1 14  0  0
 1  0      0 13862412 281108 1696276    0    0     0   420 1591 1093 83  3 14  0  0
 1  0      0 13862412 281108 1696292    0    0     0     0 1589 1089 84  2 14  0  0
 1  0      0 13862412 281108 1696304    0    0     0    32 1605 1128 84  1 14  1  0
 1  0      0 13862412 281108 1696316    0    0     0     0 1591 1106 82  5 13  0  0
 1  0      0 13862412 281108 1696328    0    0     0     0 1600 1092 83  4 14  0  0
 1  0      0 13862412 281108 1696340    0    0     0     4 1595 1108 82  4 14  0  0
 1  0      0 13862288 281108 1696352    0    0     0     0 1587 1106 83  3 14  0  0
 1  0      0 13862040 281108 1696364    0    0     0    24 1596 1128 83  3 14  0  0
 1  0      0 13862040 281108 1696376    0    0     0     0 1581 1094 85  2 13  0  0
 1  0      0 13862040 281108 1696388    0    0     0     0 1605 1105 86  0 14  0  0
 1  0      0 13862040 281108 1696400    0    0     0    20 1596 1113 83  3 14  0  0
 2  0      0 13862040 281108 1696412    0    0     0     0 1592 1106 84  1 15  0  0
 1  0      0 13861916 281108 1696428    0    0     0    80 1585 1111 85  1 13  1  0
 1  0      0 13861916 281108 1696440    0    0     0     0 1605 1099 86  0 14  0  0
 1  0      0 13861916 281108 1696452    0    0     0     0 1610 1112 86  1 13  0  0
 1  0      0 13861916 281108 1696464    0    0     0     0 1594 1098 85  1 14  0  0
 1  0      0 13861916 281108 1696476    0    0     0     0 1592 1085 83  4 14  0  0
 1  0      0 13861916 281108 1696488    0    0     0    24 1595 1120 84  3 13  0  0
 1  0      0 13861916 281108 1696500    0    0     0     0 1595 1128 81  6 13  0  0
 1  0      0 13861916 281108 1696512    0    0     0     0 1581 1107 83  4 14  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13861916 281108 1696524    0    0     0     0 1570 1096 83  3 14  0  0
 1  0      0 13861916 281108 1696540    0    0     0     0 1584 1107 84  3 13  0  0
 0  0      0 13861916 281108 1696552    0    0     0    24 1611 1125 83  3 14  0  0
 1  0      0 13861916 281108 1696564    0    0     0     0 1597 1093 85  1 14  0  0
 1  0      0 13861916 281108 1696576    0    0     0     0 1602 1106 84  2 14  0  0
 1  0      0 13861916 281108 1696588    0    0     0     0 1602 1103 85  1 14  0  0
 1  0      0 13861916 281108 1696600    0    0     0     0 1593 1094 85  1 14  0  0
 1  0      0 13861916 281108 1696612    0    0     0    24 1612 1104 86  1 13  0  0
 1  0      0 13861916 281108 1696624    0    0     0     0 1598 1097 85  1 14  0  0
 1  0      0 13861916 281108 1696640    0    0     0     0 1601 1098 85  1 14  0  0
 1  0      0 13861916 281108 1696648    0    0     0     0 1569 1087 83  2 15  0  0
 1  0      0 13861916 281108 1696660    0    0     0   364 1599 1102 85  2 13  0  0
 1  0      0 13861916 281108 1696672    0    0     0    32 1598 1115 82  3 14  1  0
 1  0      0 13861916 281108 1696684    0    0     0     0 1589 1112 80  5 15  0  0
 1  0      0 13861916 281108 1696696    0    0     0     0 1595 1102 83  4 14  0  0
 2  0      0 13861916 281108 1696708    0    0     0     0 1598 1101 84  2 14  0  0
 1  0      0 13861916 281108 1696720    0    0     0    56 1599 1117 83  3 14  0  0
 1  0      0 13861916 281108 1696732    0    0     0    24 1589 1104 83  3 14  0  0
