procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 12940636 322088 2405228    0    0     0     1    0    1 57  0 43  0  0
 0  0      0 12943368 322088 2405196    0    0     0     0  240  178 59  0 41  0  0
 0  0      0 12946556 322088 2405128    0    0     0     0  118  106 20  1 79  0  0
 1  0      0 12949604 322088 2405076    0    0     0    52  141  127 26  0 73  1  0
 0  0      0 12952660 322088 2405040    0    0     0   108  193  128 34  0 66  0  0
 0  0      0 12952668 322088 2405000    0    0     0     0   75  103 10  1 89  0  0
 0  0      0 12952668 322088 2405000    0    0     0     0  183  123 40  0 60  0  0
 0  0      0 12952668 322088 2405008    0    0     0     0  109  112 15  0 85  0  0
 0  0      0 12952668 322088 2405008    0    0     0    24  224  156 51  0 47  2  0
 0  0      0 12955788 322088 2404868    0    0     0    48  133  122 25  1 74  0  0
 0  0      0 12955820 322088 2404860    0    0     0     0  136  105 25  0 75  0  0
 0  0      0 12955820 322088 2404856    0    0     0     0   72   89 10  0 90  0  0
 0  0      0 12955820 322088 2404856    0    0     0     0  102   98 15  0 85  0  0
 0  0      0 12955820 322088 2404856    0    0     0     0  146  149 25  1 74  0  0
 1  0      0 12955820 322088 2404856    0    0     0    32  219  160 47  0 50  3  0
 1  0      0 12955820 322088 2404856    0    0     0     0  164  106 37  0 63  0  0
 0  0      0 12955820 322088 2404860    0    0     0     0  155  123 28  0 72  0  0
 0  0      0 12955820 322088 2404860    0    0     0     0  143  119 30  0 70  0  0
 0  0      0 12955820 322088 2404860    0    0     0     0  101   97 15  1 84  0  0
 1  0      0 12955820 322088 2404860    0    0     0    24  186  137 43  0 56  1  0
 0  0      0 12955820 322088 2404864    0    0     0     0  141  114 28  0 72  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 12955820 322088 2404864    0    0     0     0  110  106 23  0 77  0  0
 0  0      0 12955820 322088 2404864    0    0     0     0  112  111 17  0 83  0  0
 2  0      0 12955820 322088 2404864    0    0     0     0  113  113 20  0 80  0  0
 0  0      0 12955820 322088 2404864    0    0     0    32  220  155 44  1 53  2  0
 0  0      0 12955820 322088 2404868    0    0     0     0  197  129 45  0 55  0  0
 0  0      0 12955820 322088 2404868    0    0     0     0  102  110 10  0 90  0  0
 0  0      0 12955820 322088 2404868    0    0     0     0   92  114 11  0 89  0  0
 0  0      0 12955820 322088 2404868    0    0     0     0   93  102 10  0 90  0  0
 0  0      0 12955820 322088 2404868    0    0     0    36  196  164 35  0 65  0  0
 0  0      0 12958892 322088 2404872    0    0     0     8  176  117 36  0 64  0  0
 0  0      0 12958892 322088 2404828    0    0     0     0  171  132 35  0 65  0  0
 0  0      0 12958892 322088 2404824    0    0     0     0  125  111 21  0 79  0  0
 2  0      0 12958864 322088 2404824    0    0     0     0  191  331 35  3 62  0  0
 0  0      0 12958892 322088 2404828    0    0     0    84  217  154 46  0 52  2  0
 0  0      0 12958520 322088 2404828    0    0     0     8   95  107 15  1 84  0  0
 0  0      0 12958520 322088 2404828    0    0     0     0  170  122 36  0 64  0  0
 0  0      0 12958520 322088 2404832    0    0     0     0  123  135 15  0 85  0  0
 0  0      0 12958520 322088 2404832    0    0     0     0  176  143 33  0 67  0  0
 1  0      0 12956224 322088 2404836    0    0     0    76  168  342 25  3 69  3  0
 0  0      0 12956224 322088 2404836    0    0     0   116  214  133 42  1 57  0  0
 0  0      0 12956224 322088 2404836    0    0     0     0  155  113 31  0 69  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 12956224 322088 2404836    0    0     0     0  101  103 15  0 85  0  0
 0  0      0 12956224 322088 2404844    0    0     0     0  129  131 21  0 79  0  0
 1  0      0 12956224 322088 2404844    0    0     0    32  123  135 16  0 81  3  0
 3  0      0 12956224 322088 2404844    0    0     0     0  179  171 30  0 70  0  0
 0  0      0 12956224 322088 2404844    0    0     0     0  148  139 19  0 81  0  0
 0  0      0 12956224 322088 2404844    0    0     0     0  146  142 21  0 79  0  0
 1  0      0 12956224 322088 2404844    0    0     0     0  116  118 13  0 87  0  0
 0  0      0 12956224 322088 2404844    0    0     0    24  160  158 28  0 70  2  0
 0  0      0 12956224 322088 2404848    0    0     0     0  130  141 14  0 86  0  0
 2  0      0 12956224 322088 2404848    0    0     0     0  172  137 32  0 68  0  0
 0  0      0 12956224 322088 2404852    0    0     0     0  168  110 34  0 66  0  0
 0  0      0 12956224 322088 2404852    0    0     0     0  119  135 17  0 83  0  0
 0  0      0 12956224 322088 2404852    0    0     0    24  126  148 15  0 84  1  0
 1  0      0 12956224 322088 2404856    0    0     0     0  102  113 13  1 86  0  0
 0  0      0 12955836 322088 2404856    0    0     0     0  172  496 15  4 81  0  0
 0  0      0 12958832 322088 2404856    0    0     0     0  116  136 15  1 84  0  0
 0  0      0 12958892 322088 2404844    0    0     0     0  138  126 21  0 79  0  0
 0  0      0 12958892 322088 2404844    0    0     0    68  119  118 19  1 77  3  0
 2  0      0 12958892 322088 2404844    0    0     0     8   95   95 12  0 88  0  0
 0  0      0 12958892 322088 2404844    0    0     0     0  136  108 28  0 72  0  0
 0  0      0 12958892 322088 2404848    0    0     0     0  104  100 15  0 85  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 12958520 322088 2404848    0    0     0     0   94   99 15  0 85  0  0
 0  0      0 12958520 322088 2404848    0    0     0    36  144  125 26  0 72  2  0
 0  0      0 12958520 322088 2404848    0    0     0    12   75   99 11  0 89  0  0
 0  0      0 12958520 322088 2404848    0    0     0     0  157  102 30  0 70  0  0
 0  0      0 12956472 322088 2404848    0    0     0     0  133  116 21  0 79  0  0
 0  0      0 12956472 322088 2404848    0    0     0     0  134  114 21  0 79  0  0
 0  0      0 12956472 322088 2404852    0    0     0     0  168  127 35  0 65  0  0
 1  0      0 12956472 322088 2404852    0    0     0    36  110  106 16  0 81  3  0
 0  0      0 12956348 322088 2404852    0    0     0    32  139  129 25  0 75  0  0
 1  0      0 12956348 322088 2404852    0    0     0     0  125  104 22  0 78  0  0
 0  0      0 12956348 322088 2404852    0    0     0     0  186  257 34  0 66  0  0
 0  0      0 12956348 322088 2404856    0    0     0     0  117  102 20  0 80  0  0
 1  0      0 12956348 322088 2404856    0    0     0    32   82   99 14  0 84  2  0
 2  0      0 12955232 322088 2404856    0    0     0    72  161  248 22  1 77  0  0
 0  0      0 12955852 322088 2404856    0    0     0     0  110  222 13  0 87  0  0
 0  0      0 12958764 322088 2404856    0    0     0     0  177  135 35  0 65  0  0
 1  0      0 12958768 322088 2404856    0    0     0     0  112  111 19  0 81  0  0
 0  0      0 12958520 322088 2404860    0    0     0    68  126  125 21  0 76  3  0
 0  0      0 12958520 322088 2404864    0    0     0     0  115  107 20  0 80  0  0
 0  0      0 12958752 322088 2404864    0    0     0     0  174  128 35  0 65  0  0
 0  0      0 12958768 322088 2404864    0    0     0     0   80  102 10  0 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 12958768 322088 2404864    0    0     0     0  128  104 22  0 78  0  0
 0  0      0 12958768 322088 2404864    0    0     0    24  127  120 23  1 75  1  0
 0  0      0 12958768 322088 2404868    0    0     0     0  195  138 40  0 60  0  0
 1  0      0 12958520 322088 2404868    0    0     0     0  119  119 20  0 80  0  0
 1  0      0 12958520 322088 2404872    0    0     0     0  158  109 29  0 71  0  0
 0  0      0 12958520 322088 2404872    0    0     0     0  135  121 26  0 74  0  0
 0  0      0 12958520 322088 2404876    0    0     0     0  149  107 30  1 69  0  0
 0  0      0 12958520 322088 2404876    0    0     0    28  190  155 40  0 60  0  0
 0  0      0 12958752 322088 2404876    0    0     0     0  157  125 30  1 69  0  0
 0  0      0 12958768 322088 2404876    0    0     0     0  187  160 41  0 59  0  0
 2  0      0 12958520 322088 2404880    0    0     0     0  154  109 29  0 71  0  0
 0  0      0 12958520 322088 2404880    0    0     0     0   89  100 11  0 89  0  0
 0  0      0 12956472 322088 2404880    0    0     0    32  198  128 41  1 57  1  0
 0  0      0 12956472 322088 2404884    0    0     0     0  127  121 20  0 80  0  0
 0  0      0 12956472 322088 2404884    0    0     0     0  130  112 20  0 80  0  0
 0  0      0 12958916 322088 2404816    0    0     0     0   80  101 10  1 89  0  0
 0  0      0 12958600 322088 2404752    0    0     0     0  146  117 25  1 74  0  0
 0  0      0 12958968 322088 2404748    0    0     0    64  151  137 30  0 68  2  0
 0  0      0 12958956 322088 2404748    0    0     0     0  147  310 21  2 77  0  0
 0  0      0 12958972 322088 2404748    0    0     0     0   75   93 11  0 89  0  0
 0  0      0 12958972 322088 2404748    0    0     0     0   87   98 10  0 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 12962108 322088 2404608    0    0     0     0   93  110 15  0 85  0  0
 0  0      0 12961752 322088 2404608    0    0     0    84  161  141 25  0 73  2  0
 1  0      0 12959704 322088 2404608    0    0     0     0  145  127 28  0 72  0  0
 0  0      0 12959704 322088 2404608    0    0     0     0  157  117 32  0 68  0  0
 0  0      0 12959704 322088 2404608    0    0     0     0   60   97  6  0 94  0  0
 0  0      0 12959332 322088 2404608    0    0     0     0  129  113 20  0 80  0  0
 1  0      0 12956788 322088 2404608    0    0     0   108  155  127 25  1 74  0  0
 0  0      0 12956788 322088 2404612    0    0     0     0  153  135 30  1 69  0  0
 0  0      0 12956788 322088 2404612    0    0     0     0  125  107 24  0 76  0  0
 0  0      0 12956788 322088 2404612    0    0     0     0  136  105 26  0 74  0  0
 2  0      0 12956788 322088 2404612    0    0     0     0  112  104 21  0 79  0  0
 0  0      0 12956788 322088 2404612    0    0     0    24  117  120 19  0 81  0  0
 0  0      0 12956788 322088 2404616    0    0     0     0  183  148 36  0 64  0  0
 0  0      0 12956016 322088 2404616    0    0     0     0  158  309 22  2 76  0  0
 0  0      0 12956044 322088 2404616    0    0     0     0   97  102 15  0 85  0  0
