procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
35  0      0 12851244 322088 2407292    0    0     0     1    0    1 57  0 43  0  0
27  0      0 12854068 322088 2407200    0    0     0     0  337  353 100  0  0  0  0
 1  0      0 12857048 322088 2407196    0    0     0     0  360  247 82  0 18  0  0
 0  0      0 12860232 322088 2407128    0    0     0     0  296  180 77  1 22  0  0
 6  0      0 12860268 322088 2407076    0    0     0     0  337  278 89  0 11  0  0
 1  0      0 12860268 322088 2407080    0    0     0     0  334  246 87  0 13  0  0
 4  0      0 12863124 322088 2407084    0    0     0    40  317  212 73  1 25  1  0
 1  0      0 12866164 322088 2407056    0    0     0     0  384  339 94  0  6  0  0
 5  0      0 12869344 322088 2406920    0    0     0     0  354  265 94  0  6  0  0
22  0      0 12872392 322088 2406924    0    0     0    92  373  316 97  0  3  0  0
10  0      0 12872448 322088 2406908    0    0     0     0  390  338 99  1  0  0  0
11  0      0 12870028 322088 2406912    0    0     0    32  369  347 100  0  0  0  0
 9  0      0 12868912 322088 2406916    0    0     0     0  390  336 100  0  0  0  0
 2  0      0 12868908 322088 2406920    0    0     0     0  327  268 87  0 13  0  0
 1  0      0 12869392 322088 2406924    0    0     0    12  310  241 74  1 25  0  0
 4  0      0 12869424 322088 2406908    0    0     0     0  331  236 84  0 16  0  0
 5  0      0 12869424 322088 2406912    0    0     0    36  381  294 97  1  2  0  0
 0  0      0 12869052 322088 2406916    0    0     0     0  346  296 90  0 10  0  0
 6  0      0 12869296 322088 2406920    0    0     0     0  375  320 93  1  6  0  0
 4  0      0 12869316 322088 2406904    0    0     0     0  356  242 95  0  5  0  0
 1  0      0 12869316 322088 2406908    0    0     0     0  357  262 92  0  8  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 12869316 322088 2406912    0    0     0    24  355  244 91  0  9  0  0
 0  0      0 12869316 322088 2406912    0    0     0     0  298  179 67  0 33  0  0
 0  0      0 12869316 322088 2406916    0    0     0     0  257  199 66  0 34  0  0
 3  0      0 12869316 322088 2406916    0    0     0     4  286  173 66  0 34  0  0
 8  0      0 12872364 322088 2406920    0    0     0     0  390  353 100  0  0  0  0
15  0      0 12875428 322088 2406832    0    0     0    24  369  325 94  0  6  0  0
 0  0      0 12873072 322088 2406808    0    0     0     0  306  226 74  0 26  0  0
13  0      0 12873072 322088 2406812    0    0     0     0  301  265 74  1 25  0  0
 2  0      0 12872452 322088 2406816    0    0     0   112  382  294 93  0  7  0  0
 2  0      0 12871940 322088 2406816    0    0     0     0  314  429 71  1 28  0  0
 6  0      0 12869908 322088 2406820    0    0     0    84  317  232 80  0 17  3  0
 7  0      0 12872392 322088 2406824    0    0     0     0  380  316 93  1  6  0  0
 1  0      0 12872452 322088 2406824    0    0     0     0  296  259 72  0 28  0  0
 5  0      0 12874872 322088 2406828    0    0     0     4  305  281 64  0 36  0  0
 9  0      0 12878620 322088 2406660    0    0     0     0  401  546 98  2  0  0  0
 6  0      0 12876232 322088 2406644    0    0     0   104  398  346 100  0  0  0  0
12  0      0 12870400 322088 2406648    0    0     0     0  362  317 99  0  1  0  0
 1  0      0 12865720 322088 2406796    0    0     0     0  370  300 94  1  5  0  0
 3  0      0 12863160 322088 2406804    0    0     0    88  337  241 88  0 12  0  0
 4  0      0 12863532 322088 2406808    0    0     0     0  381  548 98  0  2  0  0
 9  0      0 12866540 322088 2406812    0    0     0    76  334  311 85  1 14  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
