procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
60  0      0 12786312 322088 2418260    0    0     0     1    0    1 57  0 43  0  0
64  0      0 12783736 322088 2418216    0    0     0     0  392  347 99  1  0  0  0
66  0      0 12777780 322088 2418216    0    0     0     0  289  333 100  0  0  0  0
25  0      0 12766116 322088 2418220    0    0     0     0  471  381 100  0  0  0  0
49  0      0 12742112 322088 2418572    0    0     0    44  349  352 99  1  0  0  0
43  0      0 12727524 322088 2420060    0    0     0   112  419  368 100  0  0  0  0
40  0      0 12727520 322088 2420108    0    0     0     0  401  345 99  1  0  0  0
31  0      0 12727508 322088 2420112    0    0     0     0  419  352 100  0  0  0  0
35  0      0 12728004 322088 2420116    0    0     0     0  403  349 100  0  0  0  0
35  0      0 12728652 322088 2419976    0    0     0    24  409  358 100  0  0  0  0
21  0      0 12724712 322088 2419888    0    0     0     4  430  363 99  1  0  0  0
15  0      0 12724832 322088 2419884    0    0     0     0  413  366 99  1  0  0  0
29  0      0 12717932 322088 2419860    0    0     0     0  425  359 100  0  0  0  0
31  0      0 12716160 322088 2419720    0    0     0     0  409  351 99  1  0  0  0
30  0      0 12719064 322088 2419680    0    0     0     0  436  384 100  0  0  0  0
31  0      0 12722020 322088 2419628    0    0     0    32  422  367 100  0  0  0  0
12  0      0 12725060 322088 2419596    0    0     0     0  428  370 99  1  0  0  0
23  0      0 12728184 322088 2419452    0    0     0     0  419  356 100  0  0  0  0
24  0      0 12731164 322088 2419456    0    0     0     0  424  370 100  0  0  0  0
30  0      0 12734144 322088 2419452    0    0     0     0  411  364 100  0  0  0  0
34  0      0 12737280 322088 2419312    0    0     0    24  441  373 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
41  0      0 12737288 322088 2419284    0    0     0     0  408  369 100  0  0  0  0
26  0      0 12740280 322088 2419288    0    0     0     0  432  363 99  1  0  0  0
28  0      0 12743320 322088 2419288    0    0     0     0  414  368 100  0  0  0  0
27  0      0 12746364 322088 2419164    0    0     0     0  427  374 100  0  0  0  0
35  0      0 12749376 322088 2419128    0    0     0    28  410  361 100  0  0  0  0
25  0      0 12747016 322088 2419128    0    0     0     0  428  350 100  0  0  0  0
35  0      0 12741060 322088 2419132    0    0     0     0  411  359 100  0  0  0  0
38  0      0 12741060 322088 2419136    0    0     0     0  398  341 99  1  0  0  0
17  0      0 12740440 322088 2419140    0    0     0     0  424  367 100  0  0  0  0
25  0      0 12738020 322088 2419148    0    0     0   152  438  356 100  0  0  0  0
34  0      0 12738020 322088 2419148    0    0     0     0  402  374 99  1  0  0  0
21  0      0 12740380 322088 2419152    0    0     0     0  438  373 100  0  0  0  0
25  0      0 12743364 322088 2419156    0    0     0     0  410  358 99  1  0  0  0
29  0      0 12743364 322088 2419152    0    0     0     0  451  374 100  0  0  0  0
32  0      0 12743364 322088 2419152    0    0     0    48  415  363 100  0  0  0  0
35  0      0 12743364 322088 2419156    0    0     0     0  406  353 100  0  0  0  0
32  0      0 12746428 322088 2419088    0    0     0     0  445  377 100  0  0  0  0
25  0      0 12746460 322088 2419080    0    0     0     0  435  375 100  0  0  0  0
38  0      0 12744040 322088 2419088    0    0     0     0  409  362 100  0  0  0  0
25  0      0 12740628 322088 2419092    0    0     0    64  433  394 100  0  0  0  0
27  0      0 12738084 322088 2419100    0    0     0     0  439  370 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
25  0      0 12740452 322088 2419104    0    0     0     0  433  376 100  0  0  0  0
23  0      0 12740512 322088 2419100    0    0     0     0  424  382 100  0  0  0  0
34  0      0 12743412 322088 2419104    0    0     0     0  446  571 99  1  0  0  0
31  0      0 12743428 322088 2419100    0    0     0    72  415  377 100  0  0  0  0
31  0      0 12746340 322088 2419108    0    0     0     8  423  357 99  1  0  0  0
30  0      0 12746352 322088 2419096    0    0     0     0  440  370 100  0  0  0  0
32  0      0 12743932 322088 2419100    0    0     0     0  412  343 100  0  0  0  0
26  0      0 12740520 322088 2419104    0    0     0     0  406  362 100  0  0  0  0
19  0      0 12737976 322088 2419108    0    0     0    36  425  360 99  1  0  0  0
33  0      0 12735060 322088 2419112    0    0     0     0  409  352 100  0  0  0  0
23  0      0 12733840 322088 2419184    0    0     0     0  424  377 100  0  0  0  0
23  0      0 12731280 322088 2419232    0    0     0     0  422  375 100  0  0  0  0
 2  0      0 12734152 322088 2419236    0    0     0     0  426  372 100  0  0  0  0
 7  0      0 12737260 322088 2419232    0    0     0    24  388  343 96  0  4  0  0
