procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
62  0      0 15263784  25324 599848    0    0   163    49  184  174 33  3 62  3  0
70  0      0 15266584  25324 599852    0    0     0     0  328  321 99  1  0  0  0
67  0      0 15269632  25324 599804    0    0     0     0  278  307 100  0  0  0  0
11  0      0 15272816  25324 599612    0    0     0     0  439  338 100  0  0  0  0
23  0      0 15272816  25324 599620    0    0     0     0  331  299 99  1  0  0  0
24  0      0 15272816  25332 599624    0    0     0    32  385  320 100  0  0  0  0
30  0      0 15272816  25332 599628    0    0     0     0  339  297 100  0  0  0  0
35  0      0 15272816  25332 599632    0    0     0     0  386  303 100  0  0  0  0
34  0      0 15272816  25332 599632    0    0     0     0  332  309 99  1  0  0  0
22  0      0 15275872  25332 599624    0    0     0     4  385  333 99  1  0  0  0
15  0      0 15278920  25340 599620    0    0     0    16  375  351 100  0  0  0  0
32  0      0 15281924  25340 599516    0    0     0     0  390  329 100  0  0  0  0
22  0      0 15281924  25340 599516    0    0     0     0  345  313 100  0  0  0  0
27  0      0 15284972  25340 599524    0    0     0     0  380  311 99  1  0  0  0
35  0      0 15284972  25340 599524    0    0     0     0  366  315 100  0  0  0  0
47  0      0 15288020  25348 599496    0    0     0    16  364  325 100  0  0  0  0
42  0      0 15285592  25348 599500    0    0     0     0  363  315 100  0  0  0  0
37  0      0 15282164  25348 599504    0    0     0     0  375  325 100  0  0  0  0
28  0      0 15279496  25348 599508    0    0     0     0  356  314 99  1  0  0  0
23  0      0 15279372  25348 599516    0    0     0    96  380  306 100  0  0  0  0
22  0      0 15279372  25348 599520    0    0     0     0  372  298 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
34  0      0 15279372  25356 599524    0    0     0    24  364  321 100  0  0  0  0
25  0      0 15281924  25356 599524    0    0     0     0  368  343 100  0  0  0  0
26  0      0 15284972  25356 599528    0    0     0     0  371  320 100  0  0  0  0
25  0      0 15288020  25356 599532    0    0     0     0  389  333 100  0  0  0  0
22  0      0 15288020  25356 599536    0    0     0     0  398  331 100  0  0  0  0
27  0      0 15285592  25364 599540    0    0     0    20  368  331 100  0  0  0  0
37  0      0 15285592  25364 599540    0    0     0     0  345  307 100  0  0  0  0
28  0      0 15288036  25364 599528    0    0     0     0  374  312 99  1  0  0  0
25  0      0 15288036  25364 599532    0    0     0     8  375  320 100  0  0  0  0
39  0      0 15285608  25364 599536    0    0     0     0  385  325 100  0  0  0  0
31  0      0 15282056  25372 599528    0    0     0    28  356  328 100  0  0  0  0
35  0      0 15282056  25372 599540    0    0     0     0  378  316 99  1  0  0  0
29  0      0 15281932  25372 599544    0    0     0     0  339  308 100  0  0  0  0
18  0      0 15279636  25372 599548    0    0     0    56  403  343 100  0  0  0  0
38  0      0 15282064  25372 599548    0    0     0     0  377  313 100  0  0  0  0
31  0      0 15282064  25380 599540    0    0     0    24  339  330 99  1  0  0  0
32  0      0 15281684  25380 599552    0    0     0     0  379  330 100  0  0  0  0
23  0      0 15281940  25380 599556    0    0     0     0  366  329 100  0  0  0  0
39  0      0 15284988  25380 599556    0    0     0     0  391  322 100  0  0  0  0
46  0      0 15284988  25380 599556    0    0     0     0  334  315 100  0  0  0  0
32  0      0 15284988  25388 599552    0    0     0    16  389  325 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
40  0      0 15282560  25388 599564    0    0     0     0  362  314 100  0  0  0  0
39  0      0 15281428  25388 599568    0    0     0     0  343  314 99  1  0  0  0
29  0      0 15279008  25388 599572    0    0     0     0  369  316 100  0  0  0  0
24  0      0 15278884  25388 599580    0    0     0     0  382  310 100  0  0  0  0
37  0      0 15276464  25396 599572    0    0     0    16  354  307 100  0  0  0  0
31  0      0 15279016  25396 599584    0    0     0     0  368  321 100  0  0  0  0
37  0      0 15279016  25396 599588    0    0     0     0  376  331 100  0  0  0  0
37  0      0 15279016  25396 599588    0    0     0     0  355  304 100  0  0  0  0
25  0      0 15278636  25396 599592    0    0     0   100  373  333 100  0  0  0  0
25  1      0 15278892  25404 599584    0    0     0    24  377  314 100  0  0  0  0
40  0      0 15278892  25404 599600    0    0     0     0  371  321 100  0  0  0  0
46  0      0 15281940  25404 599604    0    0     0     0  371  310 100  0  0  0  0
40  0      0 15281940  25404 599604    0    0     0     0  353  323 100  0  0  0  0
32  0      0 15281940  25404 599608    0    0     0     0  370  320 100  0  0  0  0
31  0      0 15281940  25404 599612    0    0     0     0  377  325 99  1  0  0  0
