procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
12  0      0 15429244  27300 601312    0    0   108    34  201  176 41  2 55  2  0
 0  0      0 15426568  27300 601280    0    0     0     0  366  200 72  0 28  0  0
 1  0      0 15420596  27300 601276    0    0     0     0  212  117 51  0 49  0  0
 4  0      0 15408584  27300 601552    0    0     0    56  208  131 56  0 44  0  0
10  0      0 15384084  27300 602336    0    0     0     0  264  173 66  0 34  0  0
 4  0      0 15371320  27308 604024    0    0     0    36  309  268 87  2 11  0  0
 2  0      0 15368652  27308 604036    0    0     0     0  364  246 94  0  6  0  0
 2  0      0 15366724  27308 604040    0    0     0     0  361  250 98  0  2  0  0
 3  0      0 15367216  27308 604044    0    0     0     4  279  153 71  0 29  0  0
 0  0      0 15365376  27308 603872    0    0     0     0  340  223 91  1  8  0  0
 6  0      0 15361028  27316 603796    0    0     0    16  322  262 82  0 18  0  0
 4  0      0 15359100  27316 603792    0    0     0     0  351  253 96  0  4  0  0
 6  0      0 15355036  27316 603792    0    0     0     0  305  150 73  1 26  0  0
 4  0      0 15357904  27316 603652    0    0     0     0  351  298 100  0  0  0  0
 4  0      0 15360952  27316 603472    0    0     0     0  351  239 93  0  7  0  0
 0  0      0 15363876  27324 603452    0    0     0    16  321  212 82  0 18  0  0
 5  0      0 15367184  27324 603312    0    0     0     0  281  174 71  0 29  0  0
 4  0      0 15370096  27324 603284    0    0     0     0  293  165 77  0 23  0  0
 2  0      0 15373088  27324 603280    0    0     0     0  350  248 93  1  6  0  0
 0  0      0 15376144  27324 603208    0    0     0     0  287  192 73  0 27  0  0
 2  0      0 15379184  27332 603148    0    0     0    16  320  244 78  1 20  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 15379192  27332 603104    0    0     0     0  343  280 94  0  6  0  0
 1  0      0 15382248  27332 603092    0    0     0     0  309  209 70  0 30  0  0
 8  0      0 15382248  27332 603096    0    0     0    52  375  297 100  0  0  0  0
 4  0      0 15382248  27332 603100    0    0     0     0  332  186 84  0 16  0  0
 0  1      0 15382248  27340 603100    0    0     0    16  301  175 78  0 20  2  0
 1  0      0 15381868  27340 603104    0    0     0     0  356  251 90  1  8  1  0
 6  0      0 15379696  27340 603104    0    0     0     0  264  154 66  0 34  0  0
 1  0      0 15382120  27340 603108    0    0     0     0  304  164 75  0 25  0  0
 0  0      0 15385340  27340 602928    0    0     0     8  312  206 82  1 17  0  0
 7  0      0 15385396  27340 602876    0    0     0     0  362  268 97  0  3  0  0
10  0      0 15385396  27348 602880    0    0     0    28  332  273 90  0 10  0  0
 4  0      0 15385396  27348 602884    0    0     0     0  302  162 72  0 28  0  0
 7  0      0 15385140  27348 602884    0    0     0     0  366  309 100  0  0  0  0
 2  0      0 15382968  27348 602888    0    0     0    92  189  123 38  0 62  0  0
 2  0      0 15382844  27348 602892    0    0     0     0  312  149 84  0 16  0  0
 4  0      0 15382844  27356 602892    0    0     0    32  328  255 81  0 18  1  0
 3  0      0 15382844  27356 602896    0    0     0     0  315  226 84  0 16  0  0
 7  0      0 15382844  27356 602896    0    0     0     0  298  200 75  0 25  0  0
 4  0      0 15382844  27356 602900    0    0     0     0  349  241 91  0  9  0  0
 1  0      0 15382844  27356 602904    0    0     0     0  302  144 75  1 24  0  0
 0  0      0 15382844  27364 602904    0    0     0    16  296  164 77  0 22  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 15382844  27364 602908    0    0     0     0  356  279 95  0  5  0  0
 9  0      0 15382844  27364 602908    0    0     0     0  348  258 93  1  6  0  0
 7  0      0 15382720  27364 602916    0    0     0     0  373  308 100  0  0  0  0
 0  0      0 15385272  27364 602920    0    0     0     0  236  152 54  0 46  0  0
 2  0      0 15388184  27372 602920    0    0     0    16  246  156 59  0 39  2  0
 0  0      0 15385908  27372 602900    0    0     0     0  331  204 88  0 12  0  0
 0  0      0 15388220  27372 602892    0    0     0     0  291  162 70  1 29  0  0
 2  0      0 15385916  27372 602892    0    0     0     0  295  139 72  0 28  0  0
 9  0      0 15382364  27372 602892    0    0     0     0  331  208 89  0 11  0  0
13  0      0 15379944  27380 602892    0    0     0    16  383  337 100  0  0  0  0
 1  0      0 15382224  27380 602896    0    0     0     0  327  240 82  0 18  0  0
 3  0      0 15385284  27380 602900    0    0     0     0  274  146 69  0 31  0  0
 1  0      0 15385296  27380 602900    0    0     0     0  286  174 72  0 28  0  0
 6  0      0 15382868  27380 602896    0    0     0     0  346  267 92  0  8  0  0
 5  0      0 15382868  27388 602900    0    0     0    16  366  313 95  0  5  0  0
10  0      0 15382744  27388 602900    0    0     0     0  365  308 100  0  0  0  0
 0  0      0 15382620  27388 602912    0    0     0     0  377  287 99  0  1  0  0
 3  0      0 15382620  27388 602912    0    0     0     0  217  160 55  1 44  0  0
 0  0      0 15385172  27388 602912    0    0     0     0  240  139 56  0 44  0  0
 1  0      0 15388228  27396 602876    0    0     0    16  208  129 43  0 55  2  0
 7  0      0 15391400  27396 602736    0    0     0     0  298  171 70  1 29  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0      0 15391156  27396 602692    0    0     0     0  359  320 100  0  0  0  0
 3  0      0 15385556  27396 602696    0    0     0   108  352  281 86  0 14  0  0
 1  0      0 15380764  27396 602976    0    0     0     0  357  287 96  0  4  0  0
 4  0      0 15375660  27404 603008    0    0     0    24  236  148 50  0 47  3  0
 5  0      0 15376164  27404 603008    0    0     0     0  311  261 87  0 13  0  0
10  0      0 15376188  27404 603012    0    0     0     0  335  246 80  1 19  0  0
 4  0      0 15379304  27404 602948    0    0     0     0  366  293 99  1  0  0  0
 3  0      0 15382244  27404 602904    0    0     0     8  319  199 83  0 17  0  0
 1  0      0 15382256  27412 602904    0    0     0    24  307  185 78  1 21  0  0
