procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
40  0      0 15365792  27684 603896    0    0   102    33  209  181 44  2 53  2  0
32  0      0 15363116  27684 603868    0    0     0     0  366  318 100  0  0  0  0
 5  0      0 15357040  27684 603980    0    0     0     0  365  290 92  1  7  0  0
10  0      0 15344972  27684 604328    0    0     0    92  314  227 90  0 10  0  0
18  0      0 15320340  27692 605084    0    0     0    36  345  310 99  1  0  0  0
20  0      0 15307636  27692 606808    0    0     0     0  349  326 98  2  0  0  0
18  0      0 15307520  27692 606852    0    0     0     0  369  325 99  1  0  0  0
20  0      0 15303432  27692 606856    0    0     0     0  377  331 99  1  0  0  0
15  0      0 15299096  27692 606856    0    0     0     0  349  313 99  1  0  0  0
11  0      0 15292516  27700 606708    0    0     0    16  364  301 93  0  7  0  0
10  0      0 15292400  27700 606600    0    0     0     0  357  317 100  0  0  0  0
15  0      0 15292904  27700 606600    0    0     0     0  367  321 100  0  0  0  0
18  0      0 15290964  27700 606600    0    0     0     0  367  323 100  0  0  0  0
18  0      0 15294120  27700 606396    0    0     0     0  375  317 99  1  0  0  0
16  0      0 15297292  27708 606260    0    0     0    16  364  353 100  0  0  0  0
16  0      0 15300216  27708 606260    0    0     0     0  366  307 100  0  0  0  0
15  0      0 15303408  27708 606116    0    0     0     0  375  323 99  1  0  0  0
16  0      0 15306488  27708 606020    0    0     0     0  369  317 100  0  0  0  0
22  0      0 15309544  27708 606008    0    0     0     0  359  321 99  1  0  0  0
22  0      0 15312460  27716 606012    0    0     0    16  358  328 100  0  0  0  0
25  0      0 15315664  27716 605868    0    0     0     0  357  322 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0      0 15318856  27716 605748    0    0     0     0  392  319 100  0  0  0  0
21  0      0 15318732  27716 605752    0    0     0     0  367  325 100  0  0  0  0
11  0      0 15318732  27716 605756    0    0     0     0  355  300 100  0  0  0  0
15  0      0 15316312  27724 605748    0    0     0    16  371  317 99  1  0  0  0
15  0      0 15316188  27724 605760    0    0     0     0  371  321 100  0  0  0  0
22  0      0 15316188  27724 605764    0    0     0     0  365  315 100  0  0  0  0
20  0      0 15318740  27724 605768    0    0     0     0  371  306 99  1  0  0  0
19  0      0 15318740  27724 605768    0    0     0     0  350  327 100  0  0  0  0
17  0      0 15318740  27724 605772    0    0     0     8  364  315 99  1  0  0  0
15  0      0 15321788  27732 605764    0    0     0    28  383  336 100  0  0  0  0
20  0      0 15321788  27732 605768    0    0     0     0  360  318 100  0  0  0  0
23  0      0 15321408  27732 605768    0    0     0     0  360  315 99  1  0  0  0
23  0      0 15319360  27732 605776    0    0     0     0  371  316 100  0  0  0  0
16  0      0 15319236  27732 605776    0    0     0   156  378  320 100  0  0  0  0
 7  0      0 15319236  27740 605780    0    0     0    32  375  335 100  0  0  0  0
19  0      0 15316312  27740 605780    0    0     0     0  358  301 100  0  0  0  0
16  0      0 15316312  27740 605788    0    0     0     0  350  313 100  0  0  0  0
20  0      0 15316188  27740 605792    0    0     0     0  380  313 100  0  0  0  0
 7  0      0 15316188  27740 605796    0    0     0     0  323  246 88  0 12  0  0
 2  0      0 15318616  27748 605796    0    0     0    16  318  251 82  0 18  0  0
11  0      0 15321672  27748 605792    0    0     0     0  354  314 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 15324824  27748 605684    0    0     0     0  378  331 100  0  0  0  0
18  0      0 15324824  27748 605680    0    0     0     0  374  313 100  0  0  0  0
17  0      0 15324824  27748 605688    0    0     0     0  361  316 100  0  0  0  0
20  0      0 15322396  27756 605692    0    0     0    16  376  334 100  0  0  0  0
28  0      0 15321388  27756 605692    0    0     0     0  361  319 99  1  0  0  0
23  0      0 15318968  27756 605696    0    0     0     0  360  304 99  1  0  0  0
14  0      0 15316300  27756 605700    0    0     0     0  361  316 100  0  0  0  0
 3  0      0 15318728  27756 605704    0    0     0     0  376  317 99  1  0  0  0
17  0      0 15318728  27764 605704    0    0     0    16  369  303 100  0  0  0  0
10  0      0 15318728  27764 605708    0    0     0     0  360  305 99  1  0  0  0
20  0      0 15321652  27764 605708    0    0     0     0  368  321 100  0  0  0  0
16  0      0 15321652  27764 605712    0    0     0     0  373  329 100  0  0  0  0
24  0      0 15321652  27764 605716    0    0     0     0  380  327 100  0  0  0  0
16  0      0 15324836  27772 605588    0    0     0    16  361  331 100  0  0  0  0
19  0      0 15324456  27772 605588    0    0     0     0  356  314 100  0  0  0  0
12  0      0 15324456  27772 605592    0    0     0     0  361  308 100  0  0  0  0
14  0      0 15322284  27772 605596    0    0     0     0  375  316 100  0  0  0  0
23  0      0 15322284  27772 605600    0    0     0     0  348  306 100  0  0  0  0
16  0      0 15324844  27780 605596    0    0     0    16  377  341 100  0  0  0  0
15  0      0 15324844  27780 605596    0    0     0     0  350  315 100  0  0  0  0
19  0      0 15322416  27780 605600    0    0     0     0  376  313 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0      0 15322292  27780 605604    0    0     0     0  363  314 100  0  0  0  0
 7  0      0 15319344  27780 605632    0    0     0     0  341  270 89  0 11  0  0
 7  0      0 15319220  27788 605636    0    0     0   140  371  328 100  0  0  0  0
10  0      0 15318660  27788 605692    0    0     0     0  359  303 100  0  0  0  0
20  0      0 15318668  27788 605696    0    0     0     0  369  324 100  0  0  0  0
20  0      0 15321592  27788 605700    0    0     0     0  391  337 100  0  0  0  0
33  0      0 15324696  27788 605628    0    0     0     0  347  314 99  1  0  0  0
15  0      0 15327744  27796 605584    0    0     0    16  385  353 100  0  0  0  0
