procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
30  0      0 15385324  27492 602804    0    0   105    34  205  177 42  2 54  2  0
17  0      0 15382648  27492 602808    0    0     0     0  364  327 100  0  0  0  0
 6  0      0 15376564  27492 602980    0    0     0     0  372  310 99  1  0  0  0
 6  0      0 15364248  27492 603368    0    0     0    80  349  304 99  1  0  0  0
22  0      0 15347132  27492 604172    0    0     0     0  334  319 100  0  0  0  0
 0  0      0 15347016  27500 604180    0    0     0    36  365  295 93  0  7  0  0
10  0      0 15347016  27500 604184    0    0     0     0  298  205 84  1 15  0  0
10  0      0 15344852  27500 604184    0    0     0     0  379  331 100  0  0  0  0
 8  0      0 15347776  27500 604188    0    0     0     0  369  325 100  0  0  0  0
21  0      0 15347776  27500 604192    0    0     0     0  371  308 100  0  0  0  0
 4  0      0 15347776  27508 604196    0    0     0    16  371  296 95  0  5  0  0
 3  0      0 15350984  27508 603968    0    0     0     0  307  222 79  0 21  0  0
 5  0      0 15350984  27508 603968    0    0     0     0  353  267 97  0  3  0  0
 8  0      0 15353908  27508 603972    0    0     0    68  303  179 73  0 27  0  0
18  0      0 15353652  27508 603972    0    0     0     0  357  317 99  1  0  0  0
11  0      0 15351604  27516 603976    0    0     0    16  374  329 100  0  0  0  0
 8  0      0 15353908  27516 603980    0    0     0     0  372  320 100  0  0  0  0
 7  0      0 15353908  27516 603984    0    0     0     0  351  312 100  0  0  0  0
15  0      0 15356956  27516 603960    0    0     0     0  371  307 100  0  0  0  0
 9  0      0 15354528  27516 603960    0    0     0     0  383  341 100  0  0  0  0
 1  0      0 15353520  27524 603964    0    0     0    16  364  307 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 15343648  27524 604328    0    0     0     0  357  273 93  0  7  0  0
 8  0      0 15341484  27524 604332    0    0     0     0  333  251 93  0  7  0  0
17  0      0 15341616  27524 604336    0    0     0     0  373  318 100  0  0  0  0
 7  0      0 15344540  27524 604336    0    0     0     0  360  325 100  0  0  0  0
 8  0      0 15347724  27532 604140    0    0     0    16  365  321 100  0  0  0  0
 6  0      0 15347468  27532 604144    0    0     0     0  351  309 100  0  0  0  0
 4  0      0 15347468  27532 604148    0    0     0     0  321  223 81  0 19  0  0
 3  0      0 15347468  27532 604148    0    0     0     0  346  304 100  0  0  0  0
 4  0      0 15345296  27532 604152    0    0     0    12  377  255 99  1  0  0  0
 6  0      0 15347600  27540 604152    0    0     0    28  300  203 72  0 28  0  0
 3  0      0 15350648  27540 604156    0    0     0     0  376  292 100  0  0  0  0
 8  0      0 15350648  27540 604156    0    0     0     0  351  307 99  1  0  0  0
 9  0      0 15350648  27540 604160    0    0     0     0  367  309 100  0  0  0  0
 5  0      0 15348220  27540 604164    0    0     0   104  380  317 100  0  0  0  0
 8  0      0 15348220  27548 604168    0    0     0    32  364  266 97  0  3  0  0
 3  0      0 15348096  27548 604168    0    0     0     0  358  308 100  0  0  0  0
 2  0      0 15350648  27548 604172    0    0     0     0  300  191 73  1 26  0  0
 6  0      0 15350268  27548 604176    0    0     0     0  357  304 100  0  0  0  0
 0  0      0 15350648  27548 604180    0    0     0     0  303  201 75  0 25  0  0
 4  0      0 15350648  27556 604180    0    0     0    16  314  227 84  0 16  0  0
18  0      0 15353776  27556 604080    0    0     0     0  371  285 95  1  4  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 15356700  27556 604044    0    0     0     0  354  332 100  0  0  0  0
 0  0      0 15356576  27556 604052    0    0     0     0  327  247 84  0 16  0  0
 7  0      0 15356576  27556 604056    0    0     0     0  340  187 92  0  8  0  0
 6  0      0 15354272  27564 604052    0    0     0    16  374  317 100  0  0  0  0
 3  0      0 15354272  27564 604064    0    0     0     0  291  166 78  0 22  0  0
 0  0      0 15354148  27564 604068    0    0     0     0  330  237 84  0 16  0  0
 2  0      0 15356700  27564 604068    0    0     0     0  285  152 71  0 29  0  0
 3  0      0 15359624  27564 604072    0    0     0    28  371  278 96  1  3  0  0
 4  0      0 15362848  27572 603884    0    0     0    16  390  373 100  0  0  0  0
11  0      0 15362848  27572 603896    0    0     0     0  397  325 96  0  4  0  0
 3  0      0 15360420  27572 603900    0    0     0     0  334  260 88  0 12  0  0
14  0      0 15356968  27572 603924    0    0     0     0  358  312 99  1  0  0  0
 8  0      0 15354424  27572 603928    0    0     0     0  413  448 100  0  0  0  0
 5  0      0 15353856  27572 603996    0    0     0     0  369  287 99  0  1  0  0
12  0      0 15353864  27580 604000    0    0     0    16  377  339 100  0  0  0  0
 0  0      0 15353864  27580 604004    0    0     0     0  349  243 90  1  9  0  0
 7  0      0 15353864  27580 604004    0    0     0     0  316  177 80  0 20  0  0
 6  0      0 15356664  27580 604008    0    0     0     0  397  402 100  0  0  0  0
13  0      0 15356664  27580 604012    0    0     0     0  387  404 100  0  0  0  0
 5  0      0 15353700  27588 604016    0    0     0    16  522 1339 98  2  0  0  0
12  0      0 15356664  27588 604020    0    0     0     0  362  313 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 15354236  27588 604024    0    0     0     0  361  319 100  0  0  0  0
 6  0      0 15354236  27588 604028    0    0     0   100  332  269 91  0  9  0  0
 2  0      0 15354112  27588 604032    0    0     0     0  332  211 87  0 13  0  0
 6  0      0 15356540  27596 604036    0    0     0    88  356  263 98  0  2  0  0
14  0      0 15359684  27596 603900    0    0     0     0  365  316 100  0  0  0  0
12  0      0 15357380  27596 603900    0    0     0     0  370  335 100  0  0  0  0
 9  0      0 15357380  27596 603908    0    0     0     0  345  249 91  0  9  0  0
 3  0      0 15354300  27596 603940    0    0     0     0  308  216 84  1 15  0  0
 3  0      0 15348208  27604 604068    0    0     0    16  357  291 95  0  5  0  0
 1  0      0 15348208  27604 604072    0    0     0     0  354  271 96  1  3  0  0
20  0      0 15350628  27604 604080    0    0     0     0  358  291 97  0  3  0  0
14  0      0 15350628  27604 604084    0    0     0     0  377  340 100  0  0  0  0
 0  0      0 15353552  27604 604088    0    0     0     0  368  311 97  0  3  0  0
 1  0      0 15353172  27612 604092    0    0     0    16  348  297 94  0  6  0  0
14  0      0 15351000  27612 604092    0    0     0     0  373  315 100  0  0  0  0
12  0      0 15348076  27612 604096    0    0     0     0  363  315 100  0  0  0  0
12  0      0 15350504  27612 604100    0    0     0     0  378  337 99  1  0  0  0
15  0      0 15347540  27612 604104    0    0     0     0  428  909 99  1  0  0  0
 5  0      0 15347580  27620 604108    0    0     0    64  366  317 100  0  0  0  0
 7  0      0 15347580  27620 604108    0    0     0     0  305  214 84  0 16  0  0
 1  0      0 15347580  27620 604112    0    0     0     0  352  285 92  0  8  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 15350380  27620 604116    0    0     0     0  351  275 96  0  4  0  0
15  0      0 15353428  27620 604112    0    0     0    72  377  293 93  1  6  0  0
18  0      0 15356612  27628 603980    0    0     0    16  351  317 100  0  0  0  0
 6  0      0 15356612  27628 603984    0    0     0     0  384  327 100  0  0  0  0
10  0      0 15354052  27628 603996    0    0     0     0  363  311 99  1  0  0  0
 7  0      0 15353048  27628 604124    0    0     0     0  363  312 100  0  0  0  0
 8  0      0 15350884  27628 604124    0    0     0     0  362  311 99  1  0  0  0
 0  0      0 15350504  27636 604132    0    0     0    16  358  297 96  0  4  0  0
16  0      0 15348084  27636 604132    0    0     0     0  321  208 85  0 15  0  0
 1  0      0 15347960  27636 604136    0    0     0     0  361  289 95  0  5  0  0
 5  0      0 15347960  27636 604136    0    0     0     0  314  227 83  0 17  0  0
 4  0      0 15347960  27636 604140    0    0     0   108  369  314 99  1  0  0  0
 7  0      0 15347960  27644 604136    0    0     0    32  363  275 98  0  2  0  0
13  0      0 15350380  27644 604156    0    0     0     0  362  296 100  0  0  0  0
 5  0      0 15350380  27644 604156    0    0     0     0  367  319 100  0  0  0  0
 8  0      0 15350380  27644 604160    0    0     0     0  353  237 91  0  9  0  0
13  0      0 15350380  27644 604164    0    0     0     0  360  314 100  0  0  0  0
 8  0      0 15350380  27652 604160    0    0     0    16  376  324 100  0  0  0  0
 6  0      0 15353304  27652 604168    0    0     0     0  360  319 99  1  0  0  0
 6  0      0 15353304  27652 604172    0    0     0     0  375  318 100  0  0  0  0
 3  0      0 15353304  27652 604176    0    0     0     0  370  308 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 15350876  27652 604180    0    0     0     0  349  256 89  1 10  0  0
 1  0      0 15350752  27660 604172    0    0     0    16  332  279 87  0 13  0  0
 7  0      0 15353304  27660 604184    0    0     0     0  299  210 76  0 24  0  0
 6  0      0 15353304  27660 604188    0    0     0     0  351  260 98  0  2  0  0
 6  0      0 15353304  27660 604192    0    0     0     0  387  302 100  0  0  0  0
14  0      0 15353304  27660 604192    0    0     0     0  380  314 100  0  0  0  0
 3  0      0 15353180  27668 604192    0    0     0    16  382  335 100  0  0  0  0
 5  0      0 15356348  27668 604084    0    0     0     0  299  171 80  1 19  0  0
