procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 13082772 318836 2295720    0    0     0     0 2054  661 100  0  0  0  0
 9  0      0 13070232 318836 2296032    0    0     0     0 2191  624 98  2  0  0  0
18  0      0 13045568 318836 2296796    0    0     0    40 1941  619 99  1  0  0  0
33  0      0 12996356 318836 2298340    0    0     0     0 1974  593 98  2  0  0  0
62  0      0 12897872 318836 2301632    0    0     0     0 1986  603 95  5  0  0  0
94  0      0 12816200 318836 2304900    0    0     0     0 2082  600 94  6  0  0  0
97  0      0 12798860 318836 2305092    0    0     0    12 2260  622 99  1  0  0  0
129  0      0 12711492 318836 2308468    0    0     0    36 2111  619 95  5  0  0  0
152  0      0 12684544 318836 2310896    0    0     0     0 2256  607 98  2  0  0  0
103  0      0 12605608 318836 2311944    0    0     0     0 2036  600 95  5  0  0  0
163  0      0 12601132 318836 2312040    0    0     0     0 2267  597 98  2  0  0  0
156  0      0 12522040 318836 2314876    0    0     0     0 2553  661 97  3  0  0  0
96  0      0 12502956 318836 2315488    0    0     0    24 2670  721 99  1  0  0  0
207  0      0 12435568 318836 2318512    0    0     0     0 2907  680 99  1  0  0  0
225  0      0 12409616 318836 2319064    0    0     0     0 2865  705 98  2  0  0  0
240  0      0 12366968 318836 2320396    0    0     0     0 2769  725 99  1  0  0  0
249  0      0 12333020 318836 2321660    0    0     0     0 2710  694 98  2  0  0  0
163  0      0 12313460 318836 2322524    0    0     0    24 2828  720 100  0  0  0  0
256  0      0 12307812 318836 2322560    0    0     0     0 2797  700 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
256  0      0 12307720 318836 2322576    0    0     0     0 2817  742 99  1  0  0  0
256  0      0 12307688 318836 2322596    0    0     0     0 2799  701 97  3  0  0  0
256  0      0 12307688 318836 2322612    0    0     0   320 2812  755 91  9  0  0  0
256  0      0 12307720 318836 2322628    0    0     0    36 2869  769 91  9  0  0  0
