procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
256  0      0 12307784 318836 2322644    0    0     0     0 2713  709 97  3  0  0  0
255  0      0 12307692 318836 2322664    0    0     0     0 2741  714 99  1  0  0  0
257  0      0 12307628 318836 2322676    0    0     0     0 2839  737 99  1  0  0  0
256  0      0 12307596 318836 2322692    0    0     0     8 2861  742 100  0  0  0  0
195  0      0 12307788 318836 2322716    0    0     0    36 2662  698 99  1  0  0  0
256  0      0 12307692 318836 2322732    0    0     0     0 2800  718 96  4  0  0  0
256  0      0 12307344 318836 2322748    0    0     0     0 2898  744 96  4  0  0  0
256  0      0 12307664 318836 2322764    0    0     0     0 2638  706 98  2  0  0  0
256  0      0 12307664 318836 2322784    0    0     0    80 2814  735 97  3  0  0  0
256  0      0 12307440 318836 2322796    0    0     0    32 2825  742 100  0  0  0  0
256  0      0 12307472 318836 2322812    0    0     0     0 2783  751 99  1  0  0  0
256  0      0 12307476 318836 2322832    0    0     0     0 2667  696 99  1  0  0  0
215  0      0 12307444 318836 2322844    0    0     0     0 2846  743 100  0  0  0  0
256  0      0 12307380 318836 2322868    0    0     0    12 2896  725 99  1  0  0  0
75  0      0 12307348 318836 2322884    0    0     0     0 2736  726 98  2  0  0  0
254  0      0 12307412 318836 2322892    0    0     0    36 2737  705 99  1  0  0  0
254  0      0 12307352 318836 2322916    0    0     0     0 2964  736 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
254  0      0 12307256 318836 2322932    0    0     0     0 2899  735 100  0  0  0  0
254  0      0 12307384 318836 2322952    0    0     0     0 2610  699 100  0  0  0  0
254  0      0 12307288 318836 2322972    0    0     0     0 2929  729 99  1  0  0  0
171  0      0 12307160 318836 2322988    0    0     0    24 2981  756 100  0  0  0  0
247  0      0 12307132 318836 2323004    0    0     0     0 2908  724 98  2  0  0  0
242  0      0 12307260 318836 2323028    0    0     0     0 2721  696 99  1  0  0  0
238  0      0 12307228 318836 2323044    0    0     0     0 2829  733 100  0  0  0  0
238  0      0 12307196 318836 2323060    0    0     0     0 2801  738 100  0  0  0  0
178  0      0 12307036 318836 2323072    0    0     0    24 2896  705 99  1  0  0  0
233  0      0 12307292 318836 2323092    0    0     0     0 2667  702 99  1  0  0  0
229  0      0 12307040 318836 2323112    0    0     0     0 2758  719 99  1  0  0  0
225  0      0 12307168 318836 2323128    0    0     0     0 2825  725 100  0  0  0  0
224  0      0 12307136 318836 2323144    0    0     0   504 2807  746 98  2  0  0  0
199  0      0 12306976 318836 2323160    0    0     0    36 2822  738 100  0  0  0  0
223  0      0 12306944 318836 2323180    0    0     0     0 2967  711 100  0  0  0  0
219  0      0 12306820 318836 2323200    0    0     0     0 2953  713 100  0  0  0  0
217  0      0 12306980 318836 2323216    0    0     0     0 2862  718 99  1  0  0  0
217  0      0 12306948 318836 2323236    0    0     0     0 2845  723 99  1  0  0  0
216  0      0 12306820 318836 2323252    0    0     0    24 2960  745 99  1  0  0  0
218  0      0 12306884 318836 2323268    0    0     0     0 2838  724 99  1  0  0  0
218  0      0 12306824 318836 2323284    0    0     0     0 2756  706 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
215  0      0 12306760 318836 2323300    0    0     0     0 2959  726 100  0  0  0  0
216  0      0 12306824 318836 2323320    0    0     0     8 2895  718 99  1  0  0  0
174  0      0 12306824 318836 2323336    0    0     0    32 2919  744 98  2  0  0  0
214  0      0 12306856 318836 2323352    0    0     0     0 2768  714 99  1  0  0  0
218  0      0 12306760 318836 2323368    0    0     0     0 2776  911 98  2  0  0  0
218  0      0 12306636 318836 2323384    0    0     0     0 3003  738 97  3  0  0  0
227  0      0 12306700 318836 2323404    0    0     0    40 2726  702 98  2  0  0  0
188  0      0 12306636 318836 2323420    0    0     0    36 2915  735 99  1  0  0  0
227  0      0 12306668 318836 2323436    0    0     0     0 3000  722 100  0  0  0  0
226  0      0 12306636 318836 2323452    0    0     0     0 2959  738 100  0  0  0  0
232  0      0 12306448 318836 2323468    0    0     0     0 2821  737 100  0  0  0  0
162  0      0 12306512 318836 2323484    0    0     0     8 2742  715 99  1  0  0  0
230  0      0 12306512 318836 2323496    0    0     0    36 2856  731 99  1  0  0  0
233  0      0 12306544 318836 2323520    0    0     0     0 2823  718 98  2  0  0  0
234  0      0 12306512 318836 2323536    0    0     0     0 2925  734 100  0  0  0  0
235  0      0 12306480 318836 2323552    0    0     0     0 2954  734 100  0  0  0  0
235  0      0 12306420 318836 2323572    0    0     0     0 2785  705 99  1  0  0  0
190  0      0 12306292 318836 2323588    0    0     0    24 2951  735 100  0  0  0  0
238  0      0 12306324 318836 2323600    0    0     0     0 3046  750 99  1  0  0  0
158  0      0 12305636 318836 2323812    0    0     0     0 2968 1080 96  4  0  0  0
183  0      0 12305636 318836 2323820    0    0     0     0 2975  705 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
238  0      0 12305704 318836 2323844    0    0     0   508 2760  693 98  2  0  0  0
232  0      0 12305512 318836 2323864    0    0     0    68 2983  754 99  1  0  0  0
226  0      0 12305416 318836 2323876    0    0     0     0 2960  747 99  1  0  0  0
240  0      0 12305544 318836 2323904    0    0     0     0 2821  726 100  0  0  0  0
238  0      0 12305672 318836 2323920    0    0     0     0 2899  749 98  2  0  0  0
235  0      0 12305672 318836 2323936    0    0     0     0 2983  765 100  0  0  0  0
237  1      0 12305576 318836 2323956    0    0     0    48 2882  766 100  0  0  0  0
236  0      0 12305484 318836 2323968    0    0     0     0 2814  884 98  2  0  0  0
237  0      0 12305452 318836 2323988    0    0     0     0 2831  736 100  0  0  0  0
236  0      0 12305296 318836 2324004    0    0     0     0 3052  750 99  1  0  0  0
239  0      0 12305232 318836 2324024    0    0     0     0 2990  744 99  1  0  0  0
236  0      0 12305452 318836 2324040    0    0     0     8 2877  742 97  3  0  0  0
238  0      0 12305388 318836 2324056    0    0     0    60 3048  777 98  2  0  0  0
236  0      0 12305136 318836 2324072    0    0     0     0 2957  910 99  1  0  0  0
236  0      0 12305200 318836 2324088    0    0     0     0 2988  732 98  2  0  0  0
87  0      0 12305136 318836 2324104    0    0     0     0 2930  724 100  0  0  0  0
235  0      0 12305456 318836 2324116    0    0     0     8 2859  680 100  0  0  0  0
211  0      0 12305108 318836 2324140    0    0     0    72 2874  733 99  1  0  0  0
235  0      0 12305108 318836 2324164    0    0     0     0 2999  733 98  2  0  0  0
235  0      0 12305172 318836 2324180    0    0     0     0 2798  732 99  1  0  0  0
237  0      0 12305108 318836 2324196    0    0     0     0 2865  722 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
236  0      0 12305268 318836 2324212    0    0     0   104 2870  730 99  1  0  0  0
237  0      0 12305140 318836 2324228    0    0     0    24 2982  737 100  0  0  0  0
235  0      0 12305140 318836 2324244    0    0     0     0 2935  754 100  0  0  0  0
234  0      0 12305076 318836 2324260    0    0     0     0 3127  727 99  1  0  0  0
234  0      0 12305204 318836 2324280    0    0     0     0 2832  709 100  0  0  0  0
241  0      0 12305172 318836 2324296    0    0     0     8 3070  731 98  2  0  0  0
132  0      0 12305044 318836 2324312    0    0     0    36 2928  771 98  2  0  0  0
226  0      0 12305140 318836 2324328    0    0     0     0 2994  719 100  0  0  0  0
227  0      0 12305236 318836 2324348    0    0     0     0 2806  716 100  0  0  0  0
227  0      0 12305172 318836 2324368    0    0     0     0 2935  740 100  0  0  0  0
227  0      0 12305236 318836 2324380    0    0     0   520 2957  731 98  2  0  0  0
227  0      0 12305140 318836 2324396    0    0     0    36 2945  756 98  2  0  0  0
224  0      0 12305140 318836 2324412    0    0     0     0 2995  731 100  0  0  0  0
121  0      0 12305012 318836 2324432    0    0     0     0 3127  732 98  2  0  0  0
228  0      0 12305012 318836 2324444    0    0     0     0 2844  697 99  1  0  0  0
227  0      0 12305140 318836 2324464    0    0     0     4 3095  731 99  1  0  0  0
229  0      0 12305172 318836 2324480    0    0     0    24 3003  744 98  2  0  0  0
228  0      0 12305076 318836 2324500    0    0     0     0 3023  722 100  0  0  0  0
228  0      0 12305140 318836 2324516    0    0     0     0 3005  726 98  2  0  0  0
105  0      0 12305044 318836 2324536    0    0     0     0 3007  726 96  4  0  0  0
222  0      0 12305076 318836 2324544    0    0     0     0 3144  689 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
130  0      0 12305108 318836 2324564    0    0     0    24 3074  754 99  1  0  0  0
227  0      0 12304984 318836 2324580    0    0     0     0 2920  710 99  1  0  0  0
228  0      0 12305016 318836 2324600    0    0     0     0 3185  715 99  1  0  0  0
225  0      0 12305016 318836 2324616    0    0     0     0 3085  705 99  1  0  0  0
225  0      0 12305016 318836 2324632    0    0     0     4 2835  716 100  0  0  0  0
226  0      0 12305048 318836 2324656    0    0     0     0 3100  750 99  1  0  0  0
226  0      0 12304892 318836 2324672    0    0     0    24 3077  742 98  2  0  0  0
228  0      0 12304988 318836 2324688    0    0     0     0 2915  717 100  0  0  0  0
228  0      0 12304956 318836 2324712    0    0     0     0 2791  745 92  8  0  0  0
239  0      0 12304860 318836 2324728    0    0     0     0 3213  743 91  9  0  0  0
239  0      0 12304892 318836 2324740    0    0     0     8 3149  734 98  2  0  0  0
238  0      0 12304736 318836 2324760    0    0     0    36 3072  743 99  1  0  0  0
237  0      0 12304640 318836 2324776    0    0     0     0 2962  718 98  2  0  0  0
240  0      0 12304768 318836 2324792    0    0     0     0 3103  735 98  2  0  0  0
237  0      0 12304736 318836 2324808    0    0     0     0 3090  734 99  1  0  0  0
233  0      0 12304800 318836 2324824    0    0     0    32 3010  719 97  3  0  0  0
237  0      0 12304832 318836 2324848    0    0     0    24 3031  747 99  1  0  0  0
176  0      0 12304768 318836 2324864    0    0     0     0 3163  721 98  2  0  0  0
235  0      0 12304612 318836 2324876    0    0     0     0 3104  728 98  2  0  0  0
235  0      0 12304644 318836 2324892    0    0     0     0 3020  721 98  2  0  0  0
231  0      0 12304612 318836 2324912    0    0     0   508 3111  732 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
230  0      0 12304644 318836 2324932    0    0     0    36 3175  741 97  3  0  0  0
231  0      0 12304644 318836 2324948    0    0     0     0 2984  730 99  1  0  0  0
233  0      0 12304584 318836 2324964    0    0     0     0 3200  750 100  0  0  0  0
232  0      0 12304552 318836 2324984    0    0     0     0 3046  730 98  2  0  0  0
236  0      0 12304520 318836 2325004    0    0     0     0 3053  719 98  2  0  0  0
233  0      0 12304616 318836 2325016    0    0     0    24 3122  742 98  2  0  0  0
232  0      0 12304456 318836 2325036    0    0     0     0 3117  727 100  0  0  0  0
233  0      0 12304456 318836 2325048    0    0     0     0 3117  742 98  2  0  0  0
234  0      0 12304492 318836 2325068    0    0     0     0 2996  718 99  1  0  0  0
234  0      0 12304428 318836 2325084    0    0     0     0 3017  714 100  0  0  0  0
207  0      0 12304524 318836 2325100    0    0     0    24 3151  704 100  0  0  0  0
233  0      0 12304460 318836 2325116    0    0     0     0 3211  749 100  0  0  0  0
236  0      0 12304364 318836 2325136    0    0     0     0 3111  738 100  0  0  0  0
221  0      0 12304332 318836 2325156    0    0     0     0 3191  722 100  0  0  0  0
234  0      0 12304336 318836 2325172    0    0     0     8 3088  723 98  2  0  0  0
226  0      0 12304368 318836 2325184    0    0     0    32 3107  741 98  2  0  0  0
230  0      0 12304240 318836 2325200    0    0     0     0 3172  755 99  1  0  0  0
231  0      0 12303840 318836 2325220    0    0     0     0 2902  883 99  1  0  0  0
229  0      0 12303776 318836 2325236    0    0     0     0 2987  726 100  0  0  0  0
232  0      0 12303904 318836 2325252    0    0     0     4 3026  730 100  0  0  0  0
232  0      0 12303716 318836 2325272    0    0     0    64 2958  745 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
116  0      0 12303460 318836 2325288    0    0     0     0 2927  706 99  1  0  0  0
223  0      0 12303620 318836 2325300    0    0     0     0 2808  706 99  1  0  0  0
236  0      0 12303748 318836 2325324    0    0     0     0 2938  688 100  0  0  0  0
234  0      0 12303684 318836 2325336    0    0     0     8 3070  754 100  0  0  0  0
163  0      0 12303588 318836 2325352    0    0     0    36 3117  751 98  2  0  0  0
232  0      0 12303588 318836 2325368    0    0     0     0 3001  721 99  1  0  0  0
235  0      0 12303716 318836 2325388    0    0     0     0 2876  705 100  0  0  0  0
233  0      0 12303620 318836 2325404    0    0     0     0 3144  731 99  1  0  0  0
233  0      0 12303684 318836 2325424    0    0     0   576 3132  733 100  0  0  0  0
187  0      0 12303620 318836 2325448    0    0     0    36 2849  717 97  3  0  0  0
232  0      0 12303652 318836 2325464    0    0     0     0 3061  707 99  1  0  0  0
232  0      0 12303684 318836 2325484    0    0     0     0 3030  737 99  1  0  0  0
228  0      0 12303588 318836 2325500    0    0     0     0 3170  743 98  2  0  0  0
228  0      0 12303652 318836 2325516    0    0     0     0 2951  742 100  0  0  0  0
208  0      0 12303684 318836 2325528    0    0     0    24 2764  711 98  2  0  0  0
225  0      0 12303844 318836 2325548    0    0     0     0 2773  735 100  0  0  0  0
87  0      0 12303876 318836 2325564    0    0     0     0 2331  716 99  1  0  0  0
225  0      0 12303876 318836 2325576    0    0     0     0 2051  682 98  2  0  0  0
227  0      0 12304004 318836 2325596    0    0     0     0 2222  758 99  1  0  0  0
202  0      0 12304004 318836 2325616    0    0     0    24 2109  768 100  0  0  0  0
226  0      0 12304004 318836 2325632    0    0     0     0 2199  714 98  2  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
222  0      0 12304004 318836 2325652    0    0     0     0 2119  732 99  1  0  0  0
223  0      0 12304068 318836 2325668    0    0     0     0 2065  721 100  0  0  0  0
221  0      0 12304132 318836 2325688    0    0     0     0 2015  746 98  2  0  0  0
225  0      0 12306584 318836 2325608    0    0     0    32 2070  810 99  1  0  0  0
221  0      0 12306680 318836 2325624    0    0     0     0 2036  725 100  0  0  0  0
102  0      0 12307064 318836 2325548    0    0     0     0 2497 1001 97  2  1  0  0
