procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
235  0      0 12278260 318840 2351548    0    0     0     0 2771  710 99  1  0  0  0
181  0      0 12278132 318840 2351560    0    0     0     0 2860  721 99  1  0  0  0
232  0      0 12278072 318840 2351584    0    0     0     0 2758  736 97  3  0  0  0
233  0      0 12278104 318840 2351600    0    0     0    16 2758  730 97  3  0  0  0
165  0      0 12277912 318840 2351616    0    0     0    48 2867  765 92  8  0  0  0
233  0      0 12278136 318840 2351636    0    0     0     0 2720  724 92  8  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
215  0      0 12278008 318840 2351652    0    0     0     0 2809  737 96  4  0  0  0
235  0      0 12277852 318840 2351672    0    0     0     0 2796  725 98  2  0  0  0
235  0      0 12278044 318840 2351684    0    0     0   516 2680  730 99  1  0  0  0
208  0      0 12277884 318840 2351700    0    0     0    44 2838  710 99  1  0  0  0
239  0      0 12277916 318840 2351720    0    0     0     0 2780  719 98  2  0  0  0
242  0      0 12277948 318840 2351736    0    0     0     0 2738  728 98  2  0  0  0
242  0      0 12277792 318840 2351748    0    0     0     0 2651  713 99  1  0  0  0
120  0      0 12277824 318840 2351768    0    0     0     0 2756  726 99  1  0  0  0
191  0      0 12277824 318840 2351780    0    0     0    24 2665  699 99  1  0  0  0
245  0      0 12277824 318840 2351804    0    0     0     0 2818  708 99  1  0  0  0
244  0      0 12277824 318840 2351820    0    0     0     0 2649  721 99  1  0  0  0
244  0      0 12277700 318840 2351840    0    0     0     0 2702  705 100  0  0  0  0
243  0      0 12277636 318840 2351856    0    0     0     0 2888  737 100  0  0  0  0
242  0      0 12277604 318840 2351872    0    0     0    24 2902  757 99  1  0  0  0
242  0      0 12277668 318840 2351884    0    0     0     0 2811  718 99  1  0  0  0
242  0      0 12277604 318840 2351904    0    0     0     0 3016  727 99  1  0  0  0
243  0      0 12277540 318840 2351920    0    0     0     0 2894  871 98  2  0  0  0
243  0      0 12277480 318840 2351936    0    0     0    36 2774  719 99  1  0  0  0
104  0      0 12277448 318840 2351956    0    0     0    24 2979  753 97  3  0  0  0
200  0      0 12277480 318840 2351968    0    0     0     0 2817  680 99  1  0  0  0
243  0      0 12277480 318840 2351992    0    0     0     0 2952  701 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
244  0      0 12277544 318840 2352008    0    0     0     0 2965  741 100  0  0  0  0
243  0      0 12277388 318840 2352020    0    0     0     0 2815  704 99  1  0  0  0
244  0      0 12277420 318840 2352044    0    0     0    24 2971  750 97  3  0  0  0
243  0      0 12277260 318840 2352064    0    0     0     0 2891  715 97  3  0  0  0
242  0      0 12277388 318840 2352080    0    0     0     0 2816  750 99  1  0  0  0
242  0      0 12277388 318840 2352096    0    0     0     0 2804  728 98  2  0  0  0
243  0      0 12277232 318840 2352116    0    0     0     0 2830  713 99  1  0  0  0
243  0      0 12277200 318840 2352136    0    0     0    44 2870  730 100  0  0  0  0
242  0      0 12277264 318840 2352152    0    0     0     0 2884  737 99  1  0  0  0
239  0      0 12277328 318840 2352164    0    0     0     0 2838  733 99  1  0  0  0
240  0      0 12277264 318840 2352184    0    0     0     0 2880  720 100  0  0  0  0
240  0      0 12277012 318840 2352200    0    0     0     0 3032  722 100  0  0  0  0
240  0      0 12277044 318840 2352216    0    0     0   548 2971  757 100  0  0  0  0
239  0      0 12277044 318840 2352232    0    0     0     0 3055  727 99  1  0  0  0
207  0      0 12276980 318840 2352252    0    0     0     0 3018  695 98  2  0  0  0
241  0      0 12277108 318840 2352268    0    0     0     0 2794  710 100  0  0  0  0
240  0      0 12277108 318840 2352288    0    0     0     0 2884  749 98  2  0  0  0
148  0      0 12276888 318840 2352300    0    0     0    44 2979  746 100  0  0  0  0
239  0      0 12276920 318840 2352320    0    0     0     0 2742  688 99  1  0  0  0
241  0      0 12277016 318840 2352340    0    0     0     0 2866  717 99  1  0  0  0
236  0      0 12276888 318840 2352352    0    0     0     0 2955  742 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
239  0      0 12277016 318840 2352372    0    0     0     0 2870  738 98  2  0  0  0
224  0      0 12276952 318840 2352388    0    0     0    24 2969  732 100  0  0  0  0
238  0      0 12276924 318840 2352404    0    0     0     0 2950  726 97  3  0  0  0
236  0      0 12276860 318840 2352424    0    0     0     0 2997  726 100  0  0  0  0
234  0      0 12276892 318840 2352444    0    0     0     0 3053  737 98  2  0  0  0
234  0      0 12276924 318840 2352456    0    0     0     0 2855  732 99  1  0  0  0
191  0      0 12276892 318840 2352476    0    0     0    48 2983  732 98  2  0  0  0
232  0      0 12276860 318840 2352492    0    0     0     0 3013  727 99  1  0  0  0
232  0      0 12276800 318840 2352508    0    0     0     0 2991  749 99  1  0  0  0
232  0      0 12276640 318840 2352524    0    0     0     0 3096  731 98  2  0  0  0
235  0      0 12276672 318840 2352540    0    0     0     0 3059  704 98  2  0  0  0
233  0      0 12276736 318840 2352556    0    0     0    24 3029  731 100  0  0  0  0
234  0      0 12276768 318840 2352572    0    0     0     0 3247  729 99  1  0  0  0
233  0      0 12276672 318840 2352596    0    0     0     0 3141  734 99  1  0  0  0
157  0      0 12276644 318840 2352608    0    0     0     0 3005  721 98  2  0  0  0
220  0      0 12276612 318840 2352624    0    0     0     0 2868  699 99  1  0  0  0
193  0      0 12276740 318840 2352644    0    0     0    28 2896  737 100  0  0  0  0
223  0      0 12276580 318840 2352656    0    0     0     0 2862  704 100  0  0  0  0
235  0      0 12276612 318840 2352676    0    0     0     0 3173  737 99  1  0  0  0
235  0      0 12276424 318840 2352692    0    0     0     0 3087  707 99  1  0  0  0
239  0      0 12276552 318840 2352708    0    0     0     0 3161  735 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
238  0      0 12276456 318840 2352728    0    0     0   532 3190  753 99  1  0  0  0
239  0      0 12276488 318840 2352744    0    0     0     0 3128  737 98  2  0  0  0
238  0      0 12276584 318840 2352764    0    0     0     0 3135  716 100  0  0  0  0
238  0      0 12276364 318840 2352784    0    0     0     0 3221  723 100  0  0  0  0
238  0      0 12276396 318840 2352800    0    0     0     0 3215  740 100  0  0  0  0
199  0      0 12276268 318840 2352816    0    0     0    36 3097  727 98  2  0  0  0
135  0      0 12276236 318840 2352832    0    0     0    16 3369  738 99  1  0  0  0
244  0      0 12276396 318840 2352848    0    0     0     0 3314  692 100  0  0  0  0
241  0      0 12276176 318840 2352872    0    0     0     0 3039  720 97  3  0  0  0
241  0      0 12276272 318840 2352884    0    0     0     0 3308  744 99  1  0  0  0
239  1      0 12276240 318840 2352900    0    0     0    44 3050  725 98  2  0  0  0
233  0      0 12276272 318840 2352920    0    0     0     0 3008  718 100  0  0  0  0
241  0      0 12276144 318840 2352940    0    0     0     0 3187  700 99  1  0  0  0
241  0      0 12276144 318840 2352956    0    0     0     0 3317  752 98  2  0  0  0
240  0      0 12276084 318840 2352972    0    0     0     0 2967  727 99  1  0  0  0
78  0      0 12276052 318840 2352984    0    0     0     0 3088  735 98  2  0  0  0
228  0      0 12276180 318840 2353000    0    0     0    64 3043  688 99  1  0  0  0
179  0      0 12275956 318840 2353024    0    0     0     0 3282  746 96  4  0  0  0
226  0      0 12275892 318840 2353040    0    0     0     0 3189  700 100  0  0  0  0
239  0      0 12276024 318840 2353056    0    0     0     0 2998  730 99  1  0  0  0
228  0      0 12275992 318840 2353080    0    0     0     0 3256  731 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
167  0      0 12275928 318840 2353084    0    0     0    24 3246  728 99  1  0  0  0
239  0      0 12275864 318840 2353112    0    0     0     0 3266  712 98  2  0  0  0
239  0      0 12275992 318840 2353128    0    0     0     0 3081  711 100  0  0  0  0
242  0      0 12275960 318840 2353144    0    0     0     0 3206  727 99  1  0  0  0
240  0      0 12275928 318840 2353160    0    0     0     0 3042  735 100  0  0  0  0
240  0      0 12275740 318840 2353172    0    0     0    24 3272  740 99  1  0  0  0
241  0      0 12275804 318840 2353192    0    0     0     0 3074  734 99  1  0  0  0
242  0      0 12275804 318840 2353212    0    0     0     0 3094  719 99  1  0  0  0
241  0      0 12275836 318840 2353228    0    0     0     0 3173  729 99  1  0  0  0
242  0      0 12275740 318840 2353244    0    0     0     0 3300  736 100  0  0  0  0
188  0      0 12275740 318840 2353264    0    0     0   540 3192  745 98  2  0  0  0
241  0      0 12275776 318840 2353280    0    0     0     0 3276  707 100  0  0  0  0
240  0      0 12275520 318840 2353296    0    0     0     0 3242  729 99  1  0  0  0
242  0      0 12275712 318840 2353312    0    0     0     0 3193  729 100  0  0  0  0
242  0      0 12275616 318840 2353328    0    0     0     0 3138  728 99  1  0  0  0
237  0      0 12275744 318840 2353344    0    0     0    48 3082  741 97  3  0  0  0
243  0      0 12275556 318840 2353360    0    0     0     0 3078  732 100  0  0  0  0
243  0      0 12275588 318840 2353376    0    0     0     0 3160  746 99  1  0  0  0
243  0      0 12275492 318840 2353400    0    0     0     0 3046  714 100  0  0  0  0
244  0      0 12275524 318840 2353416    0    0     0     0 3173  734 99  1  0  0  0
185  0      0 12275524 318840 2353432    0    0     0    40 3220  750 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
244  0      0 12275336 318840 2353448    0    0     0     0 3276  724 98  2  0  0  0
244  0      0 12275496 318840 2353464    0    0     0     0 3290  729 99  1  0  0  0
245  0      0 12275528 318840 2353480    0    0     0     0 3338  725 99  1  0  0  0
244  0      0 12275336 318840 2353496    0    0     0     0 3223  723 100  0  0  0  0
244  0      0 12275336 318840 2353516    0    0     0    24 3294  752 99  1  0  0  0
242  0      0 12275180 318840 2353532    0    0     0     0 3165  733 99  1  0  0  0
242  0      0 12275276 318840 2353556    0    0     0     0 3260  722 99  1  0  0  0
240  0      0 12275244 318840 2353572    0    0     0     0 3084  728 98  2  0  0  0
241  0      0 12275340 318840 2353592    0    0     0     0 3124  739 100  0  0  0  0
218  0      0 12275340 318840 2353608    0    0     0    24 3136  735 100  0  0  0  0
221  0      0 12275276 318840 2353620    0    0     0    36 3248  742 98  2  0  0  0
104  0      0 12275088 318840 2353636    0    0     0     0 3118  706 99  1  0  0  0
157  0      0 12275248 318840 2353648    0    0     0     0 3294  708 99  1  0  0  0
93  0      0 12275216 318840 2353668    0    0     0     0 2957  693 100  0  0  0  0
209  0      0 12275280 318840 2353688    0    0     0    24 2988  700 99  1  0  0  0
235  0      0 12275504 318840 2353712    0    0     0     0 2553  720 98  2  0  0  0
235  0      0 12275284 318840 2353728    0    0     0     0 2772  752 98  2  0  0  0
231  0      0 12275316 318840 2353744    0    0     0     0 2426  717 99  1  0  0  0
229  0      0 12275412 318840 2353760    0    0     0     0 2215  752 100  0  0  0  0
104  1      0 12275380 318840 2353780    0    0     0    24 2597  728 99  1  0  0  0
207  0      0 12275540 318840 2353792    0    0     0   512 2133  703 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
230  0      0 12275256 318840 2353812    0    0     0     0 2311  739 98  2  0  0  0
230  0      0 12275320 318840 2353832    0    0     0     0 2203  724 100  0  0  0  0
227  0      0 12275224 318840 2353848    0    0     0     0 2304  729 100  0  0  0  0
227  1      0 12275352 318840 2353864    0    0     0    40 2118  733 100  0  0  0  0
227  0      0 12275288 318840 2353884    0    0     0     8 2103  736 100  0  0  0  0
227  0      0 12275132 318840 2353900    0    0     0     0 2188  739 100  0  0  0  0
231  0      0 12275196 318840 2353916    0    0     0     0 1971  723 100  0  0  0  0
231  0      0 12275196 318840 2353932    0    0     0     0 2105  720 100  0  0  0  0
233  1      0 12275292 318840 2353948    0    0     0    32 1996  729 98  2  0  0  0
170  0      0 12275324 318840 2353960    0    0     0    12 2272  731 99  1  0  0  0
235  0      0 12275260 318840 2353984    0    0     0     0 2094  844 100  0  0  0  0
234  0      0 12275200 318840 2354000    0    0     0     0 2020  721 99  1  0  0  0
232  0      0 12275264 318840 2353920    0    0     0     0 2163  748 99  1  0  0  0
