procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 13074068 318836 2310420    0    0     0     0 1793  659 96  2  2  0  0
 5  0      0 13067920 318836 2310432    0    0     0     0 2020  609 99  1  0  0  0
 9  0      0 13055628 318836 2310592    0    0     0    40 2069  630 97  3  0  0  0
17  0      0 13030840 318836 2311368    0    0     0     0 1898  612 99  1  0  0  0
33  0      0 12981720 318836 2312912    0    0     0     0 1943  578 98  2  0  0  0
65  0      0 12883484 318836 2316264    0    0     0     0 2110  572 96  4  0  0  0
97  0      0 12785716 318836 2319576    0    0     0     0 2481  664 97  3  0  0  0
123  0      0 12772468 318836 2322288    0    0     0    24 2739  707 96  4  0  0  0
129  0      0 12685936 318836 2323080    0    0     0    68 2717  687 98  2  0  0  0
161  0      0 12591136 318836 2326556    0    0     0     0 2645  702 98  2  0  0  0
161  0      0 12587016 318836 2326608    0    0     0     0 2740  686 98  2  0  0  0
193  0      0 12489468 318836 2330116    0    0     0     0 2638  681 99  1  0  0  0
173  0      0 12449788 318836 2332544    0    0     0    24 2673  705 98  2  0  0  0
226  0      0 12418600 318836 2333708    0    0     0     8 2757  717 99  1  0  0  0
236  0      0 12384568 318836 2334848    0    0     0     0 2670  699 99  1  0  0  0
215  0      0 12337868 318836 2336084    0    0     0     0 2820  713 98  2  0  0  0
197  0      0 12309492 318836 2337160    0    0     0     0 2881  697 98  2  0  0  0
256  0      0 12293732 318836 2337184    0    0     0    36 2922  843 99  1  0  0  0
248  0      0 12293360 318836 2337200    0    0     0     0 2809  712 100  0  0  0  0
256  0      0 12293424 318836 2337212    0    0     0     0 2923  709 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
256  0      0 12293268 318836 2337232    0    0     0     0 2917  722 99  1  0  0  0
233  0      0 12293140 318836 2337252    0    0     0     0 3014  718 98  2  0  0  0
109  0      0 12293044 318836 2337260    0    0     0    24 2993  712 99  1  0  0  0
256  0      0 12293336 318836 2337288    0    0     0     0 2884  672 99  1  0  0  0
256  0      0 12293080 318836 2337304    0    0     0     0 2874  719 100  0  0  0  0
256  0      0 12293144 318836 2337324    0    0     0     0 2911  713 100  0  0  0  0
255  0      0 12293144 318836 2337336    0    0     0     0 2946  736 99  1  0  0  0
246  0      0 12293080 318836 2337356    0    0     0    24 2900  725 97  3  0  0  0
159  0      0 12293080 318836 2337368    0    0     0     8 3016  741 100  0  0  0  0
242  0      0 12293020 318836 2337388    0    0     0     0 2804  688 99  1  0  0  0
256  0      0 12293116 318836 2337404    0    0     0     0 2756  713 98  2  0  0  0
256  0      0 12292988 318836 2337420    0    0     0     0 2965  736 100  0  0  0  0
256  0      0 12293020 318836 2337444    0    0     0     0 2903  708 99  1  0  0  0
212  0      0 12293084 318836 2337456    0    0     0   564 2778  738 98  2  0  0  0
197  0      0 12292832 318836 2337476    0    0     0     0 2989  742 98  2  0  0  0
256  0      0 12292896 318836 2337496    0    0     0     0 2919  696 99  1  0  0  0
256  0      0 12292800 318836 2337512    0    0     0     0 2936  726 99  1  0  0  0
252  1      0 12292864 318836 2337528    0    0     0    44 2986  737 97  3  0  0  0
251  0      0 12292864 318836 2337544    0    0     0     8 2931  736 99  1  0  0  0
249  0      0 12292708 318836 2337560    0    0     0     0 3054  742 100  0  0  0  0
100  0      0 12292644 318836 2337568    0    0     0     0 2925  715 97  3  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
