procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
223  0      0 12298572 318836 2330364    0    0     0    64 2922  747 100  0  0  0  0
228  0      0 12298540 318836 2330380    0    0     0     0 2919  716 98  2  0  0  0
228  0      0 12298540 318836 2330396    0    0     0     0 2985  725 100  0  0  0  0
227  0      0 12298508 318836 2330412    0    0     0     0 3096  728 100  0  0  0  0
213  0      0 12298540 318836 2330428    0    0     0     0 3058  739 98  2  0  0  0
198  0      0 12298444 318836 2330444    0    0     0    24 3081  730 100  0  0  0  0
228  0      0 12298572 318836 2330460    0    0     0   508 2864  706 100  0  0  0  0
228  0      0 12298540 318836 2330480    0    0     0     0 3083  725 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
232  0      0 12298572 318836 2330496    0    0     0     0 3056  729 100  0  0  0  0
231  0      0 12298412 318836 2330516    0    0     0     0 3034  734 99  1  0  0  0
128  0      0 12298380 318836 2330532    0    0     0    36 3086  748 100  0  0  0  0
231  0      0 12298508 318836 2330552    0    0     0    16 3005  706 99  1  0  0  0
232  0      0 12298476 318836 2330568    0    0     0     0 2911  704 98  2  0  0  0
232  0      0 12298636 318836 2330584    0    0     0     0 3057  733 99  1  0  0  0
236  0      0 12298412 318836 2330604    0    0     0     0 3135  741 98  2  0  0  0
236  0      0 12298476 318836 2330620    0    0     0    44 2994  724 98  2  0  0  0
235  0      0 12298476 318836 2330632    0    0     0     4 3044  722 99  1  0  0  0
235  0      0 12298540 318836 2330648    0    0     0     0 3196  729 100  0  0  0  0
241  0      0 12298444 318836 2330668    0    0     0     0 3101  726 97  3  0  0  0
241  0      0 12298508 318836 2330684    0    0     0     0 3128  728 97  3  0  0  0
241  0      0 12298508 318836 2330708    0    0     0    24 3146  737 98  2  0  0  0
240  0      0 12298636 318836 2330724    0    0     0     4 3101  726 99  1  0  0  0
239  0      0 12298476 318836 2330740    0    0     0     0 3387  736 100  0  0  0  0
243  0      0 12298412 318836 2330756    0    0     0     0 3156  729 99  1  0  0  0
242  0      0 12298380 318836 2330776    0    0     0     0 3224  721 99  1  0  0  0
236  0      0 12298540 318836 2330788    0    0     0    24 3102  731 99  1  0  0  0
243  0      0 12298412 318836 2330808    0    0     0     0 3238  730 99  1  0  0  0
99  0      0 12298188 318836 2330812    0    0     0     0 3319  744 100  0  0  0  0
245  0      0 12298288 318836 2330840    0    0     0     0 3126  673 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
244  0      0 12298416 318836 2330852    0    0     0     0 3131  726 100  0  0  0  0
181  0      0 12298320 318836 2330872    0    0     0    24 3244  758 99  1  0  0  0
172  0      0 12298192 318836 2330892    0    0     0    68 3300  714 98  2  0  0  0
245  0      0 12298320 318836 2330912    0    0     0     0 3051  694 100  0  0  0  0
247  0      0 12298352 318836 2330928    0    0     0     0 3109  717 98  2  0  0  0
248  0      0 12298228 318836 2330948    0    0     0     0 3275  759 100  0  0  0  0
248  0      0 12298196 318836 2330964    0    0     0     0 3370  733 99  1  0  0  0
246  0      0 12298228 318836 2330980    0    0     0    24 3110  735 100  0  0  0  0
247  0      0 12298132 318836 2330992    0    0     0   508 3117  716 99  1  0  0  0
246  0      0 12298100 318836 2331012    0    0     0     0 3216  743 99  1  0  0  0
214  0      0 12298040 318836 2331028    0    0     0     0 3145  718 99  1  0  0  0
244  1      0 12298136 318836 2331048    0    0     0    36 3103  712 100  0  0  0  0
242  0      0 12298072 318836 2331064    0    0     0     0 3138  725 99  1  0  0  0
244  0      0 12298008 318836 2331080    0    0     0    12 3378  755 98  2  0  0  0
193  0      0 12298040 318836 2331096    0    0     0     0 3166  732 100  0  0  0  0
179  0      0 12297916 318836 2331108    0    0     0     0 3083  863 99  1  0  0  0
247  1      0 12298012 318836 2331128    0    0     0    32 3421  713 99  1  0  0  0
237  0      0 12297948 318836 2331148    0    0     0     0 3227  743 97  3  0  0  0
247  0      0 12297948 318836 2331164    0    0     0     0 3216  722 99  1  0  0  0
246  0      0 12297916 318836 2331180    0    0     0     0 3236  726 98  2  0  0  0
246  0      0 12297948 318836 2331200    0    0     0     0 3133  734 97  3  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
246  1      0 12297728 318836 2331216    0    0     0    24 3302  768 98  2  0  0  0
246  0      0 12297856 318836 2331232    0    0     0     0 3303  730 99  1  0  0  0
243  0      0 12297824 318836 2331252    0    0     0     8 3277  722 100  0  0  0  0
243  0      0 12297696 318836 2331268    0    0     0     0 3544  723 99  1  0  0  0
235  0      0 12297792 318836 2331288    0    0     0     0 3480  781 100  0  0  0  0
232  0      0 12297604 318836 2331304    0    0     0     0 3366  705 99  1  0  0  0
229  0      0 12297572 318836 2331320    0    0     0    36 3470  734 100  0  0  0  0
228  0      0 12297700 318836 2331336    0    0     0     0 3421  738 98  2  0  0  0
227  0      0 12297668 318836 2331356    0    0     0     0 3378  726 100  0  0  0  0
228  0      0 12297604 318836 2331376    0    0     0     0 3348  745 99  1  0  0  0
225  0      0 12297540 318836 2331392    0    0     0     0 3480  724 99  1  0  0  0
227  0      0 12297544 318836 2331404    0    0     0    24 3180  713 99  1  0  0  0
225  0      0 12297608 318836 2331420    0    0     0     0 3175  736 100  0  0  0  0
227  0      0 12297608 318836 2331440    0    0     0     0 3243  720 100  0  0  0  0
223  0      0 12297640 318836 2331460    0    0     0     0 3166  743 98  2  0  0  0
191  0      0 12297448 318836 2331476    0    0     0     0 3277  734 99  1  0  0  0
226  0      0 12297452 318836 2331492    0    0     0    24 3237  720 99  1  0  0  0
224  0      0 12297484 318836 2331512    0    0     0   540 3283  753 99  1  0  0  0
225  0      0 12297420 318836 2331528    0    0     0     0 3442  741 98  2  0  0  0
224  0      0 12297356 318836 2331544    0    0     0     0 3190  720 100  0  0  0  0
224  0      0 12297292 318836 2331564    0    0     0     0 3626  756 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
217  0      0 12297452 318836 2331580    0    0     0    36 3348  720 99  1  0  0  0
223  0      0 12297356 318836 2331596    0    0     0     0 3351  730 98  2  0  0  0
222  0      0 12297456 318836 2331612    0    0     0     0 3224  720 99  1  0  0  0
225  0      0 12297360 318836 2331628    0    0     0     0 3374  746 99  1  0  0  0
225  0      0 12297264 318836 2331644    0    0     0     0 3168  722 99  1  0  0  0
144  0      0 12297168 318836 2331660    0    0     0    24 3546  712 100  0  0  0  0
235  0      0 12297172 318836 2331684    0    0     0    16 3292  691 98  2  0  0  0
239  0      0 12297140 318836 2331700    0    0     0     0 3127  716 99  1  0  0  0
239  0      0 12297108 318836 2331720    0    0     0     0 3187  734 99  1  0  0  0
242  0      0 12297108 318836 2331736    0    0     0     0 3300  724 100  0  0  0  0
219  0      0 12297172 318836 2331748    0    0     0    44 3181  711 99  1  0  0  0
243  0      0 12297172 318836 2331768    0    0     0     0 3261  728 100  0  0  0  0
178  0      0 12297204 318836 2331780    0    0     0     8 3200  768 98  2  0  0  0
193  0      0 12296676 318836 2331796    0    0     0     0 3326  881 99  1  0  0  0
239  0      0 12296740 318836 2331816    0    0     0     0 3058  702 100  0  0  0  0
239  0      0 12296488 318836 2331836    0    0     0    72 3376  738 100  0  0  0  0
237  0      0 12296456 318836 2331856    0    0     0     0 3600  745 98  2  0  0  0
238  0      0 12296488 318836 2331868    0    0     0     0 3688  879 99  1  0  0  0
237  0      0 12296456 318836 2331884    0    0     0     0 3351  721 99  1  0  0  0
237  0      0 12296584 318836 2331900    0    0     0     0 3393  724 99  1  0  0  0
235  0      0 12296584 318836 2331920    0    0     0    64 3364  752 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
237  0      0 12296584 318836 2331936    0    0     0     0 3251  741 100  0  0  0  0
234  0      0 12296396 318836 2331948    0    0     0     0 3346  897 98  2  0  0  0
235  0      0 12296396 318836 2331972    0    0     0     0 3309  710 100  0  0  0  0
234  0      0 12296304 318836 2331992    0    0     0     0 3372  754 99  1  0  0  0
235  0      0 12296272 318836 2332008    0    0     0    64 3180  730 100  0  0  0  0
236  0      0 12296336 318836 2332024    0    0     0     0 3031  734 99  1  0  0  0
233  0      0 12296304 318836 2332040    0    0     0   512 3420  709 99  1  0  0  0
232  0      0 12296208 318836 2332056    0    0     0     0 3385  745 99  1  0  0  0
232  0      0 12296304 318836 2332076    0    0     0     0 3380  743 97  3  0  0  0
225  0      0 12296208 318836 2332088    0    0     0    36 3305  762 90 10  0  0  0
228  0      0 12296304 318836 2332108    0    0     0     0 3445  759 93  7  0  0  0
225  0      0 12296240 318836 2332124    0    0     0    72 3391  732 97  3  0  0  0
227  0      0 12296336 318836 2332140    0    0     0     0 3513  742 99  1  0  0  0
225  0      0 12296176 318836 2332160    0    0     0     0 3483  747 97  3  0  0  0
132  0      0 12296080 318836 2332172    0    0     0    24 3525  727 100  0  0  0  0
229  0      0 12296304 318836 2332192    0    0     0     0 3319  704 98  2  0  0  0
226  0      0 12296368 318836 2332212    0    0     0    12 3237  718 97  3  0  0  0
231  0      0 12296272 318836 2332228    0    0     0     0 3521  733 99  1  0  0  0
232  0      0 12296240 318836 2332248    0    0     0     0 3433  754 100  0  0  0  0
233  0      0 12296240 318836 2332264    0    0     0    36 3274  751 100  0  0  0  0
233  0      0 12296368 318836 2332276    0    0     0     0 3081  709 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
233  0      0 12296272 318836 2332292    0    0     0     8 3496  738 99  1  0  0  0
232  0      0 12296272 318836 2332316    0    0     0     0 3422  737 98  2  0  0  0
235  0      0 12296080 318836 2332332    0    0     0     0 3284  735 99  1  0  0  0
97  0      0 12296080 318836 2332344    0    0     0    36 3362  733 99  1  0  0  0
220  0      0 12296272 318836 2332360    0    0     0     0 3310  687 99  1  0  0  0
238  0      0 12295648 318836 2332380    0    0     0     4 3303  740 100  0  0  0  0
236  0      0 12295744 318836 2332400    0    0     0     0 3389  742 97  3  0  0  0
234  0      0 12295776 318836 2332416    0    0     0     0 3284  744 100  0  0  0  0
195  0      0 12295652 318836 2332436    0    0     0    56 3357  735 99  1  0  0  0
235  0      0 12295684 318836 2332452    0    0     0     0 3267  716 99  1  0  0  0
240  0      0 12295716 318836 2332472    0    0     0     0 3273  754 99  1  0  0  0
237  0      0 12295684 318836 2332488    0    0     0     0 3285  734 98  2  0  0  0
240  0      0 12295652 318836 2332504    0    0     0     0 3114  696 99  1  0  0  0
219  0      0 12295908 318836 2332520    0    0     0    24 3071  770 98  2  0  0  0
189  0      0 12295812 318836 2332536    0    0     0     0 2850  736 100  0  0  0  0
227  0      0 12295908 318836 2332556    0    0     0     0 2740  725 98  2  0  0  0
227  0      0 12296004 318836 2332568    0    0     0   508 2535  730 98  2  0  0  0
215  0      0 12296036 318836 2332588    0    0     0     0 2499  726 99  1  0  0  0
161  1      0 12296036 318836 2332600    0    0     0    36 2566  722 100  0  0  0  0
215  0      0 12296036 318836 2332624    0    0     0     0 2468  730 98  2  0  0  0
210  0      0 12296068 318836 2332640    0    0     0     0 2484  731 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
206  0      0 12295908 318836 2332660    0    0     0     0 2505  737 98  2  0  0  0
206  0      0 12296036 318836 2332676    0    0     0     0 2522  721 100  0  0  0  0
205  1      0 12296004 318836 2332692    0    0     0    24 2435  736 99  1  0  0  0
205  0      0 12295940 318836 2332704    0    0     0     0 2508  723 99  1  0  0  0
201  0      0 12296036 318836 2332728    0    0     0     0 2312  714 99  1  0  0  0
202  0      0 12295976 318836 2332744    0    0     0    76 2402  730 100  0  0  0  0
201  0      0 12296040 318836 2332760    0    0     0     0 2312  734 100  0  0  0  0
203  1      0 12295976 318836 2332776    0    0     0    44 2337  726 99  1  0  0  0
203  0      0 12296072 318836 2332796    0    0     0     0 2249  728 100  0  0  0  0
204  0      0 12295976 318836 2332816    0    0     0     0 2410  740 99  1  0  0  0
204  0      0 12295912 318836 2332832    0    0     0     4 2309  738 99  1  0  0  0
207  0      0 12295976 318836 2332848    0    0     0     0 2258  727 99  1  0  0  0
206  1      0 12296012 318836 2332864    0    0     0    24 1813  719 100  0  0  0  0
213  0      0 12295916 318836 2332880    0    0     0     0 2092  739 100  0  0  0  0
213  0      0 12296044 318836 2332832    0    0     0     0 2168  730 99  1  0  0  0
200  0      0 12298836 318836 2332852    0    0     0     8 2216  899 98  2  0  0  0
127  0      0 12298996 318836 2332836    0    0     0     0 2108  804 100  0  0  0  0
 0  0      0 12302168 318836 2332760    0    0     0     0 1798  773 80  1 19  0  0
175  0      0 12305020 318836 2332772    0    0     0    24 1127  405 98  1  0  1  0
122  0      0 12308276 318836 2332632    0    0     0     0 1564  653 77  0 23  0  0
234  0      0 12308148 318836 2332640    0    0     0     0 1130  395 100  0  0  0  0
