procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
62  0      0 12388384 318808 2269248    0    0     0     0 1316  612 79  1 20  0  0
51  0      0 12391456 318808 2269216    0    0     0    68 1696  744 91  3  6  0  0
190  0      0 12393772 318808 2269268    0    0     0     0 1475  552 99  1  0  0  0
140  0      0 12397132 318808 2269376    0    0     0     0 2075  797 99  1  0  0  0
244  0      0 12396184 318808 2269572    0    0     0     0 1633  514 97  3  0  0  0
226  0      0 12396972 318808 2269588    0    0     0     0 2088  748 100  0  0  0  0
77  0      0 12395964 318808 2269668    0    0     0   188 2107  940 97  3  0  0  0
246  0      0 12393460 318808 2269716    0    0     0     0 1770  570 98  2  0  0  0
250  0      0 12386168 318808 2270028    0    0     0     0 2012  589 97  3  0  0  0
256  0      0 12373212 318808 2270596    0    0     0     0 1897  528 97  3  0  0  0
256  0      0 12357504 318808 2270616    0    0     0     0 2006  616 99  1  0  0  0
140  0      0 12357480 318808 2270620    0    0     0     0 1717  507 98  2  0  0  0
202  0      0 12357136 318808 2270632    0    0     0    32 2245  645 99  1  0  0  0
256  0      0 12356976 318808 2270656    0    0     0     0 2104  633 99  1  0  0  0
256  0      0 12357108 318808 2270664    0    0     0     0 2194  625 99  1  0  0  0
256  0      0 12356948 318808 2270688    0    0     0     0 2466  716 100  0  0  0  0
256  0      0 12356916 318808 2270708    0    0     0     0 2464  695 99  1  0  0  0
255  0      0 12357012 318808 2270720    0    0     0    36 2328  685 99  1  0  0  0
256  0      0 12357172 318808 2270732    0    0     0     8 2070  671 99  1  0  0  0
193  0      0 12356916 318808 2270748    0    0     0     0 2477  707 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
256  0      0 12357076 318808 2270708    0    0     0     0 2469  695 100  0  0  0  0
193  0      0 12357364 318808 2270684    0    0     0     0 1943  606 99  1  0  0  0
179  0      0 12360164 318808 2270612    0    0     0    36 2373  831 100  0  0  0  0
202  0      0 12359588 318808 2270628    0    0     0   572 2437  730 98  2  0  0  0
254  0      0 12362696 318808 2270644    0    0     0     0 2183  807 100  0  0  0  0
196  0      0 12366020 318808 2270352    0    0     0     0 2446  956 98  2  0  0  0
51  0      0 12369480 318808 2270212    0    0     0     0 2356  993 97  0  3  0  0
181  0      0 12368780 318808 2270380    0    0     0    48 1385  534 100  0  0  0  0
173  0      0 12375072 318808 2270384    0    0     0     8 2125  690 99  1  0  0  0
251  0      0 12374524 318808 2270396    0    0     0     0 1914  560 98  2  0  0  0
253  0      0 12371852 318808 2270544    0    0     0     0 2070  637 99  1  0  0  0
256  0      0 12364988 318808 2270936    0    0     0     0 2058  536 97  3  0  0  0
256  0      0 12357332 318808 2270912    0    0     0    36 1888  597 100  0  0  0  0
256  0      0 12357012 318808 2270968    0    0     0     4 2131  689 100  0  0  0  0
256  0      0 12357016 318808 2270952    0    0     0     0 2395  671 99  1  0  0  0
256  0      0 12357368 318808 2270864    0    0     0     0 1927  634 98  2  0  0  0
203  0      0 12357240 318808 2270884    0    0     0     0 2477  750 94  6  0  0  0
104  0      0 12357528 318808 2270764    0    0     0    32 2624  872 96  4  0  0  0
19  0      0 12360208 318808 2270580    0    0     0     8 2294  965 93  4  3  0  0
172  0      0 12362744 318808 2270588    0    0     0     0 1369  518 97  3  0  0  0
88  0      0 12365980 318808 2270628    0    0     0     0 2230  857 97  3  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
252  0      0 12368624 318808 2270696    0    0     0     0 1365  523 99  1  0  0  0
153  0      0 12371808 318808 2270712    0    0     0    24 2319  763 100  0  0  0  0
241  0      0 12371336 318808 2270688    0    0     0     0 1649  514 100  0  0  0  0
254  0      0 12368312 318808 2270768    0    0     0     0 2123  652 100  0  0  0  0
256  0      0 12362040 318808 2271084    0    0     0     0 2033  513 99  1  0  0  0
256  0      0 12357116 318808 2271092    0    0     0     0 1893  621 100  0  0  0  0
256  0      0 12356672 318808 2271084    0    0     0     0 2574  690 100  0  0  0  0
256  0      0 12356768 318808 2271136    0    0     0    28 2467  679 99  1  0  0  0
256  0      0 12356808 318808 2271148    0    0     0     0 1960  623 99  1  0  0  0
215  0      0 12357836 318808 2271104    0    0     0     0 2393  747 100  0  0  0  0
124  0      0 12359604 318808 2271096    0    0     0     0 2603  833 99  1  0  0  0
254  0      0 12362172 318808 2271048    0    0     0     0 2068  683 100  0  0  0  0
179  0      0 12365216 318808 2270908    0    0     0   488 2382  957 100  0  0  0  0
109  0      0 12368880 318808 2270648    0    0     0     0 2050  895 98  1  1  0  0
253  0      0 12367836 318808 2270840    0    0     0     0 1394  532 100  0  0  0  0
162  0      0 12374512 318808 2270792    0    0     0     0 2095  822 98  2  0  0  0
251  0      0 12373836 318808 2270868    0    0     0     0 2111  600 99  1  0  0  0
253  0      0 12371232 318808 2270920    0    0     0    80 1810  713 98  2  0  0  0
256  0      0 12364208 318808 2271312    0    0     0     0 2260  580 99  1  0  0  0
256  0      0 12356868 318808 2271312    0    0     0     0 1713  566 99  1  0  0  0
256  0      0 12356236 318808 2271396    0    0     0     0 2101  609 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
120  0      0 12356332 318808 2271400    0    0     0     0 2053  596 98  2  0  0  0
226  0      0 12356460 318808 2271416    0    0     0    36 2069  690 100  0  0  0  0
256  0      0 12356268 318808 2271408    0    0     0     8 2468  687 98  2  0  0  0
256  0      0 12356304 318808 2271428    0    0     0     0 2435  683 98  2  0  0  0
238  0      0 12359216 318808 2271308    0    0     0     0 1854  732 97  3  0  0  0
141  0      0 12362560 318808 2271044    0    0     0     0 2581  922 98  2  0  0  0
46  0      0 12365684 318808 2270960    0    0     0    32 2449 1000 98  1  1  0  0
217  0      0 12368256 318808 2270984    0    0     0     0 1395  510 96  4  0  0  0
124  0      0 12371424 318808 2271108    0    0     0     0 2246  813 99  1  0  0  0
252  0      0 12370792 318808 2271128    0    0     0     0 1526  510 100  0  0  0  0
254  0      0 12367620 318808 2271240    0    0     0     0 2212  673 99  1  0  0  0
256  0      0 12361700 318808 2271524    0    0     0    24 2004  543 99  1  0  0  0
256  0      0 12356520 318808 2271584    0    0     0     0 2055  655 100  0  0  0  0
256  0      0 12356268 318808 2271600    0    0     0     0 1934  545 99  1  0  0  0
256  0      0 12356428 318808 2271608    0    0     0     0 1987  584 100  0  0  0  0
256  0      0 12356016 318808 2271628    0    0     0     0 1950  574 100  0  0  0  0
256  0      0 12356240 318808 2271632    0    0     0    24 2037  587 100  0  0  0  0
256  0      0 12356144 318808 2271652    0    0     0     8 2392  687 100  0  0  0  0
256  0      0 12356048 318808 2271676    0    0     0     0 2432  666 98  2  0  0  0
256  0      0 12356020 318808 2271688    0    0     0     0 2437  647 100  0  0  0  0
257  0      0 12356276 318808 2271708    0    0     0     0 2127  646 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
242  0      0 12355864 318808 2271728    0    0     0    36 2398  692 99  1  0  0  0
233  0      0 12355928 318808 2271752    0    0     0   432 2565  673 99  1  0  0  0
256  0      0 12356184 318808 2271756    0    0     0     0 1982  612 99  1  0  0  0
256  0      0 12356024 318808 2271748    0    0     0     0 2322  683 99  1  0  0  0
256  0      0 12355960 318808 2271736    0    0     0     0 2543  668 98  2  0  0  0
51  0      0 12356056 318808 2271740    0    0     0     0 2412  645 98  2  0  0  0
251  0      0 12358896 318808 2271696    0    0     0    44 1887  641 99  1  0  0  0
136  0      0 12361968 318808 2271596    0    0     0     0 2616  856 98  2  0  0  0
38  0      0 12365172 318808 2271328    0    0     0     0 2561  981 99  1  0  0  0
49  0      0 12368356 318808 2271240    0    0     0     0 1661  734 93  2  5  0  0
216  0      0 12370852 318808 2271348    0    0     0     0 1330  499 94  6  0  0  0
159  0      0 12374008 318808 2271428    0    0     0    80 2308  772 97  3  0  0  0
151  0      0 12373344 318808 2271532    0    0     0     0 1518  521 95  5  0  0  0
202  0      0 12370712 318808 2271608    0    0     0     0 2079  639 99  1  0  0  0
256  0      0 12363812 318808 2271884    0    0     0     0 2047  550 98  2  0  0  0
244  0      0 12356248 318808 2271924    0    0     0     0 1845  597 99  1  0  0  0
256  0      0 12355772 318808 2271976    0    0     0    32 2162  571 100  0  0  0  0
256  0      0 12356000 318808 2271952    0    0     0     0 1711  555 100  0  0  0  0
256  0      0 12355396 318808 2272008    0    0     0     0 2298  631 100  0  0  0  0
256  0      0 12355524 318808 2272020    0    0     0     0 2560  672 98  2  0  0  0
256  0      0 12355780 318808 2272000    0    0     0     0 1890  601 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
169  0      0 12355528 318808 2272012    0    0     0    32 2503  682 100  0  0  0  0
257  0      0 12355336 318808 2272012    0    0     0     0 2427  670 99  1  0  0  0
221  0      0 12355784 318808 2271988    0    0     0     0 2057  634 99  1  0  0  0
198  0      0 12355656 318808 2272000    0    0     0     0 2242  677 100  0  0  0  0
138  0      0 12356040 318808 2271900    0    0     0     0 2605  857 99  1  0  0  0
212  0      0 12357764 318808 2271856    0    0     0    24 2249  779 99  1  0  0  0
122  0      0 12361880 318808 2271580    0    0     0     0 2004  889 99  0  1  0  0
255  0      0 12360712 318808 2271912    0    0     0     0 1804  558 99  1  0  0  0
256  0      0 12358516 318808 2271952    0    0     0     0 1742  673 98  2  0  0  0
256  0      0 12355460 318808 2272100    0    0     0     0 2253  573 100  0  0  0  0
136  0      0 12355688 318808 2272072    0    0     0    28 1780  544 98  2  0  0  0
98  0      0 12355272 318808 2272212    0    0     0   456 2132  589 98  2  0  0  0
227  0      0 12355400 318808 2272228    0    0     0     0 1839  550 99  1  0  0  0
256  0      0 12355340 318808 2272244    0    0     0     0 2114  620 99  1  0  0  0
256  0      0 12355212 318808 2272256    0    0     0     0 1873  535 100  0  0  0  0
256  1      0 12355340 318808 2272268    0    0     0    48 2187  593 97  3  0  0  0
125  0      0 12355052 318808 2272272    0    0     0     4 1951  578 99  1  0  0  0
256  0      0 12355244 318808 2272292    0    0     0     0 2147  632 96  4  0  0  0
256  0      0 12355020 318808 2272312    0    0     0     0 2430  683 95  5  0  0  0
256  0      0 12354928 318808 2272332    0    0     0     0 2532  699 97  3  0  0  0
256  0      0 12355088 318808 2272348    0    0     0     0 2251  652 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
256  0      0 12355088 318808 2272368    0    0     0    24 2445  711 99  1  0  0  0
148  0      0 12355088 318808 2272376    0    0     0     0 2371  712 100  0  0  0  0
256  0      0 12355216 318808 2272400    0    0     0     0 2378  680 100  0  0  0  0
257  0      0 12355152 318808 2272416    0    0     0     0 2230  677 100  0  0  0  0
256  0      0 12355028 318808 2272436    0    0     0     0 2297  682 98  2  0  0  0
256  0      0 12354964 318808 2272456    0    0     0    72 2697  738 100  0  0  0  0
256  0      0 12355092 318808 2272472    0    0     0     0 2127  664 99  1  0  0  0
256  0      0 12355124 318808 2272492    0    0     0     0 2241  699 100  0  0  0  0
256  0      0 12354964 318808 2272512    0    0     0     0 2343  690 100  0  0  0  0
256  0      0 12355316 318808 2272396    0    0     0     0 2293  715 100  0  0  0  0
209  0      0 12355128 318808 2272380    0    0     0    32 2136  672 99  1  0  0  0
256  0      0 12355096 318808 2272396    0    0     0     0 2319  685 100  0  0  0  0
187  0      0 12355128 318808 2272352    0    0     0     0 2557  920 100  0  0  0  0
216  0      0 12357648 318808 2272244    0    0     0     0 2147  880 100  0  0  0  0
143  0      0 12360688 318808 2272228    0    0     0     0 2372  960 99  1  0  0  0
50  0      0 12364040 318808 2272156    0    0     0    24 2674 1070 99  1  0  0  0
