procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
127  0      0 12672232 318840 2342868    0    0     0     0 1699  580 92  3  5  0  0
127  0      0 12673324 318840 2342960    0    0     0     0 2129  588 99  1  0  0  0
129  0      0 12670308 318840 2343056    0    0     0    40 2178  569 98  2  0  0  0
134  0      0 12663604 318840 2343064    0    0     0     0 2015  560 100  0  0  0  0
141  0      0 12650204 318840 2343088    0    0     0     0 2029  568 97  3  0  0  0
157  0      0 12622116 318840 2344412    0    0     0     0 2086  560 99  1  0  0  0
179  0      0 12570516 318840 2346504    0    0     0     0 2060  548 98  2  0  0  0
185  0      0 12493740 318840 2347500    0    0     0     0 2028  551 97  3  0  0  0
175  0      0 12482276 318840 2347640    0    0     0    24 2378  625 99  1  0  0  0
211  0      0 12425568 318840 2349780    0    0     0     0 2312  589 98  2  0  0  0
142  0      0 12394356 318840 2350688    0    0     0     4 2170  577 98  2  0  0  0
142  0      0 12383588 318840 2350740    0    0     0     0 2503  576 98  2  0  0  0
230  0      0 12317088 318840 2353944    0    0     0     0 2706  679 97  3  0  0  0
253  0      0 12287840 318840 2354036    0    0     0    24 2729  703 99  1  0  0  0
253  0      0 12284740 318840 2354036    0    0     0     0 2723  672 99  1  0  0  0
254  0      0 12284088 318840 2354160    0    0     0     0 2792  721 97  3  0  0  0
256  0      0 12280240 318840 2354404    0    0     0     0 2963  702 98  2  0  0  0
256  0      0 12274996 318840 2354420    0    0     0     0 2910  697 100  0  0  0  0
256  0      0 12275188 318840 2354420    0    0     0    24 2807  692 100  0  0  0  0
256  0      0 12274968 318840 2354456    0    0     0     0 2911  683 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
256  0      0 12274936 318840 2354472    0    0     0   296 2776  710 100  0  0  0  0
256  0      0 12275000 318840 2354488    0    0     0     0 2799  687 99  1  0  0  0
256  0      0 12275096 318840 2354488    0    0     0     0 2822  721 99  1  0  0  0
191  0      0 12275032 318840 2354520    0    0     0    36 2817  720 98  2  0  0  0
256  0      0 12274748 318840 2354544    0    0     0     0 2882  716 99  1  0  0  0
256  0      0 12274908 318840 2354556    0    0     0    72 2752  688 99  1  0  0  0
256  0      0 12274908 318840 2354556    0    0     0     0 2799  719 98  2  0  0  0
257  0      0 12274812 318840 2354592    0    0     0     0 2900  722 100  0  0  0  0
256  0      0 12274940 318840 2354608    0    0     0    24 2672  718 98  2  0  0  0
256  0      0 12274816 318840 2354624    0    0     0     0 2758  701 99  1  0  0  0
256  0      0 12274624 318840 2354624    0    0     0    12 2947  717 100  0  0  0  0
256  0      0 12274624 318840 2354660    0    0     0     0 2760  714 99  1  0  0  0
256  0      0 12274880 318840 2354676    0    0     0     0 2675  709 98  2  0  0  0
256  0      0 12274784 318840 2354696    0    0     0    44 2772  732 99  1  0  0  0
256  0      0 12274688 318840 2354696    0    0     0     0 2842  706 99  1  0  0  0
256  0      0 12274724 318840 2354732    0    0     0     0 2721  690 97  3  0  0  0
256  0      0 12274628 318840 2354748    0    0     0     0 2868  719 100  0  0  0  0
256  0      0 12274532 318840 2354764    0    0     0     0 2902  697 99  1  0  0  0
139  0      0 12274628 318840 2354764    0    0     0    24 2858  744 100  0  0  0  0
242  0      0 12274692 318840 2354792    0    0     0     0 2738  670 99  1  0  0  0
246  0      0 12274600 318840 2354812    0    0     0     0 2935  745 96  4  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
