procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13165116 318796 2221520    0    0     0    80  506  344 23  1 76  0  0
 0  0      0 13165116 318796 2221524    0    0     0     0  507  338 23  1 76  0  0
 0  0      0 13165116 318796 2221528    0    0     0     0  599  374 30  0 70  0  0
 0  0      0 13165116 318796 2221528    0    0     0    24  420  304 20  0 78  2  0
 0  0      0 13165116 318796 2221532    0    0     0     0  546  328 25  1 74  0  0
 0  0      0 13165116 318796 2221536    0    0     0     8  428  303 21  0 79  0  0
 0  0      0 13165116 318796 2221540    0    0     0     0  460  313 21  0 79  0  0
 0  0      0 13165116 318796 2221540    0    0     0     0  498  331 23  1 76  0  0
 0  0      0 13164992 318796 2221552    0    0     0    36  360  272 15  1 82  2  0
 0  0      0 13164992 318796 2221556    0    0     0     0  512  333 25  0 75  0  0
 2  0      0 13165084 318796 2221556    0    0     0   100  519  372 24  0 76  0  0
 0  0      0 13165116 318796 2221560    0    0     0     0  497  329 22  0 78  0  0
 0  0      0 13165116 318796 2221564    0    0     0     0  434  288 20  0 80  0  0
 0  0      0 13165116 318796 2221564    0    0     0    72  424  306 20  1 78  1  0
 0  0      0 13162572 318796 2221568    0    0     0     0  539  352 27  0 73  0  0
 0  0      0 13165116 318796 2221572    0    0     0     0  543  350 26  0 74  0  0
 0  0      0 13165116 318796 2221576    0    0     0     0  398  297 17  1 82  0  0
 2  0      0 13165116 318796 2221576    0    0     0     0  518  336 26  0 74  0  0
 1  0      0 13165116 318796 2221580    0    0     0    24  443  315 20  0 79  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13165116 318796 2221584    0    0     0     0  551  359 26  1 73  0  0
 1  0      0 13165116 318796 2221588    0    0     0     4  399  292 18  1 81  0  0
 0  0      0 13165116 318796 2221592    0    0     0     0  428  292 20  0 80  0  0
 0  0      0 13165116 318796 2221600    0    0     0     0  461  307 20  0 80  0  0
 0  0      0 13165116 318796 2221600    0    0     0    24  439  312 19  1 78  2  0
 0  0      0 13165116 318796 2221604    0    0     0     0  441  297 21  1 78  0  0
 0  0      0 13162696 318796 2221608    0    0     0     0  360  272 16  1 83  0  0
 1  0      0 13165116 318796 2221608    0    0     0     0  388  285 16  1 83  0  0
 2  0      0 13165116 318796 2221612    0    0     0     0  450  331 21  0 79  0  0
 0  0      0 13165116 318796 2221612    0    0     0    24  538  370 24  1 73  2  0
 0  0      0 13165116 318796 2221616    0    0     0     0  316  242 13  0 87  0  0
 0  0      0 13165116 318796 2221620    0    0     0     8  548  368 25  1 74  0  0
 0  0      0 13165116 318796 2221624    0    0     0     0  603  388 31  1 68  0  0
 0  0      0 13165116 318796 2221624    0    0     0     0  452  327 20  1 79  0  0
 0  0      0 13165116 318796 2221628    0    0     0    36  471  334 22  0 76  2  0
 0  0      0 13165116 318796 2221632    0    0     0     0  443  307 21  0 79  0  0
 1  0      0 13165116 318796 2221632    0    0     0     0  493  327 23  1 76  0  0
 0  0      0 13165116 318796 2221636    0    0     0    64  556  345 26  0 74  0  0
 2  0      0 13165116 318796 2221640    0    0     0     0  471  318 22  1 77  0  0
 2  0      0 13165116 318796 2221644    0    0     0    24  417  305 16  0 81  3  0
 0  0      0 13165116 318796 2221644    0    0     0     0  467  330 23  0 77  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13165116 318796 2221648    0    0     0     0  518  363 25  0 75  0  0
 1  0      0 13165116 318796 2221652    0    0     0   104  461  333 20  2 78  0  0
 0  0      0 13165116 318796 2221652    0    0     0     0  351  254 15  0 85  0  0
 1  0      0 13165116 318796 2221656    0    0     0    40  501  344 24  0 74  2  0
 0  0      0 13165116 318796 2221656    0    0     0     0  425  285 19  0 81  0  0
 0  0      0 13165116 318796 2221660    0    0     0     0  531  360 26  1 73  0  0
 0  0      0 13165116 318796 2221664    0    0     0     0  409  281 19  1 80  0  0
 0  0      0 13165116 318796 2221668    0    0     0     0  399  294 16  0 84  0  0
 0  0      0 13165116 318796 2221668    0    0     0    24  473  320 22  1 77  0  0
 0  0      0 13165116 318796 2221672    0    0     0     0  486  315 23  2 75  0  0
 0  0      0 13165116 318796 2221676    0    0     0     0  549  377 24  0 76  0  0
 0  0      0 13165116 318796 2221676    0    0     0     8  445  315 19  2 79  0  0
 0  0      0 13165116 318796 2221680    0    0     0     0  533  346 26  0 74  0  0
 0  0      0 13165116 318796 2221688    0    0     0    36  519  350 24  0 75  1  0
 0  0      0 13165116 318796 2221688    0    0     0     0  472  322 21  0 79  0  0
 1  0      0 13165116 318796 2221692    0    0     0     0  374  294 16  0 84  0  0
 2  0      0 13165116 318796 2221696    0    0     0     0  533  341 24  0 76  0  0
 0  0      0 13165116 318796 2221696    0    0     0     0  445  309 21  0 79  0  0
 0  0      0 13165116 318796 2221700    0    0     0    24  364  273 16  1 82  1  0
 0  0      0 13165116 318796 2221700    0    0     0     0  355  266 16  2 82  0  0
 0  0      0 13165116 318796 2221704    0    0     0     0  453  326 20  0 80  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13165116 318796 2221708    0    0     0     0  452  318 20  1 79  0  0
 0  0      0 13165116 318796 2221708    0    0     0     0  434  291 20  1 79  0  0
 0  0      0 13165116 318796 2221712    0    0     0    24  448  321 21  1 76  2  0
 0  0      0 13165116 318796 2221716    0    0     0     0  410  306 17  0 83  0  0
 2  0      0 13165116 318796 2221720    0    0     0     0  419  307 19  2 79  0  0
 0  0      0 13165116 318796 2221728    0    0     0     8  433  313 18  1 81  0  0
 0  0      0 13164992 318796 2221728    0    0     0     0  374  295 16  2 82  0  0
 0  0      0 13164992 318796 2221736    0    0     0    36  368  274 16  0 82  2  0
 0  0      0 13164992 318796 2221736    0    0     0     0  499  349 23  1 76  0  0
 0  0      0 13164992 318796 2221740    0    0     0     0  450  303 19  1 80  0  0
 0  0      0 13162324 318796 2221744    0    0     0   116  453  323 22  1 77  0  0
 0  0      0 13164868 318796 2221748    0    0     0     0  459  331 22  0 78  0  0
 0  0      0 13164868 318796 2221748    0    0     0    32  446  341 20  1 79  0  0
 0  0      0 13164868 318796 2221752    0    0     0     0  454  310 21  0 79  0  0
 0  0      0 13164868 318796 2221756    0    0     0     0  457  336 22  0 78  0  0
 0  0      0 13164868 318796 2221756    0    0     0     0  507  339 25  1 74  0  0
 0  0      0 13164868 318796 2221760    0    0     0     8  450  332 20  1 79  0  0
 0  0      0 13164868 318796 2221764    0    0     0    32  466  320 22  0 76  2  0
 0  0      0 13164868 318796 2221764    0    0     0     0  459  334 20  0 80  0  0
 0  0      0 13164868 318796 2221768    0    0     0     0  434  314 20  0 80  0  0
 1  0      0 13164868 318796 2221772    0    0     0     0  539  351 25  3 73  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13164868 318796 2221772    0    0     0     8  591  384 28  0 72  0  0
 0  0      0 13164868 318796 2221776    0    0     0    36  347  283 15  0 83  2  0
 1  0      0 13164868 318796 2221780    0    0     0     0  558  359 25  1 74  0  0
 0  0      0 13164868 318796 2221784    0    0     0     0  428  297 19  0 81  0  0
 0  0      0 13164868 318796 2221784    0    0     0     0  490  337 23  0 77  0  0
 0  0      0 13164868 318796 2221788    0    0     0     0  442  318 20  0 80  0  0
 0  0      0 13164868 318796 2221792    0    0     0    24  497  337 23  1 75  1  0
 0  0      0 13164868 318796 2221792    0    0     0     0  526  362 24  0 76  0  0
 0  0      0 13164868 318796 2221796    0    0     0     0  441  299 21  0 79  0  0
 0  0      0 13164868 318796 2221800    0    0     0     0  466  333 21  1 78  0  0
 0  0      0 13164868 318796 2221800    0    0     0     0  295  229 11  0 89  0  0
 0  0      0 13164868 318796 2221804    0    0     0    24  467  333 21  2 75  2  0
 0  0      0 13164868 318796 2221804    0    0     0     0  420  288 19  0 81  0  0
 1  0      0 13164868 318796 2221808    0    0     0     0  441  323 21  0 79  0  0
 0  0      0 13164868 318796 2221812    0    0     0     0  479  319 21  0 79  0  0
 0  0      0 13164868 318796 2221812    0    0     0     0  497  340 24  0 76  0  0
 0  0      0 13164868 318796 2221820    0    0     0     0  504  315 24  0 76  0  0
 1  0      0 13164868 318796 2221824    0    0     0    24  458  340 20  1 78  1  0
 0  0      0 13164868 318796 2221824    0    0     0     0  391  276 15  2 83  0  0
 0  0      0 13164868 318796 2221828    0    0     0     0  467  311 21  0 79  0  0
 0  0      0 13164868 318800 2221828    0    0     0    96  493  340 23  0 77  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13164868 318800 2221832    0    0     0     0  478  336 22  0 78  0  0
 1  0      0 13164868 318800 2221836    0    0     0    56  552  364 26  2 70  2  0
 0  0      0 13164868 318800 2221840    0    0     0     0  468  314 22  0 78  0  0
 1  0      0 13164868 318800 2221844    0    0     0     0  458  327 20  0 80  0  0
 0  0      0 13164868 318800 2221844    0    0     0    40  449  323 21  0 79  0  0
 0  0      0 13164868 318800 2221848    0    0     0     0  334  253 16  0 84  0  0
 1  0      0 13164868 318800 2221848    0    0     0    24  413  304 18  0 80  2  0
 0  0      0 13164868 318800 2221860    0    0     0     0  504  341 24  0 76  0  0
 0  0      0 13164868 318800 2221864    0    0     0     0  406  295 19  1 80  0  0
 0  0      0 13164868 318800 2221864    0    0     0     8  512  354 22  1 77  0  0
 0  0      0 13164868 318800 2221868    0    0     0     0  455  320 22  1 77  0  0
 0  0      0 13164744 318800 2221876    0    0     0    32  397  299 18  0 80  2  0
 0  0      0 13162324 318800 2221880    0    0     0     0  510  473 23  0 77  0  0
 1  0      0 13162324 318800 2221880    0    0     0     0  436  301 19  1 80  0  0
 0  0      0 13162324 318800 2221884    0    0     0     8  320  244 14  0 86  0  0
 0  0      0 13162324 318800 2221884    0    0     0     0  494  319 24  1 75  0  0
 0  0      0 13164744 318800 2221888    0    0     0    36  506  366 24  0 75  1  0
 0  0      0 13164744 318800 2221892    0    0     0     0  521  349 24  0 76  0  0
 0  0      0 13162324 318800 2221892    0    0     0     0  487  331 21  0 79  0  0
 0  0      0 13164768 318800 2221856    0    0     0     0  563  388 26  1 73  0  0
 0  0      0 13164768 318800 2221856    0    0     0     0  418  308 19  0 81  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 13164768 318800 2221860    0    0     0    24  486  331 22  1 75  2  0
 0  0      0 13164768 318800 2221860    0    0     0     0  296  233 11  1 88  0  0
 0  0      0 13164768 318800 2221864    0    0     0     0  524  329 25  1 74  0  0
 0  0      0 13164768 318800 2221868    0    0     0     0  576  407 28  0 72  0  0
 0  0      0 13164768 318800 2221868    0    0     0     0  539  381 24  0 76  0  0
 0  0      0 13164768 318800 2221872    0    0     0    24  352  272 14  1 84  1  0
 1  0      0 13162472 318800 2221876    0    0     0     0  521  356 24  1 75  0  0
 2  0      0 13164768 318800 2221876    0    0     0     0  541  355 26  0 74  0  0
 0  0      0 13164768 318800 2221880    0    0     0     0  449  300 22  0 78  0  0
 0  0      0 13164768 318800 2221884    0    0     0    92  426  295 20  1 79  0  0
 0  0      0 13164768 318800 2221888    0    0     0    36  499  349 23  0 74  3  0
 0  0      0 13164768 318800 2221888    0    0     0     0  437  308 18  1 81  0  0
 1  0      0 13164768 318800 2221892    0    0     0     0  470  312 22  0 78  0  0
 0  0      0 13164768 318800 2221896    0    0     0     0  407  292 20  1 79  0  0
 0  0      0 13164768 318800 2221896    0    0     0     0  414  298 18  0 82  0  0
 1  0      0 13164768 318800 2221900    0    0     0    24  417  320 19  1 78  2  0
 1  0      0 13164768 318800 2221900    0    0     0     0  444  314 20  0 80  0  0
 0  0      0 13164768 318800 2221904    0    0     0     0  389  296 17  0 83  0  0
 0  0      0 13164768 318800 2221912    0    0     0     0  372  283 18  0 82  0  0
 1  0      0 13164768 318800 2221912    0    0     0    36  326  246 12  0 88  0  0
 2  0      0 13162348 318800 2221916    0    0     0    24  448  321 21  1 76  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 13164768 318800 2221916    0    0     0     0  494  356 23  0 77  0  0
 0  0      0 13164768 318800 2221920    0    0     0     0  383  293 17  1 82  0  0
 0  0      0 13164768 318800 2221924    0    0     0     0  418  310 19  0 81  0  0
 0  0      0 13164768 318800 2221924    0    0     0     4  437  306 20  1 79  0  0
 0  0      0 13164768 318800 2221928    0    0     0    24  566  380 26  1 70  3  0
 0  0      0 13164768 318800 2221932    0    0     0     0  594  382 29  0 71  0  0
 0  0      0 13164768 318800 2221936    0    0     0     0  572  364 27  1 72  0  0
 0  0      0 13164768 318800 2221936    0    0     0     0  485  337 22  0 78  0  0
 0  0      0 13164768 318800 2221940    0    0     0     0  474  319 22  0 78  0  0
 0  0      0 13164768 318800 2221944    0    0     0    24  450  297 20  1 77  2  0
 2  0      0 13164768 318800 2221952    0    0     0     0  334  242 15  1 84  0  0
 0  0      0 13164768 318800 2221956    0    0     0     0  542  334 25  1 74  0  0
 0  0      0 13164768 318800 2221960    0    0     0     0  347  259 15  0 85  0  0
