procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 15063340 148252 888684    0    0    63    52  213  175 38  1 60  1  0
 1  0      0 15063392 148252 888688    0    0     0     0  455  200 81  0 19  0  0
 1  0      0 15063392 148252 888692    0    0     0     0  457  191 82  0 18  0  0
 1  0      0 15063392 148252 888692    0    0     0     0  448  198 81  0 19  0  0
 1  0      0 15063392 148252 888692    0    0     0    52  466  208 81  0 19  0  0
 1  0      0 15063392 148260 888696    0    0     0    36  456  207 82  0 17  1  0
 1  0      0 15063392 148260 888696    0    0     0     0  459  192 81  0 19  0  0
 1  0      0 15063392 148260 888700    0    0     0     0  452  200 82  0 18  0  0
 1  0      0 15063392 148260 888700    0    0     0     0  466  193 79  2 19  0  0
 1  0      0 15063392 148260 888700    0    0     0     0  454  198 80  1 19  0  0
 1  0      0 15063392 148268 888704    0    0     0    16  466  215 82  0 17  1  0
 1  0      0 15063392 148268 888704    0    0     0     0  451  202 81  0 19  0  0
 1  0      0 15063392 148268 888708    0    0     0     0  467  207 81  1 18  0  0
 1  0      0 15063392 148268 888708    0    0     0     0  462  203 81  0 19  0  0
 1  0      0 15063392 148268 888712    0    0     0     0  455  191 81  0 19  0  0
 1  0      0 15063392 148276 888712    0    0     0    16  462  214 81  1 17  1  0
 1  0      0 15063392 148276 888712    0    0     0     0  469  199 81  0 19  0  0
 1  0      0 15063392 148276 888716    0    0     0     0  461  198 82  0 18  0  0
 1  0      0 15063392 148276 888716    0    0     0     0  466  200 80  1 19  0  0
 1  0      0 15063392 148276 888716    0    0     0     0  462  211 81  0 19  0  0
 1  0      0 15063268 148284 888724    0    0     0    16  461  222 82  0 17  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 15063268 148284 888724    0    0     0     0  448  202 80  1 19  0  0
 1  0      0 15063268 148284 888728    0    0     0     0  455  203 81  1 18  0  0
 1  0      0 15063268 148284 888728    0    0     0     0  442  202 81  0 19  0  0
 1  0      0 15063268 148284 888728    0    0     0     0  459  194 82  0 18  0  0
 1  0      0 15063268 148292 888732    0    0     0    72  465  211 80  0 17  3  0
 1  0      0 15063268 148292 888732    0    0     0     0  466  199 82  0 18  0  0
 1  0      0 15063268 148292 888736    0    0     0     0  456  201 81  0 19  0  0
 1  0      0 15063268 148292 888736    0    0     0     0  454  188 82  0 18  0  0
 1  0      0 15063268 148292 888736    0    0     0     0  452  197 81  0 19  0  0
 1  0      0 15063268 148300 888740    0    0     0    24  474  223 82  0 17  1  0
 1  0      0 15063268 148300 888740    0    0     0     0  451  199 81  0 19  0  0
 1  0      0 15063268 148300 888740    0    0     0     0  461  199 81  0 19  0  0
 1  0      0 15063268 148300 888744    0    0     0     0  452  204 81  1 18  0  0
 1  0      0 15063268 148300 888744    0    0     0     0  468  210 81  0 19  0  0
 1  0      0 15063268 148308 888748    0    0     0    84  463  221 81  0 18  1  0
 1  0      0 15063268 148308 888748    0    0     0     0  465  204 81  1 18  0  0
 1  0      0 15063268 148308 888748    0    0     0     0  445  194 80  1 19  0  0
 1  0      0 15063268 148308 888752    0    0     0     0  456  192 82  0 18  0  0
 1  0      0 15063268 148308 888752    0    0     0     0  448  194 81  0 19  0  0
 1  0      0 15063268 148316 888756    0    0     0    32  469  215 82  0 17  1  0
 1  0      0 15063268 148316 888756    0    0     0     0  454  192 81  0 19  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 15063268 148316 888756    0    0     0     0  464  202 80  1 19  0  0
 1  0      0 15063268 148316 888760    0    0     0     0  453  205 81  1 18  0  0
 1  0      0 15063268 148316 888764    0    0     0     0  457  196 80  1 19  0  0
 1  0      0 15063268 148324 888768    0    0     0    16  452  207 82  0 17  1  0
 1  0      0 15063268 148324 888768    0    0     0     0  462  195 81  0 19  0  0
 1  0      0 15063268 148324 888768    0    0     0     0  453  201 82  0 18  0  0
 1  0      0 15063268 148324 888772    0    0     0     0  460  196 80  1 19  0  0
 1  0      0 15063268 148324 888772    0    0     0     0  450  204 81  1 18  0  0
 1  0      0 15063144 148332 888776    0    0     0    16  458  211 81  0 18  1  0
 1  0      0 15063144 148332 888776    0    0     0     0  450  203 82  0 18  0  0
 1  0      0 15063144 148332 888776    0    0     0     0  467  200 80  1 19  0  0
 1  0      0 15063144 148332 888780    0    0     0     0  458  203 82  0 18  0  0
 1  0      0 15063144 148332 888780    0    0     0     0  460  190 81  0 19  0  0
 1  0      0 15063144 148340 888784    0    0     0    48  465  215 80  1 18  1  0
 1  0      0 15063144 148340 888784    0    0     0     0  463  196 82  0 18  0  0
 1  0      0 15063144 148340 888784    0    0     0     0  455  203 81  0 19  0  0
 1  0      0 15063144 148340 888788    0    0     0     0  456  192 82  0 18  0  0
 1  0      0 15063144 148340 888788    0    0     0     0  453  205 80  1 19  0  0
 1  0      0 15063144 148348 888792    0    0     0    16  467  214 81  0 17  2  0
 1  0      0 15063144 148348 888792    0    0     0     0  448  191 80  1 19  0  0
 1  0      0 15063144 148348 888792    0    0     0     0  464  212 81  1 18  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 15063144 148348 888796    0    0     0     0  455  205 80  1 19  0  0
 1  0      0 15063144 148348 888796    0    0     0     0  466  205 81  1 18  0  0
 1  0      0 15063144 148356 888800    0    0     0    68  456  213 81  0 18  1  0
 1  0      0 15063144 148356 888800    0    0     0     0  460  191 81  0 19  0  0
 1  0      0 15063144 148356 888800    0    0     0     0  452  200 82  0 18  0  0
 1  0      0 15063144 148356 888800    0    0     0     0  457  194 80  1 19  0  0
 1  0      0 15063144 148356 888808    0    0     0     0  446  193 81  1 18  0  0
 1  0      0 15063144 148364 888808    0    0     0    24  462  214 81  1 17  1  0
 1  0      0 15063144 148364 888812    0    0     0     8  462  202 80  1 19  0  0
 1  0      0 15063144 148364 888812    0    0     0     0  468  198 82  0 18  0  0
 1  0      0 15063144 148364 888812    0    0     0     0  447  198 81  0 19  0  0
 1  0      0 15063144 148364 888816    0    0     0     0  462  194 80  1 19  0  0
 1  0      0 15063144 148372 888816    0    0     0    24  456  213 82  0 17  1  0
 1  0      0 15063144 148372 888820    0    0     0     0  470  210 80  1 19  0  0
 1  0      0 15063144 148372 888820    0    0     0     0  457  207 80  1 19  0  0
 1  0      0 15063144 148372 888824    0    0     0     0  471  207 82  0 18  0  0
 1  0      0 15063144 148372 888824    0    0     0     0  460  210 81  0 19  0  0
 1  0      0 15063144 148380 888824    0    0     0    16  469  217 82  0 17  1  0
 1  0      0 15063144 148380 888828    0    0     0     0  455  201 81  0 19  0  0
 1  0      0 15063144 148380 888828    0    0     0     0  469  205 81  1 18  0  0
 1  0      0 15063144 148380 888828    0    0     0     0  463  208 81  0 19  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 15063144 148380 888832    0    0     0     0  463  197 81  1 18  0  0
 1  0      0 15063144 148388 888832    0    0     0    16  457  205 80  2 17  1  0
 1  0      0 15063144 148388 888836    0    0     0     0  462  195 81  0 19  0  0
 1  0      0 15063144 148388 888836    0    0     0     0  460  207 82  0 18  0  0
 1  0      0 15063144 148388 888836    0    0     0     0  457  197 81  0 19  0  0
 1  0      0 15063144 148388 888844    0    0     0     0  449  200 82  0 18  0  0
 1  0      0 15063020 148396 888844    0    0     0    16  472  221 80  1 18  1  0
 1  0      0 15063020 148396 888848    0    0     0    16  451  199 81  1 18  0  0
 1  0      0 15063020 148396 888848    0    0     0     0  464  198 81  0 19  0  0
 1  0      0 15063020 148396 888848    0    0     0     0  456  200 81  1 18  0  0
 1  0      0 15063020 148396 888852    0    0     0     0  464  199 81  0 19  0  0
 1  0      0 15063020 148404 888852    0    0     0    16  463  212 81  0 18  1  0
 1  0      0 15063020 148404 888852    0    0     0    52  462  196 82  0 18  0  0
 1  0      0 15063020 148404 888856    0    0     0     0  452  196 80  1 19  0  0
 1  0      0 15063020 148404 888856    0    0     0     0  459  195 82  0 18  0  0
 1  0      0 15063020 148404 888860    0    0     0     0  454  201 81  0 19  0  0
 1  0      0 15063020 148412 888860    0    0     0    24  469  218 81  0 17  2  0
 1  0      0 15063020 148412 888864    0    0     0     0  449  195 81  1 18  0  0
 1  0      0 15063020 148412 888864    0    0     0     0  468  214 81  0 19  0  0
 1  0      0 15063020 148412 888864    0    0     0     0  461  207 81  1 18  0  0
 1  0      0 15063020 148412 888868    0    0     0     0  467  211 80  1 19  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 15063020 148420 888868    0    0     0    16  462  207 81  1 17  1  0
 1  0      0 15063020 148420 888868    0    0     0     8  472  214 81  0 19  0  0
 1  0      0 15063020 148420 888872    0    0     0     0  466  209 81  0 19  0  0
 1  0      0 15063020 148420 888872    0    0     0     0  473  228 82  0 18  0  0
 2  0      0 15062596 148420 888876    0    0     0     0  532  853 89  1 10  0  0
 1  0      0 15062524 148428 888880    0    0     0    76  470  218 83  1 15  1  0
 1  0      0 15062592 148428 888880    0    0     0     0  449  202 81  0 19  0  0
 1  0      0 15062648 148428 888884    0    0     0     0  460  204 82  0 18  0  0
 1  0      0 15062648 148428 888884    0    0     0     0  450  200 80  1 19  0  0
 1  0      0 15062648 148428 888884    0    0     0     0  459  193 81  0 19  0  0
 2  0      0 15062648 148436 888888    0    0     0    16  452  206 82  0 17  1  0
 1  0      0 15062648 148436 888888    0    0     0     0  463  195 81  0 19  0  0
 1  0      0 15062648 148436 888892    0    0     0     0  457  201 82  0 18  0  0
