procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0      0 14430608 149196 911472    0    0    59    49  226  181 40  1 58  1  0
31  0      0 14433364 149204 911396    0    0     0    56  502  386 99  1  0  0  0
40  0      0 14436400 149204 911320    0    0     0     0  516  381 99  1  0  0  0
50  0      0 14439632 149204 911176    0    0     0     0  503  363 100  0  0  0  0
60  0      0 14442612 149204 911136    0    0     0     0  518  370 100  0  0  0  0
69  0      0 14445728 149204 911068    0    0     0     0  516  392 100  0  0  0  0
79  0      0 14448852 149212 910908    0    0     0    40  516  400 100  0  0  0  0
89  0      0 14451948 149212 910856    0    0     0     0  507  373 99  1  0  0  0
99  0      0 14454860 149212 910860    0    0     0     0  492  364 99  1  0  0  0
109  0      0 14457920 149212 910860    0    0     0     0  516  366 100  0  0  0  0
118  0      0 14461240 149212 910564    0    0     0     0  507  374 100  0  0  0  0
128  0      0 14464216 149220 910500    0    0     0    24  518  378 100  0  0  0  0
138  0      0 14467264 149220 910508    0    0     0     0  507  376 100  0  0  0  0
147  0      0 14470188 149220 910508    0    0     0     0  524  381 100  0  0  0  0
157  0      0 14473388 149220 910368    0    0     0     0  504  372 100  0  0  0  0
167  0      0 14476436 149220 910292    0    0     0     0  521  371 100  0  0  0  0
177  0      0 14479396 149228 910300    0    0     0    20  496  405 100  0  0  0  0
184  0      0 14482628 149228 910116    0    0     0     4  542  405 100  0  0  0  0
189  0      0 14480240 149228 910096    0    0     0     0  521  369 100  0  0  0  0
192  0      0 14474236 149228 910096    0    0     0     0  544  345 99  1  0  0  0
196  0      0 14462288 149228 910200    0    0     0     0  530  354 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
196  0      0 14438128 149236 910880    0    0     0    16  562  374 100  0  0  0  0
209  0      0 14409224 149236 912448    0    0     0     0  551  395 99  1  0  0  0
212  0      0 14391784 149236 912472    0    0     0     0  583  413 99  1  0  0  0
215  0      0 14394708 149236 912472    0    0     0     0  537  412 100  0  0  0  0
219  0      0 14391228 149236 912476    0    0     0     0  601  819 98  2  0  0  0
220  0      0 14386348 149244 912568    0    0     0    68  494  482 99  1  0  0  0
223  0      0 14374132 149244 912988    0    0     0     0  500  334 100  0  0  0  0
232  0      0 14349716 149244 913792    0    0     0     0  507  348 99  1  0  0  0
248  0      0 14300952 149244 915484    0    0     0     0  531  348 100  0  0  0  0
256  0      0 14276388 149244 916276    0    0     0     0  497  342 100  0  0  0  0
256  0      0 14276232 149244 916332    0    0     0     0  511  335 99  1  0  0  0
242  0      0 14276108 149252 916364    0    0     0   116  574  349 99  1  0  0  0
256  0      0 14275828 149252 916400    0    0     0     0  572  351 100  0  0  0  0
256  0      0 14275208 149252 916400    0    0     0     0  587  352 100  0  0  0  0
256  0      0 14275208 149252 916404    0    0     0     0  576  370 100  0  0  0  0
256  0      0 14275084 149252 916408    0    0     0     0  536  348 99  1  0  0  0
256  0      0 14275084 149260 916408    0    0     0    92  534  365 100  0  0  0  0
256  0      0 14275084 149260 916408    0    0     0     0  499  330 99  1  0  0  0
256  0      0 14274928 149260 916444    0    0     0     0  505  327 100  0  0  0  0
256  0      0 14274772 149260 916476    0    0     0     0  509  338 100  0  0  0  0
256  0      0 14274368 149260 916476    0    0     0     0  544  336 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
223  0      0 14273840 149268 916512    0    0     0    24  604  357 100  0  0  0  0
256  0      0 14273468 149268 916548    0    0     0     0  605  370 100  0  0  0  0
256  0      0 14273344 149268 916552    0    0     0     0  550  352 99  1  0  0  0
256  0      0 14273344 149268 916556    0    0     0     0  525  347 100  0  0  0  0
256  0      0 14273220 149268 916556    0    0     0     0  601  377 100  0  0  0  0
256  0      0 14273220 149268 916560    0    0     0     0  580  352 100  0  0  0  0
256  0      0 14273220 149276 916564    0    0     0    16  577  389 100  0  0  0  0
256  0      0 14273220 149276 916564    0    0     0     0  540  345 100  0  0  0  0
256  0      0 14272548 149276 916564    0    0     0     0  585  929 98  2  0  0  0
256  0      0 14272600 149276 916568    0    0     0     0  512  330 100  0  0  0  0
243  0      0 14272568 149276 916600    0    0     0     0  483  316 100  0  0  0  0
256  0      0 14272412 149284 916636    0    0     0    64  500  356 100  0  0  0  0
256  0      0 14272412 149284 916640    0    0     0     0  484  332 100  0  0  0  0
256  0      0 14272412 149284 916640    0    0     0     0  627  361 99  1  0  0  0
256  0      0 14272412 149284 916644    0    0     0     0  627  363 100  0  0  0  0
256  0      0 14272412 149284 916648    0    0     0     0  582  356 100  0  0  0  0
253  0      0 14272412 149292 916648    0    0     0    20  492  359 100  0  0  0  0
256  0      0 14272412 149292 916648    0    0     0     0  602  367 100  0  0  0  0
256  0      0 14272412 149292 916652    0    0     0     0  585  348 100  0  0  0  0
256  0      0 14272412 149292 916656    0    0     0     0  646  374 99  1  0  0  0
256  0      0 14272412 149292 916656    0    0     0     0  493  339 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
253  0      0 14272412 149300 916652    0    0     0    32  525  352 100  0  0  0  0
250  0      0 14272412 149300 916660    0    0     0     0  452  326 99  1  0  0  0
256  0      0 14272412 149300 916660    0    0     0     0  492  331 100  0  0  0  0
256  0      0 14272412 149300 916664    0    0     0     0  505  338 100  0  0  0  0
256  0      0 14272412 149300 916664    0    0     0     0  550  333 100  0  0  0  0
256  0      0 14272412 149300 916668    0    0     0   140  629  362 100  0  0  0  0
