procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 15064216 147848 888296    0    0    65    53  209  175 37  1 61  1  0
 1  0      0 15064268 147856 888300    0    0     0    96  360  192 62  0 37  1  0
 1  0      0 15064268 147856 888300    0    0     0     0  345  163 61  0 39  0  0
 1  0      0 15064268 147856 888300    0    0     0     0  354  163 61  0 39  0  0
 1  0      0 15064268 147856 888304    0    0     0     0  341  159 61  0 39  0  0
 1  0      0 15064268 147856 888304    0    0     0     0  355  159 61  0 39  0  0
 1  0      0 15064268 147864 888296    0    0     0    28  351  180 61  0 37  2  0
 1  0      0 15064268 147864 888308    0    0     0     0  360  169 61  0 39  0  0
 1  0      0 15064268 147864 888308    0    0     0     0  341  153 61  0 39  0  0
 1  0      0 15064268 147864 888308    0    0     0     0  359  158 61  0 39  0  0
 1  0      0 15064268 147864 888312    0    0     0     0  341  163 61  0 39  0  0
 1  0      0 15064268 147872 888304    0    0     0    16  365  179 60  0 37  3  0
 1  0      0 15064268 147872 888312    0    0     0     0  343  161 61  0 39  0  0
 1  0      0 15064268 147872 888312    0    0     0     0  358  167 61  0 39  0  0
 1  0      0 15064268 147872 888316    0    0     0     0  347  161 61  0 39  0  0
 1  0      0 15064268 147872 888316    0    0     0     0  361  170 60  1 39  0  0
 1  0      0 15064268 147880 888308    0    0     0    16  340  177 62  0 37  1  0
 1  0      0 15064268 147880 888320    0    0     0    96  377  165 61  0 39  0  0
 1  0      0 15064268 147880 888320    0    0     0     0  345  161 61  0 39  0  0
 1  0      0 15064268 147880 888320    0    0     0     0  361  172 61  0 39  0  0
 1  0      0 15064268 147880 888320    0    0     0     0  343  163 61  0 39  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 15064268 147888 888324    0    0     0    16  357  187 61  0 36  3  0
 1  0      0 15064268 147888 888324    0    0     0     4  352  177 60  1 39  0  0
 1  0      0 15064268 147888 888324    0    0     0     0  352  168 61  0 39  0  0
 1  0      0 15064268 147888 888328    0    0     0     0  344  164 61  0 39  0  0
 1  0      0 15064268 147888 888328    0    0     0     0  362  166 61  0 39  0  0
 1  0      0 15064268 147896 888320    0    0     0    16  347  182 61  0 37  2  0
 1  0      0 15064268 147896 888332    0    0     0     0  354  163 61  0 39  0  0
 1  0      0 15064268 147896 888332    0    0     0     0  347  159 61  0 39  0  0
 1  0      0 15064268 147896 888332    0    0     0     0  356  163 61  0 39  0  0
 1  0      0 15064268 147896 888336    0    0     0     0  357  170 61  0 39  0  0
 1  0      0 15064268 147904 888328    0    0     0    16  354  177 61  1 37  1  0
 1  0      0 15064268 147904 888336    0    0     0    52  351  165 61  0 39  0  0
 1  0      0 15064268 147904 888336    0    0     0     0  359  173 60  1 39  0  0
 1  0      0 15064268 147904 888340    0    0     0     0  349  170 61  0 39  0  0
 1  0      0 15064268 147904 888340    0    0     0     0  357  170 61  0 39  0  0
 1  0      0 15064268 147912 888340    0    0     0    44  345  176 61  0 36  3  0
 1  0      0 15064268 147912 888340    0    0     0     0  360  171 61  0 39  0  0
 1  0      0 15064268 147912 888344    0    0     0     0  344  162 61  0 39  0  0
 1  0      0 15064268 147912 888344    0    0     0     0  365  160 61  0 39  0  0
 1  0      0 15064268 147912 888344    0    0     0     0  335  159 62  0 38  0  0
 1  0      0 15064268 147920 888348    0    0     0    16  363  182 60  0 38  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 15064268 147920 888348    0    0     0     0  341  160 61  0 39  0  0
 1  0      0 15064268 147920 888348    0    0     0     0  347  165 61  0 39  0  0
 1  0      0 15064268 147920 888356    0    0     0     0  343  162 60  1 39  0  0
 1  0      0 15064268 147920 888356    0    0     0     0  349  169 61  0 39  0  0
 1  0      0 15064268 147928 888348    0    0     0    16  351  178 61  0 37  2  0
 1  0      0 15064268 147928 888360    0    0     0     0  358  173 61  0 39  0  0
 1  0      0 15064268 147928 888360    0    0     0     0  341  162 61  0 39  0  0
 2  0      0 15063376 147928 888360    0    0     0     0  394  485 66  1 33  0  0
 1  0      0 15063772 147928 888360    0    0     0     0  382  649 71  3 26  0  0
 1  0      0 15063772 147936 888356    0    0     0    68  353  178 60  1 37  2  0
 1  0      0 15063772 147936 888364    0    0     0    80  380  180 61  0 39  0  0
 1  0      0 15063772 147936 888364    0    0     0     0  384  232 62  0 38  0  0
 1  0      0 15063772 147936 888364    0    0     0     0  349  168 61  0 39  0  0
 1  0      0 15063772 147936 888368    0    0     0     0  360  179 61  0 39  0  0
 1  0      0 15063772 147944 888360    0    0     0    16  367  206 61  1 36  2  0
 1  0      0 15063772 147944 888372    0    0     4     0  369  203 62  0 38  0  0
 1  0      0 15063772 147944 888376    0    0     0     0  345  161 61  0 39  0  0
 1  0      0 15063772 147944 888376    0    0     0     0  366  179 62  0 38  0  0
 1  0      0 15063772 147944 888376    0    0     0     0  353  174 61  0 39  0  0
 1  0      0 15063772 147952 888372    0    0     0    16  406  291 60  1 36  3  0
 1  0      0 15063772 147952 888380    0    0     0     0  388  242 61  0 39  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 15063772 147952 888380    0    0     0    48  365  194 60  1 39  0  0
 1  0      0 15063640 147952 888396    0    0     0     0  374  437 66  2 32  0  0
 2  0      0 15063640 147952 888396    0    0     0     0  368  208 61  0 39  0  0
 1  0      0 15060780 147964 888440    0    0    44    92  394  273 65  0 32  3  0
 1  0      0 15060780 147964 888440    0    0     0     0  383  218 60  1 39  0  0
