procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 15060780 147964 888444    0    0     0     0  364  191 61  1 38  0  0
 1  0      0 15060780 147964 888444    0    0     0     0  375  191 61  0 39  0  0
 1  0      0 15060780 147964 888444    0    0     0     0  355  159 61  0 39  0  0
 1  0      0 15060780 147972 888436    0    0     0    16  359  172 60  0 38  2  0
 1  0      0 15060780 147972 888448    0    0     0     0  345  163 62  0 38  0  0
 1  0      0 15060780 147972 888448    0    0     0     0  361  170 60  1 39  0  0
 1  0      0 15060780 147972 888448    0    0     0     0  366  196 61  0 39  0  0
 1  0      0 15060780 147972 888452    0    0     0     0  353  169 62  0 38  0  0
 1  0      0 15060780 147980 888444    0    0     0    16  355  179 61  0 38  1  0
 1  0      0 15060780 147980 888452    0    0     0     0  367  186 60  1 39  0  0
 1  0      0 15060780 147980 888452    0    0     0     0  372  212 62  0 38  0  0
 1  0      0 15060656 147980 888456    0    0     0     0  371  199 61  0 39  0  0
 1  0      0 15060656 147980 888456    0    0     0     0  373  199 60  1 39  0  0
 1  0      0 15060656 147988 888460    0    0     0    16  371  199 61  0 37  2  0
 1  0      0 15060656 147988 888460    0    0     0     0  370  196 62  0 38  0  0
 1  0      0 15060656 147988 888460    0    0     0     4  369  186 60  1 39  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 15060656 147988 888460    0    0     0     0  361  174 60  1 39  0  0
 1  0      0 15060656 147988 888464    0    0     0     0  395  220 61  1 38  0  0
 1  0      0 15060656 147996 888456    0    0     0    16  370  201 62  0 36  2  0
 1  0      0 15060656 147996 888464    0    0     0     0  375  190 61  0 39  0  0
 1  0      0 15060656 148004 888472    0    0     0   116  387  199 61  0 38  1  0
 1  0      0 15060656 148004 888480    0    0     0     0  369  179 61  0 39  0  0
 1  0      0 15060656 148004 888480    0    0     0     0  353  176 61  0 39  0  0
 1  0      0 15060656 148004 888480    0    0     0     0  362  177 62  0 38  0  0
 1  0      0 15060656 148004 888484    0    0     0     0  360  182 61  0 39  0  0
 1  0      0 15060656 148012 888484    0    0     0    56  376  231 62  0 36  2  0
 1  0      0 15060656 148012 888484    0    0     0     0  375  199 62  0 38  0  0
 1  0      0 15060656 148012 888484    0    0     0     0  377  191 61  0 39  0  0
 1  0      0 15060656 148012 888488    0    0     0     0  359  181 61  1 38  0  0
 1  0      0 15060656 148012 888488    0    0     0     0  362  176 61  0 39  0  0
 1  0      0 15060656 148020 888488    0    0     0    24  367  203 61  0 37  2  0
 1  0      0 15060656 148020 888492    0    0     0    12  369  180 61  0 39  0  0
 1  0      0 15060656 148020 888492    0    0     0     0  371  201 60  1 39  0  0
 1  0      0 15060656 148020 888492    0    0     0     0  353  173 62  0 38  0  0
 1  0      0 15060656 148020 888496    0    0     0     0  358  185 61  0 39  0  0
 1  0      0 15063516 148028 888484    0    0     0    52  391  452 65  3 30  2  0
 1  0      0 15063516 148028 888484    0    0     0     0  360  175 61  0 39  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 15063516 148028 888484    0    0     0     0  357  180 61  0 39  0  0
 1  0      0 15063516 148028 888488    0    0     0     0  359  181 62  0 38  0  0
 1  0      0 15063516 148028 888488    0    0     0     0  363  178 61  0 39  0  0
 1  0      0 15063516 148036 888488    0    0     0    72  372  218 60  0 37  3  0
 1  0      0 15063516 148036 888492    0    0     0     0  362  173 62  0 38  0  0
 1  0      0 15063464 148036 888492    0    0     0     0  429  767 67  4 29  0  0
 1  0      0 15063516 148036 888492    0    0     0     0  349  164 60  1 39  0  0
 1  0      0 15063516 148036 888492    0    0     0     0  344  173 61  0 39  0  0
 1  0      0 15063516 148044 888496    0    0     0    68  363  187 62  0 37  1  0
 1  0      0 15063516 148044 888496    0    0     0     0  381  237 61  0 39  0  0
 1  0      0 15063516 148044 888496    0    0     0     0  472  726 69  2 29  0  0
 1  0      0 15063516 148044 888500    0    0     0     0  344  168 61  0 39  0  0
 1  0      0 15063516 148044 888500    0    0     0     0  363  173 61  0 39  0  0
