procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
36  0      0 14544620 150172 909984    0    0    56    47  236  187 42  1 56  1  0
55  0      0 14547364 150180 909984    0    0     0    72  501  375 99  1  0  0  0
73  0      0 14550588 150180 909780    0    0     0     0  498  372 100  0  0  0  0
90  0      0 14553692 150180 909720    0    0     0     0  519  384 100  0  0  0  0
106  0      0 14556684 150180 909652    0    0     0     0  515  375 100  0  0  0  0
124  0      0 14559744 150180 909572    0    0     0     0  499  367 99  1  0  0  0
141  0      0 14562752 150188 909508    0    0     0    16  507  379 100  0  0  0  0
158  0      0 14565768 150188 909468    0    0     0     0  517  372 99  1  0  0  0
161  0      0 14565412 150188 909500    0    0     0     0  512  339 99  1  0  0  0
163  0      0 14562696 150188 909532    0    0     0     0  544  338 100  0  0  0  0
167  0      0 14555964 150188 909568    0    0     0     0  550  352 99  1  0  0  0
175  0      0 14542668 150196 909664    0    0     0    16  581  372 100  0  0  0  0
191  0      0 14514724 150196 911064    0    0     0     0  559  362 99  1  0  0  0
191  0      0 14466400 150196 912488    0    0     0     0  594  370 99  1  0  0  0
221  0      0 14408032 150196 913888    0    0     0     0  591  380 98  2  0  0  0
223  0      0 14378368 150196 914164    0    0     0     0  508  366 100  0  0  0  0
237  0      0 14341284 150196 915536    0    0     0     0  470  331 99  1  0  0  0
245  0      0 14314416 150204 916376    0    0     0    24  500  359 99  1  0  0  0
254  0      0 14289316 150204 917256    0    0     0     0  492  344 99  1  0  0  0
255  0      0 14280756 150204 917528    0    0     0     0  502  329 100  0  0  0  0
256  0      0 14275068 150204 917636    0    0     0     0  498  335 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
256  0      0 14275036 150204 917700    0    0     0     0  530  329 100  0  0  0  0
256  0      0 14274724 150212 917732    0    0     0    60  538  353 100  0  0  0  0
256  0      0 14274476 150212 917764    0    0     0     0  557  342 100  0  0  0  0
254  0      0 14274196 150212 917800    0    0     0     0  581  351 100  0  0  0  0
256  0      0 14273668 150212 917804    0    0     0     0  660  382 100  0  0  0  0
256  0      0 14273048 150212 917836    0    0     0     0  628  356 99  1  0  0  0
256  0      0 14272552 150220 917832    0    0     0    16  677  407 100  0  0  0  0
256  0      0 14272428 150220 917844    0    0     0     0  495  328 100  0  0  0  0
256  0      0 14271808 150220 917844    0    0     0     0  525  328 100  0  0  0  0
256  0      0 14271436 150220 917848    0    0     0     0  569  345 100  0  0  0  0
256  0      0 14271312 150220 917848    0    0     0     0  509  338 100  0  0  0  0
255  0      0 14271064 150228 917840    0    0     0    80  505  352 100  0  0  0  0
256  0      0 14271064 150228 917852    0    0     0     0  494  334 100  0  0  0  0
256  0      0 14270940 150228 917852    0    0     0     0  486  327 99  1  0  0  0
256  0      0 14270940 150228 917852    0    0     0     0  543  343 100  0  0  0  0
256  0      0 14270940 150228 917856    0    0     0     0  547  344 100  0  0  0  0
239  0      0 14270940 150236 917848    0    0     0    36  620  354 100  0  0  0  0
256  0      0 14270816 150236 917860    0    0     0     0  697  360 100  0  0  0  0
256  0      0 14270816 150236 917864    0    0     0     0  707  371 99  1  0  0  0
256  0      0 14270692 150236 917868    0    0     0     0  710  378 100  0  0  0  0
256  0      0 14270692 150236 917868    0    0     0     0  477  320 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
257  0      0 14270692 150236 917868    0    0     0     0  520  332 98  2  0  0  0
256  0      0 14270568 150244 917876    0    0     0    16  668  364 100  0  0  0  0
256  0      0 14270568 150244 917876    0    0     0     0  523  340 99  1  0  0  0
256  0      0 14270568 150244 917880    0    0     0     0  530  333 100  0  0  0  0
256  0      0 14270568 150244 917880    0    0     0     0  515  335 99  1  0  0  0
256  0      0 14270568 150244 917880    0    0     0     8  537  336 100  0  0  0  0
251  0      0 14270568 150252 917884    0    0     0    16  552  351 99  1  0  0  0
256  0      0 14270568 150252 917884    0    0     0     0  554  333 100  0  0  0  0
256  0      0 14270568 150252 917888    0    0     0     0  655  364 100  0  0  0  0
256  0      0 14270444 150252 917888    0    0     0     0  743  377 98  2  0  0  0
256  0      0 14270444 150252 917892    0    0     0    68  765  377 99  1  0  0  0
248  0      0 14270320 150260 917888    0    0     0    24  737  375 100  0  0  0  0
256  0      0 14270320 150260 917900    0    0     0     0  506  327 100  0  0  0  0
256  0      0 14270320 150260 917904    0    0     0     0  581  337 100  0  0  0  0
256  0      0 14270320 150260 917904    0    0     0     0  634  352 100  0  0  0  0
256  0      0 14270320 150260 917908    0    0     0     0  602  350 100  0  0  0  0
256  0      0 14270320 150260 917908    0    0     0     0  542  327 100  0  0  0  0
256  0      0 14270320 150268 917908    0    0     0    16  548  347 100  0  0  0  0
256  0      0 14270320 150268 917912    0    0     0     0  524  325 100  0  0  0  0
256  0      0 14270320 150268 917912    0    0     0     0  568  337 100  0  0  0  0
256  0      0 14270320 150268 917912    0    0     0     0  592  337 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
256  0      0 14270320 150268 917916    0    0     0     8  683  362 99  1  0  0  0
252  0      0 14270320 150276 917920    0    0     0    24  697  376 100  0  0  0  0
256  0      0 14270320 150276 917920    0    0     0     0  781  383 100  0  0  0  0
256  0      0 14270320 150276 917924    0    0     0     0  709  372 99  1  0  0  0
256  0      0 14270320 150276 917924    0    0     0     0  529  328 100  0  0  0  0
256  0      0 14270320 150276 917928    0    0     0    28  594  352 100  0  0  0  0
252  0      0 14270320 150284 917920    0    0     0    16  618  350 100  0  0  0  0
256  0      0 14270196 150284 917932    0    0     0     0  563  345 100  0  0  0  0
256  0      0 14270196 150284 917932    0    0     0     0  547  338 100  0  0  0  0
256  0      0 14270196 150284 917932    0    0     0     0  550  333 100  0  0  0  0
256  0      0 14270196 150284 917936    0    0     0     0  562  335 100  0  0  0  0
256  0      0 14270196 150292 917928    0    0     0    16  574  351 100  0  0  0  0
256  0      0 14270196 150292 917940    0    0     0     0  631  350 99  1  0  0  0
256  0      0 14270196 150292 917940    0    0     0     0  708  366 100  0  0  0  0
255  0      0 14270196 150292 917944    0    0     0     0  743  363 100  0  0  0  0
256  0      0 14270196 150292 917948    0    0     0     0  786  384 100  0  0  0  0
255  0      0 14270196 150300 917940    0    0     0    16  716  370 100  0  0  0  0
248  0      0 14270196 150300 917952    0    0     0     0  512  322 100  0  0  0  0
255  0      0 14270196 150300 917952    0    0     0     0  635  338 100  0  0  0  0
255  0      0 14270196 150300 917956    0    0     0     0  622  338 100  0  0  0  0
254  0      0 14270196 150300 917956    0    0     0    60  620  360 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
255  0      0 14269516 150300 917956    0    0     0     0  570  581 98  2  0  0  0
