procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 15052920 148924 889512    0    0    60    50  222  178 40  1 58  1  0
 9  0      0 15040860 148924 889808    0    0     0     0  475  350 100  0  0  0  0
17  0      0 15016352 148924 890576    0    0     0     0  496  350 100  0  0  0  0
32  0      0 14967352 148932 892112    0    0     0    60  472  369 98  2  0  0  0
32  0      0 14969780 148932 892112    0    0     0     0  526  384 100  0  0  0  0
33  0      0 14966732 148932 892116    0    0     0     0  514  365 100  0  0  0  0
35  0      0 14960508 148932 892316    0    0     0     0  511  345 100  0  0  0  0
39  0      0 14948324 148932 892696    0    0     0     0  483  358 100  0  0  0  0
47  0      0 14923784 148940 893508    0    0     0    16  523  371 100  0  0  0  0
54  0      0 14874804 148940 895136    0    0     0     0  503  383 98  2  0  0  0
62  0      0 14877232 148940 895148    0    0     0     0  493  336 98  2  0  0  0
62  0      0 14879908 148940 895148    0    0     0     0  477  347 100  0  0  0  0
63  0      0 14876860 148940 895152    0    0     0     0  619  388 100  0  0  0  0
65  0      0 14870832 148948 895244    0    0     0    16  466  353 99  1  0  0  0
68  0      0 14858608 148948 895668    0    0     0     0  521  353 100  0  0  0  0
76  0      0 14833920 148948 896500    0    0     0     0  559  370 99  1  0  0  0
76  0      0 14833796 148948 896504    0    0     0     0  493  350 100  0  0  0  0
77  0      0 14830684 148948 896604    0    0     0     0  519  337 100  0  0  0  0
79  0      0 14824468 148956 896792    0    0     0    16  500  364 100  0  0  0  0
83  0      0 14811996 148956 897216    0    0     0     0  617  420 99  1  0  0  0
92  0      0 14786724 148956 898056    0    0     0     0  505  510 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
107  0      0 14738576 148956 899684    0    0     0     0  487  779 95  5  0  0  0
116  0      0 14667852 148956 903044    0    0     0     0  530  429 98  2  0  0  0
128  0      0 14650920 148964 903084    0    0     0    68  443  372 99  1  0  0  0
139  0      0 14643124 148964 903096    0    0     0     0  490  333 100  0  0  0  0
138  0      0 14640332 148964 903136    0    0     0     0  532  364 99  1  0  0  0
140  0      0 14639516 148964 903204    0    0     0     0  522  342 100  0  0  0  0
142  0      0 14630476 148964 903440    0    0     0     0  484  324 100  0  0  0  0
146  0      0 14628452 148964 903816    0    0     0     0  507  342 100  0  0  0  0
149  0      0 14613016 148972 904724    0    0     0    16  694  417 100  0  0  0  0
145  0      0 14594720 148972 904748    0    0     0    68  498  397 100  0  0  0  0
154  0      0 14594308 148972 904748    0    0     0     0  441  323 99  1  0  0  0
156  0      0 14591232 148972 904952    0    0     0     0  556  352 100  0  0  0  0
160  0      0 14584088 148972 905424    0    0     0     0  492  349 100  0  0  0  0
168  0      0 14569792 148980 906256    0    0     0    36  523  349 100  0  0  0  0
184  0      0 14541448 148980 907952    0    0     0   100  522  327 99  1  0  0  0
208  0      0 14488836 148980 910484    0    0     0     0  493  370 99  1  0  0  0
204  0      0 14427504 148980 911476    0    0     0     0  588  420 96  4  0  0  0
179  0      0 14416328 148980 911532    0    0     0     0  623  479 99  1  0  0  0
190  0      0 14406904 148988 911524    0    0     0    24  445  362 100  0  0  0  0
210  0      0 14406912 148988 911532    0    0     0     0  424  326 100  0  0  0  0
215  0      0 14404452 148988 911568    0    0     0     0  528  374 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
217  0      0 14398260 148988 911688    0    0     0     0  521  346 98  2  0  0  0
221  0      0 14386044 148988 912060    0    0     0     0  475  358 100  0  0  0  0
226  0      0 14363672 148996 913016    0    0     0    64  546  613 97  3  0  0  0
245  0      0 14312896 148996 914748    0    0     0     0  472  357 99  1  0  0  0
257  0      0 14284996 148996 916024    0    0     0     0  563  474 98  2  0  0  0
250  0      0 14277628 148996 916072    0    0     0     0  574  516 99  1  0  0  0
256  0      0 14276884 148996 916072    0    0     0     0  593  355 100  0  0  0  0
242  0      0 14278928 148996 916076    0    0     0     0  647  433 99  1  0  0  0
236  0      0 14281684 149004 916080    0    0     0    68  571  445 100  0  0  0  0
240  0      0 14284736 149004 916012    0    0     0     0  484  398 100  0  0  0  0
253  0      0 14284800 149004 915948    0    0     0     0  416  327 100  0  0  0  0
254  0      0 14282200 149004 915948    0    0     0     0  475  315 100  0  0  0  0
256  0      0 14276232 149004 916068    0    0     0     0  513  342 100  0  0  0  0
256  0      0 14276108 149012 916120    0    0     0    16  491  348 100  0  0  0  0
256  0      0 14275952 149012 916152    0    0     0     0  506  326 100  0  0  0  0
256  0      0 14275580 149012 916152    0    0     0     0  552  348 98  2  0  0  0
256  0      0 14274928 149012 916188    0    0     0     0  576  352 100  0  0  0  0
256  0      0 14274432 149012 916192    0    0     0     0  662  368 100  0  0  0  0
253  0      0 14274308 149020 916188    0    0     0    16  589  390 100  0  0  0  0
248  0      0 14274308 149020 916196    0    0     0    56  578  335 100  0  0  0  0
256  0      0 14274184 149020 916200    0    0     0     0  646  378 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
256  0      0 14274184 149020 916200    0    0     0     0  546  369 100  0  0  0  0
256  0      0 14274216 149020 916172    0    0     0     0  498  340 100  0  0  0  0
256  0      0 14274216 149020 916172    0    0     0     0  399  294 100  0  0  0  0
256  0      0 14274216 149028 916172    0    0     0    32  478  317 100  0  0  0  0
256  0      0 14274060 149028 916204    0    0     0     0  542  344 100  0  0  0  0
256  0      0 14273904 149028 916240    0    0     0     0  522  340 100  0  0  0  0
256  0      0 14273904 149028 916240    0    0     0     0  495  323 99  1  0  0  0
256  0      0 14273904 149028 916244    0    0     0     0  554  353 100  0  0  0  0
256  0      0 14273904 149036 916244    0    0     0    92  584  361 100  0  0  0  0
256  0      0 14273748 149036 916280    0    0     0     0  676  354 100  0  0  0  0
256  0      0 14273748 149036 916284    0    0     0     0  576  383 100  0  0  0  0
256  0      0 14273748 149036 916284    0    0     0     0  603  353 100  0  0  0  0
256  0      0 14273748 149036 916288    0    0     0     0  643  375 100  0  0  0  0
256  0      0 14273624 149044 916292    0    0     0    16  545  358 100  0  0  0  0
256  0      0 14273624 149044 916292    0    0     0     0  467  334 99  1  0  0  0
256  0      0 14273624 149044 916292    0    0     0     0  429  304 100  0  0  0  0
256  0      0 14273624 149044 916292    0    0     0     0  480  321 100  0  0  0  0
256  0      0 14273624 149044 916296    0    0     0     0  537  346 100  0  0  0  0
256  0      0 14273468 149052 916332    0    0     0    16  496  353 99  1  0  0  0
256  0      0 14273468 149052 916332    0    0     0     0  508  331 99  1  0  0  0
255  0      0 14273436 149052 916368    0    0     0     0  566  364 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
237  0      0 14273436 149052 916368    0    0     0     0  552  331 100  0  0  0  0
256  0      0 14273436 149052 916372    0    0     0     0  697  366 100  0  0  0  0
252  0      0 14273436 149060 916368    0    0     0    16  573  379 100  0  0  0  0
242  0      0 14273436 149060 916376    0    0     0     0  607  341 100  0  0  0  0
256  0      0 14273312 149060 916384    0    0     0     0  648  390 100  0  0  0  0
256  0      0 14273312 149060 916388    0    0     0     0  542  348 99  1  0  0  0
256  0      0 14273312 149060 916388    0    0     0     0  454  330 100  0  0  0  0
256  0      0 14273312 149060 916388    0    0     0    60  410  305 100  0  0  0  0
256  0      0 14273312 149068 916392    0    0     0    24  521  341 99  1  0  0  0
256  0      0 14273312 149068 916392    0    0     0     0  530  341 100  0  0  0  0
256  0      0 14273280 149068 916428    0    0     0     0  494  331 100  0  0  0  0
256  0      0 14273280 149068 916428    0    0     0     0  502  323 99  1  0  0  0
256  0      0 14272856 149068 916428    0    0     0     0  556  608 98  2  0  0  0
256  0      0 14272908 149076 916432    0    0     0    68  557  368 100  0  0  0  0
218  0      0 14272908 149076 916432    0    0     0     0  646  347 100  0  0  0  0
256  0      0 14272908 149076 916436    0    0     0     0  592  351 100  0  0  0  0
256  0      0 14272908 149076 916440    0    0     0     0  666  365 100  0  0  0  0
256  0      0 14272908 149076 916444    0    0     0     0  593  370 100  0  0  0  0
242  0      0 14272908 149084 916444    0    0     0    24  540  363 100  0  0  0  0
256  0      0 14272908 149084 916448    0    0     0     0  474  336 100  0  0  0  0
256  0      0 14272908 149084 916448    0    0     0     0  428  304 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
256  0      0 14272908 149084 916448    0    0     0     0  406  324 100  0  0  0  0
256  0      0 14272908 149084 916448    0    0     0     0  507  332 99  1  0  0  0
256  1      0 14272908 149092 916444    0    0     0    76  505  347 100  0  0  0  0
256  0      0 14272908 149092 916452    0    0     0     0  486  337 100  0  0  0  0
256  0      0 14272908 149092 916456    0    0     0     0  597  361 100  0  0  0  0
256  0      0 14272908 149092 916456    0    0     0     0  537  354 100  0  0  0  0
256  0      0 14272908 149092 916460    0    0     0     0  692  371 100  0  0  0  0
256  1      0 14272908 149096 916460    0    0     0    16  659  358 100  0  0  0  0
243  0      0 14272608 149100 916464    0    0     0     0  580  614 98  2  0  0  0
256  0      0 14272660 149100 916468    0    0     0     0  706  382 100  0  0  0  0
256  0      0 14272660 149100 916472    0    0     0     0  550  345 100  0  0  0  0
256  0      0 14272660 149100 916472    0    0     0     0  497  332 98  2  0  0  0
256  0      0 14272660 149100 916472    0    0     0     0  328  298 100  0  0  0  0
256  0      0 14272660 149108 916476    0    0     0    60  470  339 100  0  0  0  0
256  0      0 14272608 149108 916480    0    0     0     0  465  587 99  1  0  0  0
256  0      0 14272660 149108 916480    0    0     0     0  478  344 100  0  0  0  0
256  0      0 14272660 149108 916480    0    0     0     0  411  332 100  0  0  0  0
256  0      0 14272660 149108 916484    0    0     0    64  452  360 100  0  0  0  0
256  0      0 14272660 149116 916484    0    0     0    68  466  368 100  0  0  0  0
256  0      0 14272660 149116 916488    0    0     0     0  544  372 99  1  0  0  0
258  0      0 14272528 149116 916428    0    0     0     0  447  370 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
250  0      0 14272600 149116 916428    0    0     0     0  521  624 99  1  0  0  0
215  0      0 14275776 149116 916304    0    0     0     0  515  656 98  2  0  0  0
187  0      0 14278720 149124 916276    0    0     0    60  464  637 99  1  0  0  0
179  0      0 14281844 149124 916212    0    0     0     0  331  345 100  0  0  0  0
164  0      0 14284912 149124 916068    0    0     0     0  412  350 99  1  0  0  0
135  0      0 14287992 149124 915972    0    0     0     0  455  391 100  0  0  0  0
95  0      0 14291048 149124 915980    0    0     0     8  631  471 100  0  0  0  0
